"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1967,1693873.57974837,-2047970.39973756,5435717.5592343,"Percentile","BinLogistic",FALSE,FALSE
"2",1968,1279523.44171133,-579435.301017223,3138482.18443989,"Percentile","BinLogistic",FALSE,FALSE
"3",1969,3958530.88014249,-17480307.4598317,25397369.2201167,"Percentile","BinLogistic",FALSE,FALSE
"4",1970,1542314.35613152,-374823.662394142,3459452.37465718,"Percentile","BinLogistic",FALSE,FALSE
"5",1971,2950278.87799333,-5353288.27435624,11253846.0303429,"Percentile","BinLogistic",FALSE,FALSE
"6",1972,1416868.61433974,183494.644913435,2650242.58376604,"Percentile","BinLogistic",FALSE,FALSE
"7",1973,1396390.80181695,480095.106043007,2312686.49759089,"Percentile","BinLogistic",FALSE,FALSE
"8",1974,1301601.79178074,633689.051886598,1969514.53167489,"Percentile","BinLogistic",FALSE,FALSE
"9",1975,2147014.72976192,129495.279750199,4164534.17977363,"Percentile","BinLogistic",FALSE,FALSE
"10",1976,2802331.2222275,-1113900.15403413,6718562.59848912,"Percentile","BinLogistic",FALSE,FALSE
"11",1977,1974154.61123794,348258.583084273,3600050.63939161,"Percentile","BinLogistic",FALSE,FALSE
"12",1978,2856898.29102252,-1230113.62749652,6943910.20954156,"Percentile","BinLogistic",FALSE,FALSE
"13",1979,2478208.85644427,-312119.159292024,5268536.87218056,"Percentile","BinLogistic",FALSE,FALSE
"14",1980,2717123.08700108,-665366.625830509,6099612.79983266,"Percentile","BinLogistic",FALSE,FALSE
"15",1981,2651706.5250222,-352500.533891383,5655913.58393578,"Percentile","BinLogistic",FALSE,FALSE
"16",1982,2192289.836921,356356.914833387,4028222.75900862,"Percentile","BinLogistic",FALSE,FALSE
"17",1983,2701033.569209,-38555.4335757568,5440622.57199375,"Percentile","BinLogistic",FALSE,FALSE
"18",1984,2942932.72941465,-267004.272475136,6152869.73130444,"Percentile","BinLogistic",FALSE,FALSE
"19",1985,2733002.16475026,355823.76433989,5110180.56516062,"Percentile","BinLogistic",FALSE,FALSE
"20",1986,2443485.20546011,776605.978427595,4110364.43249262,"Percentile","BinLogistic",FALSE,FALSE
"21",1987,3247843.53882438,290749.816314811,6204937.26133394,"Percentile","BinLogistic",FALSE,FALSE
"22",1988,2783032.78889844,881643.795730961,4684421.78206592,"Percentile","BinLogistic",FALSE,FALSE
"23",1989,2731518.79694034,956708.17582704,4506329.41805364,"Percentile","BinLogistic",FALSE,FALSE
"24",1990,2482215.37588572,1065850.2654312,3898580.48634024,"Percentile","BinLogistic",FALSE,FALSE
"25",1991,2470777.53641558,1108840.6232505,3832714.44958067,"Percentile","BinLogistic",FALSE,FALSE
"26",1992,2267990.57541341,1163868.99988509,3372112.15094173,"Percentile","BinLogistic",FALSE,FALSE
"27",1993,2400291.75898208,1200951.84996603,3599631.66799813,"Percentile","BinLogistic",FALSE,FALSE
"28",1994,2630384.02224668,1180234.59887556,4080533.4456178,"Percentile","BinLogistic",FALSE,FALSE
"29",1995,2494981.96594923,1279962.96621625,3710000.9656822,"Percentile","BinLogistic",FALSE,FALSE
"30",1996,2784021.76575403,1173241.86755168,4394801.66395638,"Percentile","BinLogistic",FALSE,FALSE
"31",1997,2779530.78135848,1190383.94593536,4368677.61678159,"Percentile","BinLogistic",FALSE,FALSE
"32",1998,2808290.03103445,1158074.84371938,4458505.21834951,"Percentile","BinLogistic",FALSE,FALSE
"33",1999,2641744.38747688,1247343.18581245,4036145.58914131,"Percentile","BinLogistic",FALSE,FALSE
"34",2000,2631158.9014083,1239476.54521545,4022841.25760115,"Percentile","BinLogistic",FALSE,FALSE
"35",2001,2630311.09619325,1249032.21637917,4011589.97600734,"Percentile","BinLogistic",FALSE,FALSE
"36",2002,2614461.32276454,1252835.16890544,3976087.47662364,"Percentile","BinLogistic",FALSE,FALSE
"37",2003,2872344.22231439,1272256.01563774,4472432.42899105,"Percentile","BinLogistic",FALSE,FALSE
"38",2004,4666699.66941528,346484.28109457,8986915.05773599,"Percentile","BinLogistic",FALSE,FALSE
"39",2005,4560156.96063238,841979.28259642,8278334.63866835,"Percentile","BinLogistic",FALSE,FALSE
"40",2006,5399903.72973776,73391.7442587204,10726415.7152168,"Percentile","BinLogistic",FALSE,FALSE
"41",2007,5520551.22984423,128190.603638274,10912911.8560502,"Percentile","BinLogistic",FALSE,FALSE
"42",2008,5805392.16935942,-253735.60748055,11864519.9461994,"Percentile","BinLogistic",FALSE,FALSE
"43",2009,5818215.59524758,-161915.532648881,11798346.723144,"Percentile","BinLogistic",FALSE,FALSE
"44",2010,5964827.06247509,-343786.751815117,12273440.8767653,"Percentile","BinLogistic",FALSE,FALSE
"45",2011,6019355.35760344,-297727.104820468,12336437.8200274,"Percentile","BinLogistic",FALSE,FALSE
"46",2012,5715809.68261454,156796.571645076,11274822.793584,"Percentile","BinLogistic",FALSE,FALSE
"47",2013,5977316.55304719,56567.7725659283,11898065.3335284,"Percentile","BinLogistic",FALSE,FALSE
"48",2014,6682293.39535841,-629794.319155031,13994381.1098718,"Percentile","BinLogistic",FALSE,FALSE
"49",2015,6442769.05109307,36416.8734338637,12849121.2287523,"Percentile","BinLogistic",FALSE,FALSE
"50",2016,6229139.77440258,527903.583600151,11930375.965205,"Percentile","BinLogistic",FALSE,FALSE
"51",2017,7998262.86634877,-1682524.01407589,17679049.7467734,"Percentile","BinLogistic",FALSE,FALSE
"52",2018,8645955.0177819,-2768903.44997252,20060813.4855363,"Percentile","BinLogistic",FALSE,FALSE
