"","Mod","CU_ID","CU_Name","est_B","est_sigma","est_Smsy","est_Sgen","est_A","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1","SR_IndivRicker_NoSurv_LowAggPrior",0,"Southern Coastal Streams",0.0000375947964366564,0.868417947910939,19089.0494448771,2936.63393540281,7.25907909511948,-204.288887009395,6077.55675781501,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"2","SR_IndivRicker_NoSurv_LowAggPrior",1,"North East Vancouver Island",0.0000331310920182062,0.530585421885156,14914.2477828401,5528.32487527397,3.24005924806534,527.538585470907,10529.111165077,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"3","SR_IndivRicker_NoSurv_LowAggPrior",2,"Loughborough",0.0000186129834560777,1.25233731816701,30283.73869157,8870.04657566562,4.02702880658554,-8469.83617023125,26209.9293215625,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"4","SR_IndivRicker_NoSurv_LowAggPrior",3,"Georgia Strait",0.00000524934625237605,0.680835361393422,109682.895084268,30746.0825897317,4.19220847313304,-9674.19756724126,71166.3627467046,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"5","SR_IndivRicker_NoSurv_LowAggPrior",4,"Howe Sound-Burrard Inlet",0.00000920447550173557,1.11243508870352,49671.2087318706,20639.180722862,2.91015699245608,-10325.140620093,51603.5020658171,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"6","SR_IndivRicker_NoSurv_LowAggPrior",0,"Southern Coastal Streams",0.0000382855601358905,0.919752782290638,18172.4944875667,3105.49828205338,6.59050769788874,-309.278886244779,6520.27545035155,1971,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"7","SR_IndivRicker_NoSurv_LowAggPrior",1,"North East Vancouver Island",0.0000251919949268233,0.67421211577054,12642.9220078521,7585.43426529526,2.01770369798084,2866.23705858017,12304.6314720103,1971,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"8","SR_IndivRicker_NoSurv_LowAggPrior",2,"Loughborough",0.0000211410172869968,1.2068047101498,26842.2515181809,7755.05620967677,4.07789890691463,-5418.43950113439,20928.5519204879,1971,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"9","SR_IndivRicker_NoSurv_LowAggPrior",3,"Georgia Strait",0.00000508339307134822,0.68306307040968,106714.211615904,33683.052145562,3.75986753684096,-9071.15661802422,76437.2609091482,1971,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"10","SR_IndivRicker_NoSurv_LowAggPrior",4,"Howe Sound-Burrard Inlet",0.0000090673251943053,1.04552263292861,49001.8024058114,21153.1810916755,2.80630723819273,-7802.45003767787,50108.812221029,1971,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
