"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1970,351543.605102221,315346.976156553,387740.234047889,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"2",1971,391309.271712828,345893.648921256,436724.894504401,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"3",1972,388349.342908762,344856.719309366,431841.966508159,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"4",1973,387538.141384332,344678.882473366,430397.400295298,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"5",1974,477395.904796634,431832.383623081,522959.425970187,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"6",1975,434485.684414876,382116.097114083,486855.271715668,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"7",1976,430093.191776487,378965.142783972,481221.240769001,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"8",1977,421534.715201997,372852.5289037,470216.901500295,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"9",1978,414568.666652811,367872.680016576,461264.653289046,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"10",1979,431958.591732996,386319.022328568,477598.161137424,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"11",1980,435172.917695758,389565.693901948,480780.141489569,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"12",1981,430998.545312523,386589.225277723,475407.865347323,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"13",1982,427369.406403187,384073.874502825,470664.938303549,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"14",1983,513439.913725566,478384.227128253,548495.60032288,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"15",1984,525580.849764701,490330.040256729,560831.659272672,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"16",1985,450086.226980275,406953.813890407,493218.640070143,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"17",1986,449444.355653506,406604.997772374,492283.713534637,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"18",1987,470229.780057789,425988.258640702,514471.301474876,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"19",1988,469694.615249611,425709.384309485,513679.846189738,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"20",1989,471653.101728425,427965.636667879,515340.566788972,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"21",1990,468438.231840558,425628.391626409,511248.072054708,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"22",1991,488584.558650672,445613.405949566,531555.711351778,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"23",1992,485551.48854324,443238.494154776,527864.482931704,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"24",1993,485404.772573876,442841.232448298,527968.312699454,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"25",1994,484832.016271886,442351.337922229,527312.694621543,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"26",1995,501099.900973881,458102.130170105,544097.671777657,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"27",1996,501296.892215138,459085.80345174,543507.980978535,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"28",1997,496387.088594105,455289.754987251,537484.42220096,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"29",1998,492697.879875125,451780.78311182,533614.97663843,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"30",1999,505932.93288094,465976.348404428,545889.517357452,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"31",2000,501076.261347879,461598.389491129,540554.133204629,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"32",2001,498392.743144303,459453.206924722,537332.279363884,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"33",2002,497050.879846138,458251.569612457,535850.190079818,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"34",2003,515366.902854817,475294.458087496,555439.347622137,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"35",2004,520910.600819832,476963.080936168,564858.120703497,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"36",2005,520821.432252734,476915.924310352,564726.940195116,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"37",2006,520305.707091763,476596.969316539,564014.444866987,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"38",2007,542213.780156023,496227.732600157,588199.827711889,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"39",2008,539899.248285376,494626.921420569,585171.575150183,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"40",2009,538799.971576931,493854.735396876,583745.207756986,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
"41",2010,536887.305357461,492733.773108251,581040.837606671,"LRP_Logistic_Only_LowAggPrior","BinLogistic",FALSE,FALSE
