"","z.value","Pr...z.2..","Mod","CU_ID","CU_Name","est_B","est_sigma","est_Smsy","est_Sgen","est_A","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",-6.03450186040071,1.59453793923686e-09,"SR_HierRicker_Surv",0,"Middle_Fraser",0.000117761547676314,NA,NA,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"2",-4.64675608509409,3.37195469746532e-06,"SR_HierRicker_Surv",1,"Fraser_Canyon",0.000322621544561982,NA,NA,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"3",-7.95380714422834,1.80865603764273e-15,"SR_HierRicker_Surv",2,"Lower_Thompson",0.000123170869688447,NA,NA,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"4",-13.1921604988957,9.7354568043443e-40,"SR_HierRicker_Surv",3,"North_Thompson",7.50407017716684e-05,NA,NA,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"5",-7.36879946794786,1.72171411785303e-13,"SR_HierRicker_Surv",4,"South_Thompson",8.90158247816005e-05,NA,NA,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"6",-3.3071323935105,0.000942563330203247,"SR_HierRicker_Surv",0,"Middle_Fraser",NA,0.536843684549472,NA,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"7",-2.10775737595057,0.0350519815182688,"SR_HierRicker_Surv",1,"Fraser_Canyon",NA,0.67117192182075,NA,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"8",-2.23514365539764,0.0254079191513397,"SR_HierRicker_Surv",2,"Lower_Thompson",NA,0.657381888835425,NA,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"9",-3.99869679094368,6.36922118377188e-05,"SR_HierRicker_Surv",3,"North_Thompson",NA,0.471382843937782,NA,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"10",-2.42325881725888,0.015381963386063,"SR_HierRicker_Surv",4,"South_Thompson",NA,0.634205115653733,NA,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"11",4.49025249969147,7.11387925945266e-06,"SR_HierRicker_Surv",0,"Middle_Fraser",NA,NA,3240.86655225754,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"12",7.58588217797626,3.3023241015312e-14,"SR_HierRicker_Surv",1,"Fraser_Canyon",NA,NA,1413.04751407226,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"13",6.04267494948376,1.51579842102517e-09,"SR_HierRicker_Surv",2,"Lower_Thompson",NA,NA,3359.67079352189,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"14",9.13411615448981,6.59432131151435e-20,"SR_HierRicker_Surv",3,"North_Thompson",NA,NA,5957.4052290214,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"15",4.9384164169421,7.87595220425054e-07,"SR_HierRicker_Surv",4,"South_Thompson",NA,NA,4376.76776522988,NA,NA,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"16",1.91470138241237,0.0555305971941251,"SR_HierRicker_Surv",0,"Middle_Fraser",NA,NA,NA,1664.4677561082,NA,-39.3785104369063,3368.31402265331,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"17",1.07722139497742,0.281381369251257,"SR_HierRicker_Surv",1,"Fraser_Canyon",NA,NA,NA,589.461496395461,NA,-483.06132790225,1661.98432069317,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"18",2.13216477570558,0.0329933030652786,"SR_HierRicker_Surv",2,"Lower_Thompson",NA,NA,NA,1582.16037533444,NA,127.753862765867,3036.56688790301,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"19",3.15232844024256,0.00161973971416707,"SR_HierRicker_Surv",3,"North_Thompson",NA,NA,NA,2551.14683999981,NA,964.939088749471,4137.35459125014,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"20",2.27779983139267,0.0227385063871216,"SR_HierRicker_Surv",4,"South_Thompson",NA,NA,NA,2201.2056841297,NA,307.113375651314,4095.29799260808,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"21",4.72013570721813,2.35687349783195e-06,"SR_HierRicker_Surv",0,"Middle_Fraser",NA,NA,NA,NA,2.36871882346408,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"22",3.53481704276761,0.000408057587462667,"SR_HierRicker_Surv",1,"Fraser_Canyon",NA,NA,NA,NA,2.89928528245211,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"23",4.1972903521622,2.70127521040638e-05,"SR_HierRicker_Surv",2,"Lower_Thompson",NA,NA,NA,NA,2.58036530385862,NA,NA,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
