"","z.value","Pr...z.2..","Mod","CU_ID","CU_Name","est_B","est_sigma","est_Smsy","est_Sgen","est_A","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",-11.1248815275608,0.0000000000000000000000000000949319060417421,"SR_IndivRicker_NoSurv",0,"Southern Coastal Streams",0.0000867864242232222,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"2",-11.8030352807426,0.0000000000000000000000000000000376482093720174,"SR_IndivRicker_NoSurv",1,"North East Vancouver Island",0.0000330868511860809,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"3",-5.67478519024191,0.0000000138862794763747,"SR_IndivRicker_NoSurv",2,"Loughborough",0.0000186270811243383,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"4",-13.1049800760534,0.00000000000000000000000000000000000000308343194572857,"SR_IndivRicker_NoSurv",3,"Georgia Strait",0.00000525282172010706,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"5",-7.59550665363253,0.0000000000000306590478138998,"SR_IndivRicker_NoSurv",4,"Howe Sound-Burrard Inlet",0.00000929229874017229,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"6",-1.12156603803823,0.262046998491011,"SR_IndivRicker_NoSurv",0,"Southern Coastal Streams",NA,0.742107455377836,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"7",-2.39669153645575,0.0165438444211644,"SR_IndivRicker_NoSurv",1,"North East Vancouver Island",NA,0.531746573926571,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"8",0.851549109219459,0.39446439546835,"SR_IndivRicker_NoSurv",2,"Loughborough",NA,1.25157546389163,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"9",-1.45824137055966,0.14477402425494,"SR_IndivRicker_NoSurv",3,"Georgia Strait",NA,0.680936822022717,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"10",0.404923405122648,0.68553381360958,"SR_IndivRicker_NoSurv",4,"Howe Sound-Burrard Inlet",NA,1.11260918378289,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
