"Estimate","Std..Error","Param"
40.830539067232,NA,"Rec_Preds.17"
38.4409959659563,NA,"Rec_Preds.18"
36.0795955833036,NA,"Rec_Preds.19"
33.7694501551005,NA,"Rec_Preds.20"
31.5282032954599,NA,"Rec_Preds.21"
29.368958263721,NA,"Rec_Preds.22"
27.3010676458939,NA,"Rec_Preds.23"
25.3308037671329,NA,"Rec_Preds.24"
23.461926572366,NA,"Rec_Preds.25"
21.6961634672882,NA,"Rec_Preds.26"
20.0336136590262,NA,"Rec_Preds.27"
18.4730878377483,NA,"Rec_Preds.28"
17.0123925648204,NA,"Rec_Preds.29"
15.6485674513654,NA,"Rec_Preds.30"
14.3780820984119,NA,"Rec_Preds.31"
13.196998804479,NA,"Rec_Preds.32"
12.1011062094584,NA,"Rec_Preds.33"
11.0860283184188,NA,"Rec_Preds.34"
10.1473127209857,NA,"Rec_Preds.35"
9.28050127859578,NA,"Rec_Preds.36"
8.4811860821358,NA,"Rec_Preds.37"
7.74505307662845,NA,"Rec_Preds.38"
7.06791539931578,NA,"Rec_Preds.39"
6.44573817538841,NA,"Rec_Preds.40"
5.87465625533493,NA,"Rec_Preds.41"
5.35098615387882,NA,"Rec_Preds.42"
4.8712332578884,NA,"Rec_Preds.43"
4.43209520527393,NA,"Rec_Preds.44"
4.03046219505994,NA,"Rec_Preds.45"
3.66341486735212,NA,"Rec_Preds.46"
3.32822028803605,NA,"Rec_Preds.47"
3.02232648434401,NA,"Rec_Preds.48"
2.74335590181684,NA,"Rec_Preds.49"
2.48909808885778,NA,"Rec_Preds.50"
2.25750186045331,NA,"Rec_Preds.51"
2.04666714636044,NA,"Rec_Preds.52"
1.85483668995144,NA,"Rec_Preds.53"
1.68038773094536,NA,"Rec_Preds.54"
1.52182377755926,NA,"Rec_Preds.55"
1.37776655041784,NA,"Rec_Preds.56"
1.24694816121119,NA,"Rec_Preds.57"
1.12820357301858,NA,"Rec_Preds.58"
1.02046337593326,NA,"Rec_Preds.59"
0.922746900708367,NA,"Rec_Preds.60"
0.834155684234984,NA,"Rec_Preds.61"
0.75386729345051,NA,"Rec_Preds.62"
0.681129508491356,NA,"Rec_Preds.63"
0.615254861321082,NA,"Rec_Preds.64"
0.55561552248799,NA,"Rec_Preds.65"
0.501638525928177,NA,"Rec_Preds.66"
0.452801319689288,NA,"Rec_Preds.67"
0.408627628985569,NA,"Rec_Preds.68"
0.368683617003759,NA,"Rec_Preds.69"
0.332574328274918,NA,"Rec_Preds.70"
0.299940399135905,NA,"Rec_Preds.71"
0.270455019763901,NA,"Rec_Preds.72"
0.243821132426127,NA,"Rec_Preds.73"
0.219768850901053,NA,"Rec_Preds.74"
0.198053086460495,NA,"Rec_Preds.75"
0.178451366323965,NA,"Rec_Preds.76"
0.160761831082271,NA,"Rec_Preds.77"
0.14480139821633,NA,"Rec_Preds.78"
0.130404079492475,NA,"Rec_Preds.79"
0.117419440683804,NA,"Rec_Preds.80"
0.105711192737293,NA,"Rec_Preds.81"
0.0951559041699016,NA,"Rec_Preds.82"
0.0856418251270059,NA,"Rec_Preds.83"
0.0770678141679448,NA,"Rec_Preds.84"
0.0693423594524909,NA,"Rec_Preds.85"
0.0623826865858299,NA,"Rec_Preds.86"
0.0561139459362688,NA,"Rec_Preds.87"
0.0504684727682556,NA,"Rec_Preds.88"
0.0453851140328014,NA,"Rec_Preds.89"
0.0408086161279543,NA,"Rec_Preds.90"
0.0366890683838646,NA,"Rec_Preds.91"
0.0329813974407912,NA,"Rec_Preds.92"
0.0296449080749008,NA,"Rec_Preds.93"
0.0266428663869001,NA,"Rec_Preds.94"
0.0239421216034842,NA,"Rec_Preds.95"
0.0215127630524648,NA,"Rec_Preds.96"
0.0193278091604704,NA,"Rec_Preds.97"
0.0173629255885409,NA,"Rec_Preds.98"
0.0155961698670184,NA,"Rec_Preds.99"
0,0,"Rec_Preds.100"
16.3154489130166,0.473758410962017,"Rec_Preds.101"
30.0921163927574,0.8463403986386,"Rec_Preds.102"
41.6262896207909,1.13395149161475,"Rec_Preds.103"
51.1835197403249,1.3506835220202,"Rec_Preds.104"
59.0016110508328,1.50876178882631,"Rec_Preds.105"
65.2933311207405,1.61876393640628,"Rec_Preds.106"
70.2488671504896,1.68981324054058,"Rec_Preds.107"
74.0380516657918,1.72974872530735,"Rec_Preds.108"
76.812378565564,1.74527432974892,"Rec_Preds.109"
78.7068286738075,1.74208921456828,"Rec_Preds.110"
79.841522234004,1.72500125602507,"Rec_Preds.111"
80.3232142241835,1.69802581785684,"Rec_Preds.112"
80.2466469476565,1.66447200653538,"Rec_Preds.113"
79.6957730565698,1.62701875896627,"Rec_Preds.114"
78.7448609820714,1.5877832142686,"Rec_Preds.115"
77.4594936659823,1.54838379088764,"Rec_Preds.116"
75.8974705053932,1.51000013822616,"Rec_Preds.117"
74.1096215252065,1.47343160930509,"Rec_Preds.118"
72.1405419767345,1.43915513480013,"Rec_Preds.119"
70.029254816099,1.40738248647214,"Rec_Preds.120"
67.8098078380186,1.37811608274475,"Rec_Preds.121"
65.5118116228109,1.35120190013156,"Rec_Preds.122"
63.1609238917953,1.32637783657744,"Rec_Preds.123"
60.779285353911,1.30331604316418,"Rec_Preds.124"
58.3859116598576,1.28165820927275,"Rec_Preds.125"
55.9970456553769,1.26104340075722,"Rec_Preds.126"
53.6264737387483,1.24112865477926,"Rec_Preds.127"
51.2858097758014,1.22160301467076,"Rec_Preds.128"
48.984749705681,1.20219599022293,"Rec_Preds.129"
46.7312996794343,1.18268155395457,"Rec_Preds.130"
44.5319803086653,1.16287876721436,"Rec_Preds.131"
42.3920093606806,1.14265001943863,"Rec_Preds.132"
40.315465017601,1.12189770507103,"Rec_Preds.133"
38.3054316178941,1.10055999072487,"Rec_Preds.134"
36.3641296179089,1.07860616300676,"Rec_Preds.135"
34.4930313466582,1.05603190719631,"Rec_Preds.136"
32.6929639778059,1.03285475307561,"Rec_Preds.137"
30.9642010072414,1.00910983615059,"Rec_Preds.138"
29.3065434015179,0.984846057269094,"Rec_Preds.139"
27.7193914706891,0.960122677204878,"Rec_Preds.140"
26.2018084176672,0.935006351081441,"Rec_Preds.141"
24.7525764242166,0.909568586929826,"Rec_Preds.142"
23.3702460502442,0.883883600202124,"Rec_Preds.143"
22.0531796473712,0.858026529324541,"Rec_Preds.144"
20.7995894191715,0.832071974566805,"Rec_Preds.145"
19.6075706982918,0.806092822297485,"Rec_Preds.146"
18.4751309543442,0.780159318129429,"Rec_Preds.147"
17.400214995453,0.754338354862903,"Rec_Preds.148"
16.380726780152,0.72869294404389,"Rec_Preds.149"
15.4145482145287,0.70328184306226,"Rec_Preds.150"
14.4995552716961,0.678159312819113,"Rec_Preds.151"
13.6336317364681,0.653374983970719,"Rec_Preds.152"
12.8146808471953,0.628973812536666,"Rec_Preds.153"
12.0406350787752,0.604996108205871,"Rec_Preds.154"
11.3094642856089,0.581477620973117,"Rec_Preds.155"
10.6191824004875,0.558449673792457,"Rec_Preds.156"
9.96785286482243,0.535939330753139,"Rec_Preds.157"
9.35359294707888,0.513969591884358,"Rec_Preds.158"
8.77457708954496,0.492559607095776,"Rec_Preds.159"
8.22903940849166,0.471724902980325,"Rec_Preds.160"
7.71527545920239,0.451477617263475,"Rec_Preds.161"
7.23164336512863,0.431826736596712,"Rec_Preds.162"
6.77656439943305,0.412778334179406,"Rec_Preds.163"
6.34852309729673,0.394335804367684,"Rec_Preds.164"
5.9460669684864,0.376500092005456,"Rec_Preds.165"
5.56780587170347,0.359269914703518,"Rec_Preds.166"
5.2124111050838,0.342641976709051,"Rec_Preds.167"
4.87861426080389,0.326611173359333,"Rec_Preds.168"
4.56520588600571,0.311170785409004,"Rec_Preds.169"
4.27103398711123,0.296312662767124,"Rec_Preds.170"
3.99500241000225,0.282027397385386,"Rec_Preds.171"
3.73606912443532,0.268304485207906,"Rec_Preds.172"
3.4932444373987,0.25513247723113,"Rec_Preds.173"
3.26558915685332,0.242499119834056,"Rec_Preds.174"
3.05221272439332,0.23039148462792,"Rec_Preds.175"
2.85227133277807,0.218796088144229,"Rec_Preds.176"
2.66496604199314,0.207699001733378,"Rec_Preds.177"
2.48954090546448,0.19708595208557,"Rec_Preds.178"
2.32528111624974,0.186942412813637,"Rec_Preds.179"
2.17151118144098,0.177253687555499,"Rec_Preds.180"
2.02759313161046,0.168004985063932,"Rec_Preds.181"
1.89292477089748,0.15918148675466,"Rec_Preds.182"
1.76693797225116,0.150768407181526,"Rec_Preds.183"
1.64909702139526,0.142751047900843,"Rec_Preds.184"
1.53889701225309,0.135114845176759,"Rec_Preds.185"
1.4358622958495,0.127845411966433,"Rec_Preds.186"
1.3395449840815,0.120928574608556,"Rec_Preds.187"
1.24952350920904,0.114350404621943,"Rec_Preds.188"
1.16540123945252,0.108097246002918,"Rec_Preds.189"
1.08680515068646,0.102155738391413,"Rec_Preds.190"
1.01338455388058,0.096512836456556,"Rec_Preds.191"
0.944809877654357,0.0911558258331011,"Rec_Preds.192"
0.880771505072156,0.0860723359207589,"Rec_Preds.193"
0.820978663608477,0.0812503498393798,"Rec_Preds.194"
0.765158367050867,0.0766782118142412,"Rec_Preds.195"
0.713054407978109,0.0723446322474755,"Rec_Preds.196"
0.664426399348852,0.0682386907140417,"Rec_Preds.197"
0.619048863657625,0.0643498371036733,"Rec_Preds.198"
0.576710368058042,0.060667891113963,"Rec_Preds.199"
0,0,"Rec_Preds.200"
11.4933323751618,0.242494393413844,"Rec_Preds.201"
14.9329843500525,0.368034895967036,"Rec_Preds.202"
14.5515252443773,0.549089177129585,"Rec_Preds.203"
12.6042759199112,0.678117951157803,"Rec_Preds.204"
10.2352525420815,0.725140177415853,"Rec_Preds.205"
7.97903659481978,0.70461575372364,"Rec_Preds.206"
6.04738884661988,0.640897346575478,"Rec_Preds.207"
4.48983612199944,0.555706757993406,"Rec_Preds.208"
3.28135834108214,0.464756673747713,"Rec_Preds.209"
2.36854586423753,0.377902930667834,"Rec_Preds.210"
1.69256412698137,0.300430766899016,"Rec_Preds.211"
1.19951129266573,0.234474734557176,"Rec_Preds.212"
0.844183958479937,0.180206944755452,"Rec_Preds.213"
0.59059861842176,0.136709861177504,"Rec_Preds.214"
0.411079952932152,0.102562800938221,"Rec_Preds.215"
0.284856195615811,0.0762059256549595,"Rec_Preds.216"
0.196618897507933,0.0561464312576762,"Rec_Preds.217"
0.135244461295622,0.04106037590953,"Rec_Preds.218"
0.092740884218479,0.029829884449067,"Rec_Preds.219"
0.0634188372252514,0.0215432683616769,"Rec_Preds.220"
0.0432591739503389,0.0154760752292492,"Rec_Preds.221"
0.0294409795987837,0.011064204921275,"Rec_Preds.222"
0.0199953062205364,0.0078755417286018,"Rec_Preds.223"
0.0135544566620916,0.00558350969747192,"Rec_Preds.224"
0.00917236922141415,0.00394407993357974,"Rec_Preds.225"
0.00619705735586228,0.00277666363258185,"Rec_Preds.226"
0.00418067666112723,0.00194873481241456,"Rec_Preds.227"
0.00281651128193583,0.00136374864322246,"Rec_Preds.228"
0.00189505626911479,0.000951825811009756,"Rec_Preds.229"
0.00127355004257992,0.000662677680838797,"Rec_Preds.230"
0.000854923198448785,0.000460300082667109,"Rec_Preds.231"
0.000573305402615806,0.000319035292673138,"Rec_Preds.232"
0.000384079072360697,0.000220675628566273,"Rec_Preds.233"
0.000257072883709192,0.000152349700992218,"Rec_Preds.234"
0.000171915899786479,0.000104990331915902,"Rec_Preds.235"
0.000114873842702362,0.0000722307554764909,"Rec_Preds.236"
0.0000766992329099363,0.0000496136406055083,"Rec_Preds.237"
0.0000511733137822425,0.0000340270063376864,"Rec_Preds.238"
0.000034118914028819,0.0000233036920611482,"Rec_Preds.239"
0.0000227332345042255,0.0000159380812443041,"Rec_Preds.240"
0.0000151375553928379,0.0000108864734151657,"Rec_Preds.241"
0.0000100737652703162,0.00000742686737121979,"Rec_Preds.242"
0.00000670010548740475,0.00000506077263456745,"Rec_Preds.243"
0.00000445385946424292,0.00000344464400235511,"Rec_Preds.244"
0.00000295915009851444,0.00000234212604428739,"Rec_Preds.245"
0.00000196509233038181,0.00000159087166752269,"Rec_Preds.246"
0.00000130434847554912,0.00000107953870669124,"Rec_Preds.247"
0.000000865381611126419,0.00000073187593766963,"Rec_Preds.248"
0.000000573895941054999,0.000000495735206860988,"Rec_Preds.249"
0.000000380432600122738,0.000000335498770064901,"Rec_Preds.250"
0.000000252085894500147,0.000000226869364381339,"Rec_Preds.251"
0.000000166975349414792,0.000000153291661133138,"Rec_Preds.252"
0.000000110559364826019,0.000000103498046527356,"Rec_Preds.253"
0.0000000731785960629626,0.0000000698279295392532,"Rec_Preds.254"
0.0000000484198735561663,0.0000000470783591937874,"Rec_Preds.255"
0.0000000320272490209329,0.0000000317190170855301,"Rec_Preds.256"
0.0000000211776181469764,0.0000000213567363220707,"Rec_Preds.257"
0.0000000139991252518906,0.0000000143706618688404,"Rec_Preds.258"
0.00000000925114664773113,0.0000000096639532056758,"Rec_Preds.259"
0.00000000611174818439834,0.00000000649498256024426,"Rec_Preds.260"
0.00000000403659041724446,0.00000000436269443450629,"Rec_Preds.261"
0.0000000026653066778934,0.0000000029288243785822,"Rec_Preds.262"
0.00000000175940853906379,0.00000000196517529021367,"Rec_Preds.263"
0.00000000116111909709529,0.00000000131791081172114,"Rec_Preds.264"
0.000000000766091773410548,0.000000000883394107042255,"Rec_Preds.265"
0.000000000505338079716422,0.000000000591852370677384,"Rec_Preds.266"
0.000000000333260269296431,0.000000000396341057767205,"Rec_Preds.267"
0.000000000219729465352974,0.000000000265294100493663,"Rec_Preds.268"
0.000000000144843538190953,0.000000000177498539852113,"Rec_Preds.269"
0.0000000000954594048554905,0.000000000118706963668695,"Rec_Preds.270"
0.0000000000628998600537445,0.0000000000793555205215518,"Rec_Preds.271"
0.0000000000414375886587655,0.0000000000530276914953751,"Rec_Preds.272"
0.0000000000272932646708471,0.0000000000354207542512177,"Rec_Preds.273"
0.0000000000179735967751167,0.0000000000236508674880251,"Rec_Preds.274"
0.000000000011834098672532,0.0000000000157861061750476,"Rec_Preds.275"
0.00000000000779037140399832,0.0000000000105328511697315,"Rec_Preds.276"
0.00000000000512750324629622,0.00000000000702528581400041,"Rec_Preds.277"
0.00000000000337427496364273,0.00000000000468417537274759,"Rec_Preds.278"
0.00000000000222015658721923,0.00000000000312217482705029,"Rec_Preds.279"
0.00000000000146055242454451,0.00000000000208036668418405,"Rec_Preds.280"
0.000000000000960689026409129,0.00000000000138574941421682,"Rec_Preds.281"
0.000000000000631803913269664,0.000000000000922773400448784,"Rec_Preds.282"
0.000000000000415448504115358,0.000000000000614291158812334,"Rec_Preds.283"
0.000000000000273142349835673,0.000000000000408813719087309,"Rec_Preds.284"
0.000000000000179555754845136,0.000000000000271989231198359,"Rec_Preds.285"
0.000000000000118018340240602,0.000000000000180907241961272,"Rec_Preds.286"
0.0000000000000775605628492751,0.000000000000120293187319816,"Rec_Preds.287"
0.0000000000000509653510098175,0.0000000000000799667952263722,"Rec_Preds.288"
0.0000000000000334852080933291,0.000000000000053145265350432,"Rec_Preds.289"
0.0000000000000219976431749552,0.0000000000000353108569388073,"Rec_Preds.290"
0.0000000000000144492626003552,0.0000000000000234554191751482,"Rec_Preds.291"
0.00000000000000948992471416695,0.0000000000000155765687693561,"Rec_Preds.292"
0.00000000000000623201566536571,0.0000000000000103418055200437,"Rec_Preds.293"
0.00000000000000409207975399848,0.00000000000000686466183211993,"Rec_Preds.294"
0.00000000000000268664626513222,0.00000000000000455556564606006,"Rec_Preds.295"
0.00000000000000176371644784089,0.00000000000000302251142141978,"Rec_Preds.296"
0.00000000000000115771034566958,0.0000000000000020049248846829,"Rec_Preds.297"
0.000000000000000759844814119429,0.00000000000000132964206841143,"Rec_Preds.298"
0.000000000000000498660158522631,0.000000000000000881616651851033,"Rec_Preds.299"
0,0,"Rec_Preds.300"
15.7677867655853,0.492482375950645,"Rec_Preds.301"
28.1058130931284,0.685992635642101,"Rec_Preds.302"
37.5736021819171,0.688136235998773,"Rec_Preds.303"
44.649540055316,0.622852033302757,"Rec_Preds.304"
49.7419060037259,0.654762880758928,"Rec_Preds.305"
53.1984634427463,0.876459613141517,"Rec_Preds.306"
55.3147938480702,1.223309646111,"Rec_Preds.307"
56.3415337246586,1.61950319839426,"Rec_Preds.308"
56.4906546416629,2.02334391604796,"Rec_Preds.309"
55.9409088806999,2.41196327457368,"Rec_Preds.310"
54.8425479079133,2.77192956246901,"Rec_Preds.311"
53.321407429631,3.09528469394536,"Rec_Preds.312"
51.4824409984172,3.37764050242074,"Rec_Preds.313"
49.4127737994544,3.61708909334385,"Rec_Preds.314"
47.1843391892396,3.81349031564317,"Rec_Preds.315"
44.8561526236094,3.96796563659218,"Rec_Preds.316"
42.47627066301,4.08252173718867,"Rec_Preds.317"
40.0834766591043,4.15976408320841,"Rec_Preds.318"
37.7087294022457,4.20267698372095,"Rec_Preds.319"
35.3764063508621,4.21445467992526,"Rec_Preds.320"
33.1053689894737,4.198372451327,"Rec_Preds.321"
30.9098742999602,4.15768945667401,"Rec_Preds.322"
28.8003532175639,4.09557685994599,"Rec_Preds.323"
26.7840742234524,4.01506610979584,"Rec_Preds.324"
24.8657078506897,3.91901323716201,"Rec_Preds.325"
23.0478058073876,3.8100758150565,"Rec_Preds.326"
21.3312066120402,3.69069984799942,"Rec_Preds.327"
19.7153780586241,3.56311436467172,"Rec_Preds.328"
18.198705454042,3.42933190191318,"Rec_Preds.329"
16.7787333725251,3.29115340957164,"Rec_Preds.330"
15.4523676284568,3.15017638760713,"Rec_Preds.331"
14.2160432612131,3.00780529986306,"Rec_Preds.332"
13.0658635359666,2.8652635014474,"Rec_Preds.333"
11.9977142779807,2.72360607553513,"Rec_Preds.334"
11.0073572616178,2.5837331062011,"Rec_Preds.335"
10.090505857626,2.44640302125777,"Rec_Preds.336"
9.24288569318363,2.3122457268697,"Rec_Preds.337"
8.46028268989613,2.18177532718537,"Rec_Preds.338"
7.73858050774122,2.05540228008521,"Rec_Preds.339"
7.07378913113567,1.93344488667899,"Rec_Preds.340"
6.46206608096007,1.81614004931917,"Rec_Preds.341"
5.89973151839286,1.70365326224801,"Rec_Preds.342"
5.38327831828417,1.59608782192518,"Rec_Preds.343"
4.90937802762548,1.49349326173265,"Rec_Preds.344"
4.47488348502436,1.39587302908266,"Rec_Preds.345"
4.07682875699309,1.30319143276581,"Rec_Preds.346"
3.71242694370538,1.21537989533962,"Rec_Preds.347"
3.3790663184014,1.13234255003289,"Rec_Preds.348"
3.07430518885531,1.0539612244922,"Rec_Preds.349"
2.79586580454299,0.980099855109167,"Rec_Preds.350"
2.54162757786693,0.910608375958326,"Rec_Preds.351"
2.30961984071085,0.845326125807711,"Rec_Preds.352"
2.09801431757999,0.784084815450667,"Rec_Preds.353"
1.90511746265263,0.726711095923231,"Rec_Preds.354"
1.72936277937538,0.67302876615684,"Rec_Preds.355"
1.56930321703953,0.622860656384777,"Rec_Preds.356"
1.42360371844086,0.576030221262757,"Rec_Preds.357"
1.29103397569593,0.532362874250167,"Rec_Preds.358"
1.17046143708668,0.491687092384154,"Rec_Preds.359"
1.06084459601746,0.453835318206046,"Rec_Preds.360"
0.961226583438185,0.418644683299954,"Rec_Preds.361"
0.8707290771055,0.385957575699961,"Rec_Preds.362"
0.78854653455574,0.355622071330587,"Rec_Preds.363"
0.713940751420556,0.327492247675739,"Rec_Preds.364"
0.646235742532461,0.301428396029702,"Rec_Preds.365"
0.584812939974401,0.277297146972198,"Rec_Preds.366"
0.529106699681042,0.254971522127593,"Rec_Preds.367"
0.478600106275943,0.234330923813451,"Rec_Preds.368"
0.432821064423,0.215261072851599,"Rec_Preds.369"
0.391338663992526,0.197653903600438,"Rec_Preds.370"
0.353759805715736,0.181407424164424,"Rec_Preds.371"
0.319726073661256,0.166425548738867,"Rec_Preds.372"
0.288910840758834,0.15261790814865,"Rec_Preds.373"
0.261016593672131,0.139899643831369,"Rec_Preds.374"
0.235772463545493,0.128191189791741,"Rec_Preds.375"
0.212931949486117,0.117418046408361,"Rec_Preds.376"
0.192270822065712,0.107510549399475,"Rec_Preds.377"
0.173585194611954,0.0984036367451688,"Rec_Preds.378"
0.156689750590821,0.0900366159134315,"Rec_Preds.379"
0.141416115940965,0.08235293334137,"Rec_Preds.380"
0.127611365797823,0.0752999477752554,"Rec_Preds.381"
0.115136655628103,0.0688287087692673,"Rec_Preds.382"
0.10386596737637,0.0628937413783154,"Rec_Preds.383"
0.0936849617981339,0.0574528378510192,"Rec_Preds.384"
0.0844899287131628,0.0524668569310787,"Rec_Preds.385"
0.0761868274547856,0.0478995312053985,"Rec_Preds.386"
0.0686904103128547,0.0437172827922851,"Rec_Preds.387"
0.0619234222677958,0.0398890475399866,"Rec_Preds.388"
