"Estimate","Std..Error","Param"
1,NA,"logA"
1,0.0299758890892044,"logA.1"
1,0.0306119008873161,"logA.2"
1,0.038403418065928,"logA.3"
1,NA,"logA.4"
1,0.0102044226709899,"logA.5"
1,0.0284389482389327,"logA.6"
-4.01473027776176,NA,"logB"
-4.3864593921375,0.0156808445841166,"logB.1"
-2.7139633727424,0.0419291539744024,"logB.2"
-4.03471707947059,0.0671318476769742,"logB.3"
-4.7052944681906,NA,"logB.4"
-6.09551766821789,0.0348273304008399,"logB.5"
-5.58769779720685,0.0322082176346059,"logB.6"
-2,0.013917818640076,"logSigma"
-2,0.0178701000213448,"logSigma.1"
-2,0.00861771959490577,"logSigma.2"
-2,0.016952513141471,"logSigma.3"
-2,0.0133792201358987,"logSigma.4"
-2,0.0236838882948484,"logSigma.5"
-2,0.0175777132148312,"logSigma.6"
0.432856709590216,NA,"SMSY"
0.432856709590216,0.0108481620506857,"SMSY.1"
0.432856709590216,0.0110783323395979,"SMSY.2"
0.432856709590216,0.013898053240044,"SMSY.3"
0.432856709590216,NA,"SMSY.4"
0.432856709590216,0.00369294236575143,"SMSY.5"
0.432856709590216,0.0102919489103031,"SMSY.6"
26.1849852461615,0,"Sgen"
306.768433948646,0,"Sgen.1"
157.556833890416,0,"Sgen.2"
23.9999237087726,0,"Sgen.3"
30.9572271809115,0,"Sgen.4"
30.0463362726172,0,"Sgen.5"
3.57634439780609,0,"Sgen.6"
0,0,"SRep"
0,0,"SRep.1"
0,0,"SRep.2"
0,0,"SRep.3"
0,0,"SRep.4"
0,0,"SRep.5"
0,0,"SRep.6"
9.44438979166439,0,"Agg_LRP"
2.71828182845905,NA,"A"
2.71828182845905,0.0814829146030882,"A.1"
2.71828182845905,0.0832117739165806,"A.2"
2.71828182845905,0.104391313479328,"A.3"
2.71828182845905,NA,"A.4"
2.71828182845905,0.0277384967164673,"A.5"
2.71828182845905,0.0773050762183781,"A.6"
2,0,"Logit_Preds"
3.91699443981376,0,"Logit_Preds.1"
5.83398887962751,0,"Logit_Preds.2"
7.75098331944127,0,"Logit_Preds.3"
9.66797775925502,0,"Logit_Preds.4"
11.5849721990688,0,"Logit_Preds.5"
13.5019666388825,0,"Logit_Preds.6"
15.4189610786963,0,"Logit_Preds.7"
17.33595551851,0,"Logit_Preds.8"
19.2529499583238,0,"Logit_Preds.9"
21.1699443981376,0,"Logit_Preds.10"
23.0869388379513,0,"Logit_Preds.11"
25.0039332777651,0,"Logit_Preds.12"
26.9209277175788,0,"Logit_Preds.13"
28.8379221573926,0,"Logit_Preds.14"
30.7549165972063,0,"Logit_Preds.15"
32.6719110370201,0,"Logit_Preds.16"
34.5889054768338,0,"Logit_Preds.17"
36.5058999166476,0,"Logit_Preds.18"
38.4228943564613,0,"Logit_Preds.19"
40.3398887962751,0,"Logit_Preds.20"
42.2568832360889,0,"Logit_Preds.21"
44.1738776759026,0,"Logit_Preds.22"
46.0908721157164,0,"Logit_Preds.23"
48.0078665555301,0,"Logit_Preds.24"
49.9248609953439,0,"Logit_Preds.25"
51.8418554351576,0,"Logit_Preds.26"
53.7588498749714,0,"Logit_Preds.27"
55.6758443147852,0,"Logit_Preds.28"
57.5928387545989,0,"Logit_Preds.29"
59.5098331944127,0,"Logit_Preds.30"
61.4268276342264,0,"Logit_Preds.31"
63.3438220740402,0,"Logit_Preds.32"
65.2608165138539,0,"Logit_Preds.33"
67.1778109536677,0,"Logit_Preds.34"
69.0948053934814,0,"Logit_Preds.35"
71.0117998332952,0,"Logit_Preds.36"
72.9287942731089,0,"Logit_Preds.37"
74.8457887129227,0,"Logit_Preds.38"
76.7627831527364,0,"Logit_Preds.39"
78.6797775925502,0,"Logit_Preds.40"
80.596772032364,0,"Logit_Preds.41"
82.5137664721777,0,"Logit_Preds.42"
84.4307609119915,0,"Logit_Preds.43"
86.3477553518052,0,"Logit_Preds.44"
88.264749791619,0,"Logit_Preds.45"
90.1817442314327,0,"Logit_Preds.46"
92.0987386712465,0,"Logit_Preds.47"
94.0157331110603,0,"Logit_Preds.48"
95.932727550874,0,"Logit_Preds.49"
97.8497219906878,0,"Logit_Preds.50"
99.7667164305015,0,"Logit_Preds.51"
101.683710870315,0,"Logit_Preds.52"
103.600705310129,0,"Logit_Preds.53"
105.517699749943,0,"Logit_Preds.54"
107.434694189757,0,"Logit_Preds.55"
109.35168862957,0,"Logit_Preds.56"
111.268683069384,0,"Logit_Preds.57"
113.185677509198,0,"Logit_Preds.58"
115.102671949012,0,"Logit_Preds.59"
117.019666388825,0,"Logit_Preds.60"
118.936660828639,0,"Logit_Preds.61"
120.853655268453,0,"Logit_Preds.62"
122.770649708267,0,"Logit_Preds.63"
124.68764414808,0,"Logit_Preds.64"
126.604638587894,0,"Logit_Preds.65"
128.521633027708,0,"Logit_Preds.66"
130.438627467522,0,"Logit_Preds.67"
132.355621907335,0,"Logit_Preds.68"
134.272616347149,0,"Logit_Preds.69"
136.189610786963,0,"Logit_Preds.70"
138.106605226777,0,"Logit_Preds.71"
140.02359966659,0,"Logit_Preds.72"
141.940594106404,0,"Logit_Preds.73"
143.857588546218,0,"Logit_Preds.74"
145.774582986032,0,"Logit_Preds.75"
147.691577425845,0,"Logit_Preds.76"
149.608571865659,0,"Logit_Preds.77"
151.525566305473,0,"Logit_Preds.78"
153.442560745287,0,"Logit_Preds.79"
155.3595551851,0,"Logit_Preds.80"
157.276549624914,0,"Logit_Preds.81"
159.193544064728,0,"Logit_Preds.82"
161.110538504542,0,"Logit_Preds.83"
163.027532944355,0,"Logit_Preds.84"
164.944527384169,0,"Logit_Preds.85"
166.861521823983,0,"Logit_Preds.86"
168.778516263797,0,"Logit_Preds.87"
170.69551070361,0,"Logit_Preds.88"
172.612505143424,0,"Logit_Preds.89"
174.529499583238,0,"Logit_Preds.90"
176.446494023052,0,"Logit_Preds.91"
178.363488462865,0,"Logit_Preds.92"
180.280482902679,0,"Logit_Preds.93"
182.197477342493,0,"Logit_Preds.94"
184.114471782307,0,"Logit_Preds.95"
186.031466222121,0,"Logit_Preds.96"
187.948460661934,0,"Logit_Preds.97"
189.865455101748,0,"Logit_Preds.98"
191.782449541562,0,"Logit_Preds.99"
0,0,"Rec_Preds"
15.7311782451585,NA,"Rec_Preds.1"
27.9754564589899,0.264507328704709,"Rec_Preds.2"
37.3125022117958,0.458311641237375,"Rec_Preds.3"
44.2363254565632,0.595443583305113,"Rec_Preds.4"
49.1671450729008,0.66025486816406,"Rec_Preds.5"
52.4616772411094,0.638900383493253,"Rec_Preds.6"
54.4220497021123,0.502131911074843,"Rec_Preds.7"
55.3035201132319,NA,"Rec_Preds.8"
55.3211540865301,NA,"Rec_Preds.9"
54.6555986988274,NA,"Rec_Preds.10"
53.4580699421105,NA,"Rec_Preds.11"
51.8546574339315,NA,"Rec_Preds.12"
49.9500364610542,NA,"Rec_Preds.13"
47.8306658503213,NA,"Rec_Preds.14"
45.5675400416994,NA,"Rec_Preds.15"
43.2185548982528,NA,"Rec_Preds.16"
