"","z.value","Pr...z.2..","Mod","CU_ID","CU_Name","est_B","est_sigma","est_Smsy","est_Sgen","est_A","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",-15.8197892712095,0.0000000000000000000000000000000000000000000000000000000227251993117273,"SR_IndivRicker_NoSurv",0,"Southern Coastal Streams",0.000037594760455812,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"2",-11.8666800367982,0.0000000000000000000000000000000176327011791215,"SR_IndivRicker_NoSurv",1,"North East Vancouver Island",0.0000331311440353494,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"3",-8.10812986227186,0.000000000000000514047822957067,"SR_IndivRicker_NoSurv",2,"Upper Knight",0.0000472651992391788,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"4",-5.67325807084061,0.0000000140106916457554,"SR_IndivRicker_NoSurv",3,"Loughborough",0.0000186133226704207,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"5",-5.33967762440235,0.0000000931120031078476,"SR_IndivRicker_NoSurv",4,"Bute Inlet",0.0000902169023810919,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"6",-13.1239484139967,0.00000000000000000000000000000000000000240092393766138,"SR_IndivRicker_NoSurv",5,"Georgia Strait",0.00000524934232167991,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"7",-7.62028797167789,0.0000000000000253110403672953,"SR_IndivRicker_NoSurv",6,"Howe Sound-Burrard Inlet",0.00000920449708581997,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"8",-0.535376266130585,0.592389698498324,"SR_IndivRicker_NoSurv",0,"Southern Coastal Streams",NA,0.868416588610719,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"9",-2.40495064860549,0.0161746499228001,"SR_IndivRicker_NoSurv",1,"North East Vancouver Island",NA,0.5305901095276,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"10",0.784306989307315,0.432859999327751,"SR_IndivRicker_NoSurv",2,"Upper Knight",NA,1.23008182379681,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
