"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1967,557608.391585474,297884.414669921,817332.368501028,"Percentile","BinLogistic",FALSE,FALSE
"2",1968,501710.769390332,342827.007693572,660594.531087092,"Percentile","BinLogistic",FALSE,FALSE
"3",1969,925324.208380165,-6304.47220644646,1856952.88896678,"Percentile","BinLogistic",FALSE,FALSE
"4",1970,766602.089251627,321125.59936435,1212078.5791389,"Percentile","BinLogistic",FALSE,FALSE
"5",1971,1358468.0921936,-411725.933058118,3128662.11744531,"Percentile","BinLogistic",FALSE,FALSE
"6",1972,1041451.48094447,268251.068025457,1814651.89386349,"Percentile","BinLogistic",FALSE,FALSE
"7",1973,925508.595134607,445227.41636143,1405789.77390778,"Percentile","BinLogistic",FALSE,FALSE
"8",1974,1106136.75093049,388107.79113411,1824165.71072687,"Percentile","BinLogistic",FALSE,FALSE
"9",1975,2019646.07231276,-566395.312172379,4605687.45679791,"Percentile","BinLogistic",FALSE,FALSE
"10",1976,2234299.06924034,-1161964.8207574,5630562.95923807,"Percentile","BinLogistic",FALSE,FALSE
"11",1977,2024955.24694778,-734547.31339403,4784457.80728959,"Percentile","BinLogistic",FALSE,FALSE
"12",1978,1768358.65764117,-230903.71679668,3767621.03207902,"Percentile","BinLogistic",FALSE,FALSE
"13",1979,1978547.90114248,-428080.64431032,4385176.44659528,"Percentile","BinLogistic",FALSE,FALSE
"14",1980,3105053.16355824,-3882341.58978665,10092447.9169031,"Percentile","BinLogistic",FALSE,FALSE
"15",1981,2732909.98876025,-2337308.8767277,7803128.85424819,"Percentile","BinLogistic",FALSE,FALSE
"16",1982,2098036.6786145,-495051.936677096,4691125.29390609,"Percentile","BinLogistic",FALSE,FALSE
"17",1983,1988020.48677587,154322.951210334,3821718.02234141,"Percentile","BinLogistic",FALSE,FALSE
"18",1984,1708624.59360645,532066.064178487,2885183.12303442,"Percentile","BinLogistic",FALSE,FALSE
"19",1985,1543092.48884081,709974.879150316,2376210.0985313,"Percentile","BinLogistic",FALSE,FALSE
"20",1986,1717201.88662684,681116.966932724,2753286.80632095,"Percentile","BinLogistic",FALSE,FALSE
"21",1987,2073456.71574736,653081.883117233,3493831.54837749,"Percentile","BinLogistic",FALSE,FALSE
"22",1988,1870037.68660834,842535.467220332,2897539.90599636,"Percentile","BinLogistic",FALSE,FALSE
"23",1989,1973357.54154307,810517.226580237,3136197.85650591,"Percentile","BinLogistic",FALSE,FALSE
"24",1990,1951960.754896,826813.196012752,3077108.31377925,"Percentile","BinLogistic",FALSE,FALSE
"25",1991,2101947.69044894,836465.826302607,3367429.55459528,"Percentile","BinLogistic",FALSE,FALSE
"26",1992,2198494.56223477,770281.778549103,3626707.34592043,"Percentile","BinLogistic",FALSE,FALSE
"27",1993,2152634.38307769,843346.946572191,3461921.8195832,"Percentile","BinLogistic",FALSE,FALSE
"28",1994,1984488.31852493,960710.052324684,3008266.58472518,"Percentile","BinLogistic",FALSE,FALSE
"29",1995,2041852.97776018,1022223.75869877,3061482.19682159,"Percentile","BinLogistic",FALSE,FALSE
"30",1996,1949125.32141553,1040499.71792693,2857750.92490413,"Percentile","BinLogistic",FALSE,FALSE
"31",1997,1829843.68657149,1050952.69310954,2608734.68003344,"Percentile","BinLogistic",FALSE,FALSE
"32",1998,1792746.03737315,1044883.60072219,2540608.4740241,"Percentile","BinLogistic",FALSE,FALSE
