"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1967,190875.469091273,NA,NA,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"2",1968,296225.340743235,213067.646937021,379383.03454945,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"3",1969,303322.605587936,231763.17158455,374882.039591321,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"4",1970,294933.512256418,214228.279969442,375638.744543393,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"5",1971,190135.359853889,NA,NA,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"6",1972,484167.922767031,307306.780160187,661029.065373876,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
