"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1970,226076.483898314,171408.513599208,280744.454197421,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"2",1971,194528.356883019,168383.167064083,220673.546701955,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"3",1972,343179.981635136,295444.70225163,390915.261018642,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"4",1973,325726.114572882,276523.737478053,374928.491667711,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"5",1974,325675.127848859,276518.733027782,374831.522669937,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"6",1975,325514.293246423,280150.638886155,370877.947606691,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"7",1976,413727.101145479,368890.485602165,458563.716688794,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"8",1977,428448.621381298,381705.063716573,475192.179046022,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"9",1978,439770.704884378,392994.130808758,486547.278959998,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"10",1979,437199.16907323,392849.825442846,481548.512703613,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"11",1980,437165.396677654,392846.853125046,481483.940230263,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"12",1981,464991.278664284,417740.678247771,512241.879080797,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"13",1982,488318.578544907,438971.09150632,537666.065583494,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"14",1983,494603.344429541,445560.062716667,543646.626142415,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"15",1984,483985.365949389,435522.157658682,532448.574240096,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"16",1985,531266.064748739,477863.030958054,584669.098539425,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"17",1986,552380.28941596,498187.929759951,606572.649071969,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"18",1987,552857.501756573,499660.539950237,606054.463562909,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"19",1988,565539.706404991,512245.970041824,618833.442768159,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"20",1989,529716.103013189,478094.357378112,581337.848648266,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"21",1990,562146.531651604,508881.666444914,615411.396858294,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"22",1991,558081.042638341,505898.472670489,610263.612606194,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"23",1992,593353.756808283,539589.888786029,647117.624830537,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"24",1993,604196.64931057,549048.989564893,659344.309056247,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"25",1994,625443.522619763,569118.765638147,681768.279601379,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
