"","Mod","CU_ID","CU_Name","est_sigma","est_Smsy","est_Sgen","est_A","est_B","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.560047529091826,4910.11656052653,3026.5829610647,1.95988395813458,6.24539358769023e-05,NA,NA,2015,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"2","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.668667259139826,1491.04439584082,425.048489850446,4.12823341348699,0.000383064017493525,NA,NA,2015,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"3","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.717156906249842,4684.59147825549,2376.61812423862,2.39788683584286,8.24649823964491e-05,NA,NA,2015,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"4","SR_IndivRicker_SurvCap",3,"North_Thompson",0.572327708933041,9019.41116806653,4489.62605498442,2.44358960816349,4.36246743925957e-05,NA,NA,2015,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"5","SR_IndivRicker_SurvCap",4,"South_Thompson",0.668418103365191,6608.1293798343,4034.11645598737,1.98045108047764,4.70515525409805e-05,NA,NA,2015,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"6","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.54021301976563,4894.06435881404,3025.76099138,1.95350565700106,6.23859061064765e-05,NA,NA,2016,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"7","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.660228755636656,1672.14462999923,501.664672977353,3.93937603379771,0.00033307519961547,NA,NA,2016,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"8","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.694069352707649,4619.59138929054,2356.66319510485,2.38467510828281,8.31699912825252e-05,NA,NA,2016,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"9","SR_IndivRicker_SurvCap",3,"North_Thompson",0.571673337492534,8855.3384340607,4070.00104815829,2.64207763471249,4.77121081995766e-05,NA,NA,2016,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"10","SR_IndivRicker_SurvCap",4,"South_Thompson",0.64638501809569,6624.11404599197,4129.5636432723,1.93589080032992,4.55308844937318e-05,NA,NA,2016,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"11","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.540213040958252,4894.06098197485,3025.756761338,1.95350652894561,6.23859865373077e-05,NA,NA,2017,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"12","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.660228852008256,1672.14496737489,501.665017469387,3.93937483392471,0.000333075076488554,NA,NA,2017,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"13","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.694070448684793,4619.61153141006,2356.68304044598,2.38466638839959,8.31693269858217e-05,NA,NA,2017,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"14","SR_IndivRicker_SurvCap",3,"North_Thompson",0.571673310827368,8855.33916994915,4070.00182542225,2.6420773166336,4.77120992576957e-05,NA,NA,2017,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"15","SR_IndivRicker_SurvCap",4,"South_Thompson",0.64638474504943,6624.09772059702,4129.54719336951,1.93589394733468,4.55310976210534e-05,NA,NA,2017,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"16","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.540213151303586,4894.06634542906,3025.76159984728,1.95350579590442,6.2385886738184e-05,708.855355508888,5342.66784418568,2018,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"17","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.660228823287157,1672.14456870255,501.665263650664,3.9393760619202,0.000333075213135944,-362.514451726556,1365.84497902788,2018,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"18","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.694070821073251,4619.61834120043,2356.69057863317,2.38466279728179,8.31690801506806e-05,-143.283549536116,4856.66470680246,2018,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"19","SR_IndivRicker_SurvCap",3,"North_Thompson",0.57167294170198,8855.32958643759,4069.99155118389,2.64208080111663,4.77122054146139e-05,1042.82779763285,7097.15530473493,2018,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"20","SR_IndivRicker_SurvCap",4,"South_Thompson",0.646384827927946,6624.09795070531,4129.54643870227,1.93589442759497,4.55311114397792e-05,1092.08166067626,7167.01121672827,2018,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
