"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1970,280728.323685079,202274.554319116,359182.093051042,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"2",1971,234322.963114793,172314.773274514,296331.152955072,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"3",1972,293487.502497637,230799.017736595,356175.987258678,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"4",1973,248317.969556406,182542.080458712,314093.8586541,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"5",1974,248317.64058806,182541.749636132,314093.531539988,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"6",1975,289062.789149954,230584.37401718,347541.204282729,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"7",1976,396640.200113151,336961.331675173,456319.068551129,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"8",1977,383593.788308569,324128.944671044,443058.631946095,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"9",1978,407735.116924213,348176.312628955,467293.921219472,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"10",1979,403756.856783446,347097.182278743,460416.531288148,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"11",1980,403741.004273335,347103.443896269,460378.564650401,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"12",1981,403525.904951314,347103.081221127,459948.7286815,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"13",1982,403496.29251537,347111.204332165,459881.380698575,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"14",1983,402882.385993444,347010.410078231,458754.361908657,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"15",1984,376715.703203246,322054.5324982,431376.873908292,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
