"","Mod","CU_ID","CU_Name","est_sigma","est_Smsy","est_Sgen","est_A","est_B","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.560047028886641,4.91013217952252,3026.62314652568,1.95987043737056,6.2453161927389e-08,651.7474069784,5401.49888607296,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"2","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.668665931896862,1.49104743840036,425.048382923184,4.1282413002175,3.8306362037773e-07,-367.031479680415,1217.12824552678,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"3","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.717159044952586,4.6845988936059,2376.60764600566,2.39789578570496,8.24651548597385e-08,-140.438783661614,4893.65407567294,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"4","SR_IndivRicker_SurvCap",3,"North_Thompson",0.572326273788975,9.01941306049464,4489.61204781788,2.44359625330672,4.36247790704862e-08,1077.55168280291,7901.67241283286,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"5","SR_IndivRicker_SurvCap",4,"South_Thompson",0.668420864185332,6.60813435108141,4034.10205660468,1.98045855187089,4.7051750047912e-08,838.388078294105,7229.81603491526,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"6","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.540214187250928,4.89405428559222,3025.73983794536,1.9535114872862,6.23862844910149e-08,708.837103714123,5342.6425721766,2016,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"7","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.660226506500804,1.67214616795707,501.664823457037,3.93937960183294,3.33075059571706e-07,-362.513600240967,1365.84324715504,2016,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"8","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.694068063671048,4.61959722889294,2356.6799350933,2.38466670801347,8.31695955395611e-08,-143.276705028228,4856.63657521482,2016,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"9","SR_IndivRicker_SurvCap",3,"North_Thompson",0.571672988075774,8.85532635781672,4069.99515015338,2.64207647417782,4.77121551070341e-08,1042.82682904335,7097.1634712634,2016,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"10","SR_IndivRicker_SurvCap",4,"South_Thompson",0.646384074035545,6.62409264344548,4129.53442571295,1.93589858368383,4.55312811917223e-08,1092.07606600063,7166.99278542528,2016,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"11","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.540213377660029,4.89406073911822,3025.76330563628,1.95350397350036,6.2385880066131e-08,708.856075738781,5342.67053553379,2017,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"12","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.660229799681854,1.67214435823582,501.665007063508,3.93937836300875,3.33075362310407e-07,-362.514566994757,1365.84458112177,2017,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"13","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.694070357518248,4.61960535964921,2356.67515083862,2.38467162678807,8.31696193220273e-08,-143.28406108881,4856.63436276605,2017,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"14","SR_IndivRicker_SurvCap",3,"North_Thompson",0.57167283105468,8.85531579487224,4069.96959324381,2.64209020979703,4.77124269397457e-08,1042.81853904603,7097.12064744159,2017,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"15","SR_IndivRicker_SurvCap",4,"South_Thompson",0.646384024884579,6.624092716217,4129.5332949566,1.93590085823451,4.55313536287506e-08,1092.0774400705,7166.9891498427,2017,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"16","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.54021257980676,4.89404872957035,3025.75965034406,1.95350231140214,6.23859618911873e-08,708.853556013405,5342.66574467471,2018,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"17","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.660228753410095,1.67214133683219,501.665332480783,3.93935834312322,3.33075031034404e-07,-362.516443437086,1365.84710839865,2018,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"18","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.694068338815374,4.61958646336739,2356.6400810134,2.38468575254649,8.31704482061375e-08,-143.292775605987,4856.57293763279,2018,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"19","SR_IndivRicker_SurvCap",3,"North_Thompson",0.571671134790629,8.85529073639198,4069.93862939602,2.64209720896409,4.77126714701773e-08,1042.80463847527,7097.07262031676,2018,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"20","SR_IndivRicker_SurvCap",4,"South_Thompson",0.64638506810746,6.62408468573161,4129.51778448208,1.93589868241934,4.55313390559549e-08,1092.056843934,7166.97872503015,2018,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
