"","Estimate","Std..Error","Param","Mod","CU_ID","CU_Name"
"1",2.63973547998229,0.554455309819775,"logA","SR_IndivRicker_Surv",0,"Middle_Fraser"
"2",3.10833663712645,0.600585759593783,"logA","SR_IndivRicker_Surv",1,"Fraser_Canyon"
"3",2.84002203899,0.573050243977733,"logA","SR_IndivRicker_Surv",2,"Lower_Thompson"
"4",2.96636494489824,0.53650918975984,"logA","SR_IndivRicker_Surv",3,"North_Thompson"
"5",2.68806366747412,0.571825510913312,"logA","SR_IndivRicker_Surv",4,"South_Thompson"
"6",0.000109603880157645,0.000412268148743522,"B","SR_IndivRicker_Surv",0,"Middle_Fraser"
"7",0.000354915843644527,0.000275231461264598,"B","SR_IndivRicker_Surv",1,"Fraser_Canyon"
"8",0.000123172599870671,0.000299625198101928,"B","SR_IndivRicker_Surv",2,"Lower_Thompson"
"9",8.17598279381525e-05,0.00019456019909128,"B","SR_IndivRicker_Surv",3,"North_Thompson"
"10",8.10928011219304e-05,0.00039632351541419,"B","SR_IndivRicker_Surv",4,"South_Thompson"
"11",0.517855034589043,0.181375279663247,"sigma","SR_IndivRicker_Surv",0,"Middle_Fraser"
"12",0.648067901036033,0.181625669122598,"sigma","SR_IndivRicker_Surv",1,"Fraser_Canyon"
"13",0.63790112176148,0.181692526270549,"sigma","SR_IndivRicker_Surv",2,"Lower_Thompson"
"14",0.469082032557409,0.182107173509402,"sigma","SR_IndivRicker_Surv",3,"North_Thompson"
"15",0.613615564296645,0.181387709438988,"sigma","SR_IndivRicker_Surv",4,"South_Thompson"
"16",0.400723394386568,0.115708849866164,"gamma","SR_IndivRicker_Surv",NA,NA
"17",-16.2176788400578,11.4161144871423,"B_0","SR_IndivRicker_Surv",NA,NA
"18",0.757220040936987,0.51174962224944,"B_1","SR_IndivRicker_Surv",NA,NA
"19",3778.9623887555,981.949315587767,"Smsy","SR_IndivRicker_Surv",0,"Middle_Fraser"
"20",1726.81099408315,253.925293585133,"Smsy","SR_IndivRicker_Surv",1,"Fraser_Canyon"
"21",3943.10458699167,681.734999071161,"Smsy","SR_IndivRicker_Surv",2,"Lower_Thompson"
"22",6443.99499399871,693.902202077295,"Smsy","SR_IndivRicker_Surv",3,"North_Thompson"
"23",5306.71704951784,1287.71319471903,"Smsy","SR_IndivRicker_Surv",4,"South_Thompson"
"24",1777.75454072613,835.113147473098,"Sgen","SR_IndivRicker_Surv",0,"Middle_Fraser"
"25",420.476672182794,255.967217728571,"Sgen","SR_IndivRicker_Surv",1,"Fraser_Canyon"
"26",1501.22515221942,640.776049096321,"Sgen","SR_IndivRicker_Surv",2,"Lower_Thompson"
"27",2145.41709300763,655.08859981858,"Sgen","SR_IndivRicker_Surv",3,"North_Thompson"
"28",2385.39781229504,1092.62860186929,"Sgen","SR_IndivRicker_Surv",4,"South_Thompson"
"29",8657.96817906842,2106.0695556683,"SRep","SR_IndivRicker_Surv",0,"Middle_Fraser"
"30",4400.68822020697,574.035051994251,"SRep","SR_IndivRicker_Surv",1,"Fraser_Canyon"
"31",9341.33756936434,1592.53342074149,"SRep","SR_IndivRicker_Surv",2,"Lower_Thompson"
"32",15597.1916821121,1639.78595493874,"SRep","SR_IndivRicker_Surv",3,"North_Thompson"
"33",12245.7982488491,2827.19635645647,"SRep","SR_IndivRicker_Surv",4,"South_Thompson"
"34",21417.3925190754,1421.60863544379,"Agg_LRP","SR_IndivRicker_Surv",NA,NA
"35",2.58298809909672,0.633078622273741,"A","SR_IndivRicker_Surv",0,"Middle_Fraser"
"36",4.76774750546045,1.82628163592259,"A","SR_IndivRicker_Surv",1,"Fraser_Canyon"
"37",3.16007839137472,0.963286520403175,"A","SR_IndivRicker_Surv",2,"Lower_Thompson"
"38",3.57950208467908,0.808103361495521,"A","SR_IndivRicker_Surv",3,"North_Thompson"
"39",2.69944469131285,0.771845455459467,"A","SR_IndivRicker_Surv",4,"South_Thompson"
