"","z.value","Pr...z.2..","Mod","CU_ID","CU_Name","est_B","est_sigma","est_Smsy","est_Sgen","est_A","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",-5.11773116740001,3.09232937294581e-07,"SR_IndivRicker_Surv",0,"Middle_Fraser",0.000108757236456413,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"2",-3.4139859808885,0.000640198698479619,"SR_IndivRicker_Surv",1,"Fraser_Canyon",0.000379149470236069,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"3",-6.69485089268747,2.15891650955087e-11,"SR_IndivRicker_Surv",2,"Lower_Thompson",0.000121833357222996,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"4",-12.1730592605794,4.32560716013559e-34,"SR_IndivRicker_Surv",3,"North_Thompson",7.7463996212766e-05,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"5",-6.0249099079784,1.69203848322447e-09,"SR_IndivRicker_Surv",4,"South_Thompson",8.3511582070947e-05,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"6",-3.32556062667238,0.000882409073642312,"SR_IndivRicker_Surv",0,"Middle_Fraser",NA,0.535740320836306,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"7",-2.19105536848371,0.0284477859511689,"SR_IndivRicker_Surv",1,"Fraser_Canyon",NA,0.662874571572215,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"8",-2.19872335400032,0.0278975993138369,"SR_IndivRicker_Surv",2,"Lower_Thompson",NA,0.661173194182348,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"9",-4.05564974477526,4.99951303223087e-05,"SR_IndivRicker_Surv",3,"North_Thompson",NA,0.466038432054096,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"10",-2.44037686438569,0.014671946887002,"SR_IndivRicker_Surv",4,"South_Thompson",NA,0.632592302731002,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"11",4.04268123291972,5.28434393269478e-05,"SR_IndivRicker_Surv",0,"Middle_Fraser",NA,NA,3339.34106154746,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
