"Year","CU","Escape","CUinfill","Return","Age3","Age4","Age5","Age6","Recruit"
1971,"4 - Loughborough",20067.1376972885,FALSE,23009.4636339931,0.415203238,0.4762568,0.108539962,0,19466.5924693481
1972,"4 - Loughborough",83725.2774402921,FALSE,119236.612747751,0.071381929,0.910174611,0.01844346,0,37058.2361460116
1973,"4 - Loughborough",132054.837474505,FALSE,208354.609500389,0.026375264,0.807845091,0.165779645,0,32330.2910567174
1974,"4 - Loughborough",32498.6022432919,FALSE,37096.6199273522,0.207801318,0.533806974,0.254940979,0.003450729,36833.1523742627
1975,"4 - Loughborough",21104.7774042011,FALSE,28249.5050442135,0.563003677,0.403787627,0.033208696,0,11108.1543355455
1976,"4 - Loughborough",16620.8709920912,FALSE,24260.1596333577,0.148130862,0.837398279,0.014470859,0,22395.4376363825
1977,"4 - Loughborough",34891.215903238,FALSE,37803.0579710621,0.234392947,0.743433053,0.022174,0,31117.4021284715
1978,"4 - Loughborough",20789.5360467419,FALSE,30617.6634478453,0.142596397,0.836743309,0.020660293,0,62575.756657316
1979,"4 - Loughborough",13263.2628907687,FALSE,14034.5494491902,0.363502131,0.468821864,0.167676005,0,25678.9917057428
1980,"4 - Loughborough",17349.8717201202,FALSE,22128.0514389344,0.282814359,0.709842824,0.007342816,0,15192.9894581377
1981,"4 - Loughborough",22924.7076180067,FALSE,23663.3273853191,0.138790193,0.794168918,0.067040888,0,49841.2566862757
1982,"4 - Loughborough",50682.9017958,FALSE,75188.9505780223,0.194338101,0.725085861,0.080576039,0,66840.1019903585
1983,"4 - Loughborough",17121.0509026399,FALSE,17883.9128024218,0.17545752,0.559505096,0.264580855,0.000456529,40041.0148291403
1984,"4 - Loughborough",22871.1371946005,FALSE,23314.3967592469,0.492194218,0.460534284,0.045498646,0.001772852,113137.811033657
1985,"4 - Loughborough",50848.857821773,FALSE,55505.0311890448,0.370820705,0.605432917,0.023746378,0,28143.1016273043
1986,"4 - Loughborough",40583.5475641957,FALSE,53900.1162872836,0.112026474,0.799713213,0.088260313,0,148010.202321648
1987,"4 - Loughborough",19398.3163104617,FALSE,20187.1615899391,0.107184036,0.760114635,0.132491723,0.000209605,14152.8869725523
1988,"4 - Loughborough",92298.0703414284,FALSE,134914.506076202,0.067719023,0.793794816,0.137845503,0.003546099,57051.4589395554
1989,"4 - Loughborough",12645.9619158028,FALSE,15765.099668582,0.121743489,0.635453626,0.238942462,0.003860422,29352.6499438883
1990,"4 - Loughborough",106964.620948002,FALSE,149551.969281619,0.011478832,0.92783509,0.059932613,0.000753466,23768.3940296322
1991,"4 - Loughborough",15746.0223977288,FALSE,17360.6217461723,0.130959458,0.45693836,0.410616461,0.001485721,23807.1742448428
1992,"4 - Loughborough",38975.4398625167,FALSE,53575.7267113797,0.037362136,0.877477468,0.081375433,0.003784963,19199.8508988847
1993,"4 - Loughborough",23772.7501455617,FALSE,30049.2153530813,0.044506774,0.699309101,0.251401203,0.004782922,14289.766404418
1994,"4 - Loughborough",17782.4387421578,FALSE,23382.9563785186,0.097864748,0.64105794,0.252010048,0.009067263,53664.0622326781
1995,"4 - Loughborough",28622.269720242,FALSE,34882.6939692018,0.202224658,0.575100681,0.209931475,0.012743185,13372.1851339652
1996,"4 - Loughborough",15575.5816637416,FALSE,17355.0149218442,0.236010961,0.673546814,0.083631793,0.006810432,7395.29233315895
1997,"4 - Loughborough",8272.6117602733,FALSE,8810.03110475169,0.136149443,0.816562034,0.046408017,0.000716801,44209.0657823293
1998,"4 - Loughborough",46359.3629991801,FALSE,61328.4414733116,0.12256204,0.828015044,0.048649393,0.000773523,53709.5114372465
1999,"4 - Loughborough",7810.97116316691,FALSE,8225.91782940874,0.125920036,0.670742577,0.201360187,0.0019772,32175.9876799967
2000,"4 - Loughborough",4850.01222913862,FALSE,5730.14957341845,0.098899426,0.837313443,0.05901642,0.004770711,18604.0121693967
2001,"4 - Loughborough",49620.8886840128,FALSE,53295.3363689004,0.283833921,0.686866081,0.029299997,0,22730.607107949
2002,"4 - Loughborough",48422.8800077455,FALSE,55815.7728424223,0.199157059,0.675227201,0.125615739,0,18415.9359490844
2003,"4 - Loughborough",14762.8824675049,FALSE,18267.6000310712,0.103552054,0.849815148,0.045304824,0.001327974,33146.4673890055
2004,"4 - Loughborough",17933.1108727059,FALSE,22493.4503366134,0.16331283,0.605765883,0.230921287,0.00295858,15804.9093815562
2005,"4 - Loughborough",18252.0698238902,FALSE,25142.5020947758,0.130621709,0.733028191,0.122764228,0.013585871,53351.5666885036
2006,"4 - Loughborough",11632.0065131524,FALSE,15292.0792503654,0.167,0.792,0.041,0,5454.22322170392
2007,"4 - Loughborough",27377.7282371027,FALSE,31159.3187055035,0.04040404,0.863636364,0.095959596,0,95618.6848775993
2008,"4 - Loughborough",23013.3728346626,FALSE,25966.9038445035,0.395008918,0.466461382,0.137358326,0.001171374,23695.7918248963
2009,"4 - Loughborough",40119.1852974993,FALSE,46484.8350647921,0.037342421,0.907822746,0.052348022,0.002486811,24677.6750022424
2010,"4 - Loughborough",3758.28281818177,FALSE,3955.2610837746,0.2275281,0.562395504,0.210076396,0,12097.0936907307
2011,"4 - Loughborough",71095.618246015,FALSE,84921.1466621934,0.017723127,0.963936844,0.017592154,0.000747876,14887.7930340027
2012,"4 - Loughborough",34445.3045225055,FALSE,37378.1304546242,0.13688275,0.527160146,0.335957104,0,27865.4557268772
2013,"4 - Loughborough",18440.776766307,FALSE,21403.5059597323,0.072836563,0.798028306,0.114993462,0.014141668,NA
2014,"4 - Loughborough",10476.2420664529,FALSE,11912.0239145207,0.081977775,0.709105419,0.20680133,0.002115476,NA
2015,"4 - Loughborough",16801.6399360779,FALSE,20177.1132655566,0.263387596,0.637086049,0.098672531,0.000853825,NA
2016,"4 - Loughborough",19472.2332339919,FALSE,22573.8781371518,0.050826697,0.902511642,0.046661661,0.004444444,NA
2017,"4 - Loughborough",9463.72202527991,FALSE,10873.4965960559,0.230463241,0.569076663,0.200149267,0.000310829,NA
2018,"4 - Loughborough",9569.59337174047,FALSE,10132.9628793051,0.304458325,0.648711434,0.04667785,0.000152391,NA
1953,"5 - Bute Inlet",25500,FALSE,0,NA,NA,NA,NA,NA
1954,"5 - Bute Inlet",18000,FALSE,35995.3990259707,NA,NA,NA,NA,NA
1955,"5 - Bute Inlet",7950,FALSE,13170.6668264407,NA,NA,NA,NA,29630.5700133553
1956,"5 - Bute Inlet",4850,FALSE,9324.68823182787,NA,NA,NA,NA,14010.9591226587
1957,"5 - Bute Inlet",89500,FALSE,113778.403861518,NA,NA,NA,NA,13667.9476531795
1958,"5 - Bute Inlet",20750,FALSE,32001.3889539116,0.434782609,0.565217391,0,0,3166.20838716311
1959,"5 - Bute Inlet",16150,FALSE,24203.6378556646,0.332003384,0.645675951,0.022320665,0,15546.2081801723
1960,"5 - Bute Inlet",5600,FALSE,9564.90699865949,0.38852246,0.602150137,0.009327403,0,24238.0336486675
1961,"5 - Bute Inlet",8150,FALSE,11248.0402065651,0.110520263,0.870297783,0.019181954,0,7934.65839977089
1962,"5 - Bute Inlet",8500,FALSE,9823.85193197095,0.793783478,0.18966273,0.016553792,0,11628.055380916
1963,"5 - Bute Inlet",8150,FALSE,11707.6378625635,0.348690017,0.646197641,0.005112342,0,6938.34565730464
1964,"5 - Bute Inlet",23446.1842477849,FALSE,26287.8929628703,0.228833951,0.764214223,0.006951826,0,30586.8175363338
1965,"5 - Bute Inlet",2662.01218533802,FALSE,2798.08488351754,0.357271453,0.619099703,0.023628843,0,10498.7332304481
1966,"5 - Bute Inlet",12150,FALSE,12585.101192692,0.155156647,0.830000209,0.014843144,0,21397.8579585846
1967,"5 - Bute Inlet",11275,FALSE,13485.4180072749,0.626558615,0.359890236,0.013551149,0,8867.58805628609
1968,"5 - Bute Inlet",19146.0107176235,FALSE,26246.0384438228,0.167854993,0.827099929,0.005045077,0,241081.911443534
1969,"5 - Bute Inlet",7998.94149773577,FALSE,11692.7448062253,0.455814611,0.507468931,0.036716458,0,98889.3935869528
1970,"5 - Bute Inlet",11225,FALSE,17025.8925960862,0.085277353,0.905354568,0.00936808,0,30049.656118475
1971,"5 - Bute Inlet",5194.11785567258,FALSE,6022.33854724086,0.415203238,0.4762568,0.108539962,0,15216.2806594388
1972,"5 - Bute Inlet",155823.535670177,FALSE,246563.568777441,0.071381929,0.910174611,0.01844346,0,30312.3149155235
1973,"5 - Bute Inlet",44150.0017732169,FALSE,84376.137202373,0.026375264,0.807845091,0.165779645,0,81581.7084077694
1974,"5 - Bute Inlet",43718.4308899744,FALSE,51487.8472715656,0.207801318,0.533806974,0.254940979,0.003450729,264807.71584261
1975,"5 - Bute Inlet",7271.76499794161,FALSE,10227.4800146811,0.563003677,0.403787627,0.033208696,0,59825.9158551516
1976,"5 - Bute Inlet",15582.3535670177,FALSE,26764.7034710785,0.148130862,0.837398279,0.014470859,0,164880.570262254
1977,"5 - Bute Inlet",88300.0035464338,FALSE,96576.595841415,0.234392947,0.743433053,0.022174,0,191424.542425409
1978,"5 - Bute Inlet",176600.007092868,FALSE,281641.519638369,0.142596397,0.836743309,0.020660293,0,284159.656599018
1979,"5 - Bute Inlet",36358.824989708,FALSE,38820.0198240395,0.363502131,0.468821864,0.167676005,0,119966.61343785
1980,"5 - Bute Inlet",148483.968145633,FALSE,199538.685797425,0.282814359,0.709842824,0.007342816,0,69204.5089556902
1981,"5 - Bute Inlet",131151.475855733,FALSE,136160.280380838,0.138790193,0.794168918,0.067040888,0,142313.901111125
1982,"5 - Bute Inlet",207764.714226903,FALSE,332814.859601021,0.194338101,0.725085861,0.080576039,0,354260.845295542
1983,"5 - Bute Inlet",85517.1414539839,FALSE,89745.1296403532,0.17545752,0.559505096,0.264580855,0.000456529,134366.640828309
1984,"5 - Bute Inlet",109076.474969124,FALSE,111545.03946002,0.492194218,0.460534284,0.045498646,0.001772852,162117.351956136
1985,"5 - Bute Inlet",79470.0031917904,FALSE,87918.0898848347,0.370820705,0.605432917,0.023746378,0,33587.0371456985
1986,"5 - Bute Inlet",274392.025257919,FALSE,387098.911888241,0.112026474,0.799713213,0.088260313,0,43476.327122108
1987,"5 - Bute Inlet",82586.473905194,FALSE,86357.2007464493,0.107184036,0.760114635,0.132491723,0.000209605,48902.7742127553
1988,"5 - Bute Inlet",112712.357468095,FALSE,183093.683196963,0.067719023,0.793794816,0.137845503,0.003546099,340919.872807428
1989,"5 - Bute Inlet",22854.1185649593,FALSE,31421.8649710919,0.121743489,0.635453626,0.238942462,0.003860422,252894.50056998
1990,"5 - Bute Inlet",12465.8828536142,FALSE,19117.3875785389,0.011478832,0.92783509,0.059932613,0.000753466,131233.298247978
1991,"5 - Bute Inlet",44934.1556099485,FALSE,50627.7956967119,0.130959458,0.45693836,0.410616461,0.001485721,62261.1456505188
1992,"5 - Bute Inlet",197376.478515558,FALSE,297104.708269792,0.037362136,0.877477468,0.081375433,0.003784963,35922.1475000587
1993,"5 - Bute Inlet",200492.949228961,FALSE,286963.223443489,0.044506774,0.699309101,0.251401203,0.004782922,32589.0240835511
1994,"5 - Bute Inlet",106479.416041288,FALSE,159264.972169114,0.097864748,0.64105794,0.252010048,0.009067263,31689.861489548
1995,"5 - Bute Inlet",59212.9435546674,FALSE,77034.6633105067,0.202224658,0.575100681,0.209931475,0.012743185,11910.9430810943
1996,"5 - Bute Inlet",24572.420172351,FALSE,28106.2123627562,0.236010961,0.673546814,0.083631793,0.006810432,13783.3363975039
1997,"5 - Bute Inlet",27797.550319972,FALSE,29937.205929079,0.136149443,0.816562034,0.046408017,0.000716801,48967.8234448276
1998,"5 - Bute Inlet",20686.2217012129,FALSE,30591.0822499952,0.12256204,0.828015044,0.048649393,0.000773523,66204.6731371013
1999,"5 - Bute Inlet",10392.0860312234,FALSE,11039.1186253042,0.125920036,0.670742577,0.201360187,0.0019772,53633.961316873
2000,"5 - Bute Inlet",10343.1108506064,FALSE,12830.8487736434,0.098899426,0.837313443,0.05901642,0.004770711,12428.5184257604
2001,"5 - Bute Inlet",51715.5542530322,FALSE,56308.8118925626,0.283833921,0.686866081,0.029299997,0,42337.0911969531
2002,"5 - Bute Inlet",58772.1416308584,FALSE,71347.8248820868,0.199157059,0.675227201,0.125615739,0,41173.3985257517
2003,"5 - Bute Inlet",34500.7391310541,FALSE,45058.9898633966,0.103552054,0.849815148,0.045304824,0.001327974,13454.5266914329
2004,"5 - Bute Inlet",1247.5836145821,FALSE,1669.91355152633,0.16331283,0.605765883,0.230921287,0.00295858,22095.413410497
2005,"5 - Bute Inlet",38034.3697782036,TRUE,54991.5144431691,0.130621709,0.733028191,0.122764228,0.013585871,71528.9655429608
2006,"5 - Bute Inlet",24064.5590470378,TRUE,42781.5252773514,0.167,0.792,0.041,0,15207.7192502268
2007,"5 - Bute Inlet",507.491639830007,FALSE,617.634269696978,0.04040404,0.863636364,0.095959596,0,83889.9801745258
2008,"5 - Bute Inlet",41726.3143629292,TRUE,41043.2313066633,0.395008918,0.466461382,0.137358326,0.001171374,50301.8427295096
2009,"5 - Bute Inlet",54946.9882793519,TRUE,55883.2212171638,0.037342421,0.907822746,0.052348022,0.002486811,83279.876625466
2010,"5 - Bute Inlet",24677.2243900802,TRUE,21629.2354646293,0.2275281,0.562395504,0.210076396,0,36530.4469478313
2011,"5 - Bute Inlet",42698.2661144721,TRUE,54383.3174967926,0.017723127,0.963936844,0.017592154,0.000747876,36502.3594836537
2012,"5 - Bute Inlet",81295.9671529545,TRUE,75567.8955590117,0.13688275,0.527160146,0.335957104,0,121761.572262614
2013,"5 - Bute Inlet",82294.0688591384,TRUE,81961.0913873648,0.072836563,0.798028306,0.114993462,0.014141668,NA
2014,"5 - Bute Inlet",38669.5269597744,TRUE,36222.4781088578,0.081977775,0.709105419,0.20680133,0.002115476,NA
2015,"5 - Bute Inlet",41140.0864867493,TRUE,44280.3889065205,0.263387596,0.637086049,0.098672531,0.000853825,NA
2016,"5 - Bute Inlet",111755.59875649,TRUE,113820.578631683,0.050826697,0.902511642,0.046661661,0.004444444,NA
2017,"5 - Bute Inlet",39532.4851748867,TRUE,36824.2722825947,0.230463241,0.569076663,0.200149267,0.000310829,NA
2018,"5 - Bute Inlet",30794.7004524555,TRUE,25714.5050562507,0.304458325,0.648711434,0.04667785,0.000152391,NA
1953,"6 - Georgia Strait",321121.143045208,FALSE,0,NA,NA,NA,NA,NA
1954,"6 - Georgia Strait",438333.693709352,FALSE,2200708.30386698,NA,NA,NA,NA,NA
1955,"6 - Georgia Strait",148884.455695123,FALSE,590628.487910578,NA,NA,NA,NA,1036147.20598746
1956,"6 - Georgia Strait",177435.120543682,FALSE,587757.196046597,NA,NA,NA,NA,454053.151621321
1957,"6 - Georgia Strait",351511.060284444,FALSE,677195.685878574,NA,NA,NA,NA,401933.716455368
1958,"6 - Georgia Strait",463158.921947317,FALSE,1310388.08296928,0.434782609,0.565217391,0,0,92518.5861292875
1959,"6 - Georgia Strait",275464.534313577,FALSE,717322.879592572,0.332003384,0.645675951,0.022320665,0,368645.255883669
1960,"6 - Georgia Strait",141978.460915703,FALSE,348985.0300856,0.38852246,0.602150137,0.009327403,0,214153.957953159
1961,"6 - Georgia Strait",159783.240551264,FALSE,300185.502424293,0.110520263,0.870297783,0.019181954,0,129245.988178856
1962,"6 - Georgia Strait",191057.072253866,FALSE,307749.234419084,0.793783478,0.18966273,0.016553792,0,315976.578297553
1963,"6 - Georgia Strait",110866.105170272,FALSE,190410.871814519,0.348690017,0.646197641,0.005112342,0,137048.17472099
1964,"6 - Georgia Strait",157219.401250601,FALSE,189294.445424143,0.228833951,0.764214223,0.006951826,0,641207.275053774
1965,"6 - Georgia Strait",118080.556366023,FALSE,131114.345934838,0.357271453,0.619099703,0.023628843,0,347095.082617539
1966,"6 - Georgia Strait",298155.700140314,FALSE,320426.703587729,0.155156647,0.830000209,0.014843144,0,647299.941229845
1967,"6 - Georgia Strait",186572.15073947,FALSE,234587.817555046,0.626558615,0.359890236,0.013551149,0,140754.400285236
1968,"6 - Georgia Strait",392172.511253735,FALSE,576002.459515365,0.167854993,0.827099929,0.005045077,0,1260696.65377976
1969,"6 - Georgia Strait",283570.984905903,FALSE,485141.121772356,0.455814611,0.507468931,0.036716458,0,1094768.9127416
1970,"6 - Georgia Strait",209708.778646581,FALSE,450054.585106657,0.085277353,0.905354568,0.00936808,0,266555.563208215
1971,"6 - Georgia Strait",137643.386532109,FALSE,172347.167888429,0.415203238,0.4762568,0.108539962,0,201565.388860387
1972,"6 - Georgia Strait",445519.071426721,FALSE,1100304.70932358,0.071381929,0.910174611,0.01844346,0,419038.224961025
1973,"6 - Georgia Strait",322422.681339856,FALSE,1123142.1444256,0.026375264,0.807845091,0.165779645,0,344566.140804173
1974,"6 - Georgia Strait",314093.712806332,FALSE,427166.211803365,0.207801318,0.533806974,0.254940979,0.003450729,739199.729913062
1975,"6 - Georgia Strait",160789.482124205,FALSE,268245.694491174,0.563003677,0.403787627,0.033208696,0,205319.560041727
1976,"6 - Georgia Strait",144201.638867888,FALSE,309960.494468368,0.148130862,0.837398279,0.014470859,0,497803.333478214
1977,"6 - Georgia Strait",335391.546745013,FALSE,381281.139951072,0.234392947,0.743433053,0.022174,0,520871.779938672
1978,"6 - Georgia Strait",399037.240487522,FALSE,735440.859792312,0.142596397,0.836743309,0.020660293,0,691308.111602432
1979,"6 - Georgia Strait",183373.092754805,FALSE,205484.984497249,0.363502131,0.468821864,0.167676005,0,378052.709904839
1980,"6 - Georgia Strait",370154.496330044,FALSE,560069.838703551,0.282814359,0.709842824,0.007342816,0,302671.124022828
1981,"6 - Georgia Strait",337491.478856754,FALSE,381074.125724728,0.138790193,0.794168918,0.067040888,0,807639.296591758
1982,"6 - Georgia Strait",342252.113870884,FALSE,740481.208292849,0.194338101,0.725085861,0.080576039,0,831721.244616044
1983,"6 - Georgia Strait",315769.469957298,FALSE,380520.597199261,0.17545752,0.559505096,0.264580855,0.000456529,701159.478300758
1984,"6 - Georgia Strait",405821.185999225,FALSE,466954.220859045,0.492194218,0.460534284,0.045498646,0.001772852,991614.957474923
1985,"6 - Georgia Strait",584241.706316146,FALSE,878344.308560577,0.370820705,0.605432917,0.023746378,0,354861.955152699
1986,"6 - Georgia Strait",292263.394066894,FALSE,519959.736386386,0.112026474,0.799713213,0.088260313,0,1348780.6796639
1987,"6 - Georgia Strait",469939.454052584,FALSE,652480.003829599,0.107184036,0.760114635,0.132491723,0.000209605,479034.812790745
1988,"6 - Georgia Strait",441372.378851348,FALSE,1056405.23184851,0.067719023,0.793794816,0.137845503,0.003546099,1550918.07424804
1989,"6 - Georgia Strait",180516.937593261,FALSE,344499.098724963,0.121743489,0.635453626,0.238942462,0.003860422,1269079.08115987
1990,"6 - Georgia Strait",455618.840150788,FALSE,1055200.64929274,0.011478832,0.92783509,0.059932613,0.000753466,719846.440338962
1991,"6 - Georgia Strait",395008.194225346,FALSE,786884.865939804,0.130959458,0.45693836,0.410616461,0.001485721,286743.856478512
1992,"6 - Georgia Strait",468587.461134289,FALSE,1236495.35187496,0.037362136,0.877477468,0.081375433,0.003784963,282946.178598867
1993,"6 - Georgia Strait",560026.663274433,FALSE,1410041.18372761,0.044506774,0.699309101,0.251401203,0.004782922,387618.12305915
1994,"6 - Georgia Strait",422605.684494051,FALSE,924777.220037384,0.097864748,0.64105794,0.252010048,0.009067263,929801.041921777
1995,"6 - Georgia Strait",201553.54620124,FALSE,296094.695579134,0.202224658,0.575100681,0.209931475,0.012743185,363308.219640567
1996,"6 - Georgia Strait",242954.35698487,FALSE,307569.362032918,0.236010961,0.673546814,0.083631793,0.006810432,192228.335705428
1997,"6 - Georgia Strait",272481.110658019,FALSE,326350.823571044,0.136149443,0.816562034,0.046408017,0.000716801,605548.141253148
1998,"6 - Georgia Strait",500719.110365691,FALSE,983644.442672208,0.12256204,0.828015044,0.048649393,0.000773523,834445.891471082
1999,"6 - Georgia Strait",268171.106480315,FALSE,348464.998498533,0.125920036,0.670742577,0.201360187,0.0019772,1007157.94857969
2000,"6 - Georgia Strait",120869.778172592,FALSE,152846.259139262,0.098899426,0.837313443,0.05901642,0.004770711,705550.531976612
2001,"6 - Georgia Strait",516819.99247921,FALSE,695200.858218091,0.283833921,0.686866081,0.029299997,0,661658.169754023
2002,"6 - Georgia Strait",443636.248628323,FALSE,891343.99925204,0.199157059,0.675227201,0.125615739,0,657200.395097666
2003,"6 - Georgia Strait",522635.727927993,FALSE,719147.962739361,0.103552054,0.849815148,0.045304824,0.001327974,722352.073134376
2004,"6 - Georgia Strait",611172.285985073,FALSE,907097.450638486,0.16331283,0.605765883,0.230921287,0.00295858,261560.093404901
2005,"6 - Georgia Strait",397494.918417023,FALSE,664628.422148878,0.130621709,0.733028191,0.122764228,0.013585871,662264.468927137
2006,"6 - Georgia Strait",387091.214296065,FALSE,642101.171450976,0.167,0.792,0.041,0,177260.936442878
2007,"6 - Georgia Strait",486201.789348473,FALSE,638929.352090693,0.04040404,0.863636364,0.095959596,0,1111226.218981
2008,"6 - Georgia Strait",367802.388942863,FALSE,452429.760493444,0.395008918,0.466461382,0.137358326,0.001171374,556364.407909775
2009,"6 - Georgia Strait",359584.091419874,FALSE,471913.818790584,0.037342421,0.907822746,0.052348022,0.002486811,745928.302129488
2010,"6 - Georgia Strait",250890.796614319,FALSE,259712.033778469,0.2275281,0.562395504,0.210076396,0,552599.265885085
2011,"6 - Georgia Strait",481719.77443826,FALSE,771801.555066813,0.017723127,0.963936844,0.017592154,0.000747876,564299.597868585
2012,"6 - Georgia Strait",657616.992435953,FALSE,891042.357427693,0.13688275,0.527160146,0.335957104,0,1784575.80411608
2013,"6 - Georgia Strait",497178.908234,FALSE,623297.637882182,0.072836563,0.798028306,0.114993462,0.014141668,NA
2014,"6 - Georgia Strait",486903.908804984,FALSE,609082.050691059,0.081977775,0.709105419,0.20680133,0.002115476,NA
2015,"6 - Georgia Strait",350461.904549201,FALSE,693160.335367829,0.263387596,0.637086049,0.098672531,0.000853825,NA
2016,"6 - Georgia Strait",803169.832319319,FALSE,1552756.82976614,0.050826697,0.902511642,0.046661661,0.004444444,NA
2017,"6 - Georgia Strait",545153.166554839,FALSE,1001883.25898458,0.230463241,0.569076663,0.200149267,0.000310829,NA
2018,"6 - Georgia Strait",505701.762137986,FALSE,647372.723499799,0.304458325,0.648711434,0.04667785,0.000152391,NA
1953,"7 - Howe Sound-Burrard Inlet",39645.4097215144,FALSE,0,NA,NA,NA,NA,NA
1954,"7 - Howe Sound-Burrard Inlet",96244.8727060505,FALSE,447652.421980296,NA,NA,NA,NA,NA
1955,"7 - Howe Sound-Burrard Inlet",41350.0174877626,FALSE,126999.565358286,NA,NA,NA,NA,375937.451450028
1956,"7 - Howe Sound-Burrard Inlet",20680.5991874599,FALSE,59855.6223866301,NA,NA,NA,NA,251752.608023158
1957,"7 - Howe Sound-Burrard Inlet",111361.699664904,FALSE,158520.763151321,NA,NA,NA,NA,147887.884080407
1958,"7 - Howe Sound-Burrard Inlet",123061.930338815,FALSE,221095.814977932,0.434782609,0.565217391,0,0,30564.8539660056
1959,"7 - Howe Sound-Burrard Inlet",254906.79331139,FALSE,430790.274695214,0.332003384,0.645675951,0.022320665,0,154232.40896234
1960,"7 - Howe Sound-Burrard Inlet",84410.0663912496,FALSE,177746.78327485,0.38852246,0.602150137,0.009327403,0,96939.520316302
1961,"7 - Howe Sound-Burrard Inlet",49910.917789784,FALSE,88548.2850077081,0.110520263,0.870297783,0.019181954,0,37539.3977164052
1962,"7 - Howe Sound-Burrard Inlet",79477.0105631896,FALSE,106675.887598119,0.793783478,0.18966273,0.016553792,0,52126.3318350353
1963,"7 - Howe Sound-Burrard Inlet",67547.3984299725,FALSE,106807.046892095,0.348690017,0.646197641,0.005112342,0,38598.1985660329
1964,"7 - Howe Sound-Burrard Inlet",60260.6623702237,FALSE,77158.1656560822,0.228833951,0.764214223,0.006951826,0,272058.711436865
1965,"7 - Howe Sound-Burrard Inlet",25510.0619457835,FALSE,30962.2314054707,0.357271453,0.619099703,0.023628843,0,135970.710421294
1966,"7 - Howe Sound-Burrard Inlet",42770.6013717863,FALSE,48121.9848077528,0.155156647,0.830000209,0.014843144,0,375590.626411493
1967,"7 - Howe Sound-Burrard Inlet",63553.0523350801,FALSE,82882.4909792416,0.626558615,0.359890236,0.013551149,0,80502.5251796657
1968,"7 - Howe Sound-Burrard Inlet",176920.529116528,FALSE,258302.007578864,0.167854993,0.827099929,0.005045077,0,922466.942157692
1969,"7 - Howe Sound-Burrard Inlet",109602.533564891,FALSE,176661.93596686,0.455814611,0.507468931,0.036716458,0,779404.871845691
1970,"7 - Howe Sound-Burrard Inlet",181472.727290339,FALSE,316285.189042502,0.085277353,0.905354568,0.00936808,0,170420.476613251
1971,"7 - Howe Sound-Burrard Inlet",60386.9230354141,FALSE,80295.7172573868,0.415203238,0.4762568,0.108539962,0,123659.769686247
1972,"7 - Howe Sound-Burrard Inlet",460874.417910211,FALSE,828975.697093099,0.071381929,0.910174611,0.01844346,0,399314.646991176
1973,"7 - Howe Sound-Burrard Inlet",359326.448789836,FALSE,806396.985698908,0.026375264,0.807845091,0.165779645,0,228164.142168528
1974,"7 - Howe Sound-Burrard Inlet",202048.271424687,FALSE,269815.945121188,0.207801318,0.533806974,0.254940979,0.003450729,341999.014552956
1975,"7 - Howe Sound-Burrard Inlet",98399.2674951969,FALSE,154234.000171111,0.563003677,0.403787627,0.033208696,0,79567.2513295228
1976,"7 - Howe Sound-Burrard Inlet",175408.191057154,FALSE,367212.460631291,0.148130862,0.837398279,0.014470859,0,387584.287649431
1977,"7 - Howe Sound-Burrard Inlet",196254.541293444,FALSE,224463.570687468,0.234392947,0.743433053,0.022174,0,338244.933107863
1978,"7 - Howe Sound-Burrard Inlet",183507.796760735,FALSE,333732.25610148,0.142596397,0.836743309,0.020660293,0,313198.399939079
1979,"7 - Howe Sound-Burrard Inlet",53299.8205561509,FALSE,60462.4641133977,0.363502131,0.468821864,0.167676005,0,164731.293343355
1980,"7 - Howe Sound-Burrard Inlet",333950.190013179,FALSE,494647.95510255,0.282814359,0.709842824,0.007342816,0,150566.118033209
1981,"7 - Howe Sound-Burrard Inlet",201499.563816114,FALSE,216043.554835979,0.138790193,0.794168918,0.067040888,0,584219.800699901
1982,"7 - Howe Sound-Burrard Inlet",194433.796127383,FALSE,331400.707953982,0.194338101,0.725085861,0.080576039,0,660959.531435063
1983,"7 - Howe Sound-Burrard Inlet",147445.54713106,FALSE,160682.456500863,0.17545752,0.559505096,0.264580855,0.000456529,203592.767794046
1984,"7 - Howe Sound-Burrard Inlet",211022.91761604,FALSE,229124.529101191,0.492194218,0.460534284,0.045498646,0.001772852,301348.820929824
1985,"7 - Howe Sound-Burrard Inlet",444246.112148732,FALSE,709728.100496243,0.370820705,0.605432917,0.023746378,0,134752.577887375
1986,"7 - Howe Sound-Burrard Inlet",284853.224865681,FALSE,472736.079318136,0.112026474,0.799713213,0.088260313,0,353120.100395586
1987,"7 - Howe Sound-Burrard Inlet",113820.932239291,FALSE,140472.732048209,0.107184036,0.760114635,0.132491723,0.000209605,159163.132389487
1988,"7 - Howe Sound-Burrard Inlet",135583.603594756,FALSE,313836.036337967,0.067719023,0.793794816,0.137845503,0.003546099,530643.288292531
1989,"7 - Howe Sound-Burrard Inlet",85086.1331195135,FALSE,154787.730108297,0.121743489,0.635453626,0.238942462,0.003860422,346946.649996853
1990,"7 - Howe Sound-Burrard Inlet",129961.407275074,FALSE,246336.958026927,0.011478832,0.92783509,0.059932613,0.000753466,409544.889859812
1991,"7 - Howe Sound-Burrard Inlet",166264.021287033,FALSE,252985.717859289,0.130959458,0.45693836,0.410616461,0.001485721,183124.929407697
