"CU_Name","NME","Year","Props","SiteEsc","Area","Rabcode","CUEsc","Escape"
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1953",0.00416475472668098,25,12,"90-6400-100",28328.2155699278,25
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1954",0.00416475472668098,25,12,"90-6400-100",49646.3094660416,25
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1955",0.00416475472668098,25,12,"90-6400-100",23600.0914859416,25
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1956",0.00416475472668098,25,12,"90-6400-100",28482.5074104717,25
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1957",0.00416475472668098,25,12,"90-6400-100",31056.5025844126,25
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1958",0.00416475472668098,208.314867698904,12,"90-6400-100",50018.5200257678,208.314867698904
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1959",0.00416475472668098,36.2509108819529,12,"90-6400-100",8704.21267541062,36.2509108819529
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1960",0.00416475472668098,40.1667750949315,12,"90-6400-100",9644.45152978832,40.1667750949315
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1961",0.00416475472668098,62.3515808712425,12,"90-6400-100",14971.2492002938,62.3515808712425
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1962",0.00416475472668098,40.7130082043146,12,"90-6400-100",9775.60765907576,40.7130082043146
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1963",0.00416475472668098,63.1303831175647,12,"90-6400-100",15158.2475465188,63.1303831175647
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1964",0.00416475472668098,30.3828419435183,12,"90-6400-100",7295.22959632519,30.3828419435183
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1965",0.00416475472668098,8.59524912028287,12,"90-6400-100",2063.80679880582,8.59524912028287
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1966",0.00416475472668098,66.8171516632365,12,"90-6400-100",16043.4781993717,66.8171516632365
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1967",0.00416475472668098,75.7913357760442,12,"90-6400-100",18198.2711467968,75.7913357760442
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1968",0.00416475472668098,44.6236956668319,12,"90-6400-100",10714.6035229772,44.6236956668319
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1969",0.00416475472668098,67.2055989653987,12,"90-6400-100",16136.7483503541,67.2055989653987
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1970",0.00416475472668098,81.9230185198725,12,"90-6400-100",19670.5505836977,81.9230185198725
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1971",0.00416475472668098,42.4469277168896,12,"90-6400-100",10191.9393823984,42.4469277168896
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1972",0.00416475472668098,77.6952193763262,12,"90-6400-100",18655.4129775234,77.6952193763262
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1973",0.00416475472668098,197.108650480315,12,"90-6400-100",47327.7932113415,197.108650480315
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1974",0.00416475472668098,108.60659878156,12,"90-6400-100",26077.5497980194,108.60659878156
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1975",0.00416475472668098,59.364456732391,12,"90-6400-100",14254.0102907093,59.364456732391
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1976",0.00416475472668098,82.9013643077451,12,"90-6400-100",19905.4613652631,82.9013643077451
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1977",0.00416475472668098,200.87318477134,12,"90-6400-100",48231.6962111768,200.87318477134
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1978",0.00416475472668098,171.803615391143,12,"90-6400-100",41251.7967241875,171.803615391143
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1979",0.00416475472668098,22.8776766584458,12,"90-6400-100",5493.1630215539,22.8776766584458
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1980",0.00416475472668098,27.5080314992451,12,"90-6400-100",6604.95834797146,27.5080314992451
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1981",0.00416475472668098,64.2693997399096,12,"90-6400-100",15431.737030797,64.2693997399096
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1982",0.00416475472668098,78.0379671525848,12,"90-6400-100",18737.7102071928,78.0379671525848
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1983",0.00416475472668098,42.3744672722968,12,"90-6400-100",10174.5408921275,42.3744672722968
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1984",0.00416475472668098,62.2609835005213,12,"90-6400-100",14949.4958494564,62.2609835005213
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1985",0.00416475472668098,53.693836059063,12,"90-6400-100",12892.4365497637,53.693836059063
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1986",0.00416475472668098,12.8636355814955,12,"90-6400-100",3088.68983306178,12.8636355814955
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1987",0.00416475472668098,17.1297634913195,12,"90-6400-100",4113.03056614109,17.1297634913195
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1988",0.00416475472668098,70.0780469393592,12,"90-6400-100",16826.4523455398,70.0780469393592
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1989",0.00416475472668098,13.5459718530832,12,"90-6400-100",3252.5257168934,13.5459718530832
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1990",0.00416475472668098,5.50897247220308,12,"90-6400-100",1322.76036255161,5.50897247220308
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1991",0.00416475472668098,15.6231385162923,12,"90-6400-100",3751.27457475578,15.6231385162923
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1992",0.00416475472668098,5.03629542515226,12,"90-6400-100",1209.26579250582,5.03629542515226
