"","CU_Name","Year","GroupEsc","SumRawEsc"
"492","8 - Lower Fraser","1982",321296.236078136,316699
"493","8 - Lower Fraser","1983",367642.455300234,362636
"494","8 - Lower Fraser","1984",534372.904259698,528224
"495","8 - Lower Fraser","1985",1204072.24953889,1193992
"496","8 - Lower Fraser","1986",770846.630220653,764632
"497","8 - Lower Fraser","1987",277424.480429854,266729
"498","8 - Lower Fraser","1988",372677.228732306,361387
"499","8 - Lower Fraser","1989",485416.299390778,468654
"500","8 - Lower Fraser","1990",700574.994722476,682778
"501","8 - Lower Fraser","1991",996772.566873532,965790
"502","8 - Lower Fraser","1992",961500.012385969,902009
"503","8 - Lower Fraser","1993",724015.407069796,704252
"504","8 - Lower Fraser","1994",1694117.28491444,1500073
"505","8 - Lower Fraser","1995",1688950.59756153,1539913
"506","8 - Lower Fraser","1996",760900.631993685,684029
"507","8 - Lower Fraser","1997",1641505.15939847,1492811
"508","8 - Lower Fraser","1998",3774035.74629002,3401174
"509","8 - Lower Fraser","1999",3090994.16885123,2793769
"510","8 - Lower Fraser","2000",727207.339661744,646378
"511","8 - Lower Fraser","2001",3348691.9628071,2992156
"512","8 - Lower Fraser","2002",2438726.25818609,2234464
"513","8 - Lower Fraser","2003",1630551.45086409,1443788
"514","8 - Lower Fraser","2004",2803474.27460701,2620900
"515","8 - Lower Fraser","2005",1378527.68891345,1256615
"516","8 - Lower Fraser","2006",2199349.56829231,2012838
"517","8 - Lower Fraser","2007",1108319.17104662,1015092
"518","8 - Lower Fraser","2008",1100787.7516153,926040
"519","8 - Lower Fraser","2009",723158.198696804,610739
"520","8 - Lower Fraser","2010",739025.931100885,624140
"521","8 - Lower Fraser","2011",1266962.31061202,1070086
"522","8 - Lower Fraser","2012",1894232.72899412,1266507
"523","8 - Lower Fraser","2013",1196730.4771603,787192
"524","8 - Lower Fraser","2014",1482323.56081569,975051
"525","8 - Lower Fraser","2015",1202812.82285552,795558
"526","8 - Lower Fraser","2016",2684754.04928112,1769167
"527","8 - Lower Fraser","2017",774469.095322864,647254
"528","8 - Lower Fraser","2018",823450.061548041,657482
"529","9 - Fraser Canyon","1953",3185.69129204053,325
"530","9 - Fraser Canyon","1954",1470.31905786486,150
"531","9 - Fraser Canyon","1955",3675.79764466215,375
"532","9 - Fraser Canyon","1956",4656.01034990539,475
"533","9 - Fraser Canyon","1957",1960.42541048648,200
"534","9 - Fraser Canyon","1958",2450.5317631081,250
"535","9 - Fraser Canyon","1959",3675.79764466215,375
"536","9 - Fraser Canyon","1960",4629.58779488066,425
"537","9 - Fraser Canyon","1961",3185.69129204053,325
"538","9 - Fraser Canyon","1962",3185.69129204053,325
"539","9 - Fraser Canyon","1963",1587.13623318547,175
"540","9 - Fraser Canyon","1964",2040.60372838132,225
"541","9 - Fraser Canyon","1965",1269.37406910715,150
"542","9 - Fraser Canyon","1966",999.563767822233,100
"543","9 - Fraser Canyon","1967",1499.34565173335,150
"544","9 - Fraser Canyon","1968",5233.87391480563,565
"545","9 - Fraser Canyon","1969",1049.54195621334,105
"546","9 - Fraser Canyon","1970",10988.3144767844,825
"547","9 - Fraser Canyon","1971",1499.34565173335,150
"548","9 - Fraser Canyon","1972",6263.55995777972,575
"549","9 - Fraser Canyon","1973",14284.2260986692,1575
"550","9 - Fraser Canyon","1974",7663.60066880984,845
"551","9 - Fraser Canyon","1975",1934.40371864192,165
"552","9 - Fraser Canyon","1976",5940.42418706562,655
"553","9 - Fraser Canyon","1977",11654.1146265333,1285
"554","9 - Fraser Canyon","1978",6812.47830144052,695
"555","9 - Fraser Canyon","1979",1949.91022934215,215
"556","9 - Fraser Canyon","1980",2512.209923385,277
"557","9 - Fraser Canyon","1981",4788.07001087502,570
"558","9 - Fraser Canyon","1982",8239.84422137942,913
"559","9 - Fraser Canyon","1983",8390.97607992282,1113
"560","9 - Fraser Canyon","1984",13909.6916639106,1955
"561","9 - Fraser Canyon","1985",13590.9826054205,6518
"562","9 - Fraser Canyon","1986",6464.09691260964,4150
"563","9 - Fraser Canyon","1987",6519.11306277557,541
"564","9 - Fraser Canyon","1988",1874.55530732749,75
"565","9 - Fraser Canyon","1989",488.502846653915,24
"566","9 - Fraser Canyon","1990",4474.54417325984,613
"567","9 - Fraser Canyon","1991",2676.75556121153,1720
"568","9 - Fraser Canyon","1992",4785.18289565023,695
"569","9 - Fraser Canyon","1993",2541.27037143785,1396
"570","9 - Fraser Canyon","1994",NA,0
"571","9 - Fraser Canyon","1995",2608.57804436586,253
"572","9 - Fraser Canyon","1996",NA,0
"573","9 - Fraser Canyon","1997",NA,0
"574","9 - Fraser Canyon","1998",8789.05302386467,3847
"575","9 - Fraser Canyon","1999",27700.8175130124,12950
"576","9 - Fraser Canyon","2000",3927.27558302859,117
"577","9 - Fraser Canyon","2001",14232.1781812318,424
"578","9 - Fraser Canyon","2002",33600.0244325779,1001
"579","9 - Fraser Canyon","2003",NA,0
"580","9 - Fraser Canyon","2004",19938.4760369144,594
"581","9 - Fraser Canyon","2005",NA,0
"582","9 - Fraser Canyon","2006",NA,0
"583","9 - Fraser Canyon","2007",NA,0
"584","9 - Fraser Canyon","2008",2450.35143214604,73
"585","9 - Fraser Canyon","2009",7073.32202631571,283
"586","9 - Fraser Canyon","2010",1899.54937809185,76
"587","9 - Fraser Canyon","2011",1844.37713536505,321
"588","9 - Fraser Canyon","2012",3313.93646763453,454
"589","9 - Fraser Canyon","2013",3286.55364931093,572
"590","9 - Fraser Canyon","2014",3866.87168878716,673
"591","9 - Fraser Canyon","2015",9509.1718349818,1655
"592","9 - Fraser Canyon","2016",18949.394992006,3298
"593","9 - Fraser Canyon","2017",22329.1577153208,3221
"594","9 - Fraser Canyon","2018",NA,0
