"","CU_Name","NME","Year","Props","SiteEsc","Area","Rabcode","CUEsc","Escape","CU"
"1","1 - Southern Coastal Streams","ALLARDYCE CREEK","2018",0.00416355798727469,7.29231429436212,12,"90-6400-100",1751.46216688948,7.29231429436212,"SCS"
"2","1 - Southern Coastal Streams","ALLARDYCE CREEK","2017",0.00416355798727469,4.73068778344724,12,"90-6400-100",1136.21277712617,4.73068778344724,"SCS"
"3","1 - Southern Coastal Streams","ALLARDYCE CREEK","2016",0.00416355798727469,20.6841774361363,12,"90-6400-100",4967.90905743465,20.6841774361363,"SCS"
"4","1 - Southern Coastal Streams","ALLARDYCE CREEK","2015",0.00416355798727469,19.3602557156444,12,"90-6400-100",4649.93060618255,19.3602557156444,"SCS"
"5","1 - Southern Coastal Streams","ALLARDYCE CREEK","2014",0.00416355798727469,7.05335949439306,12,"90-6400-100",1694.07019571977,7.05335949439306,"SCS"
"6","1 - Southern Coastal Streams","ALLARDYCE CREEK","2013",0.00416355798727469,20.3814312605674,12,"90-6400-100",4895.19572511305,20.3814312605674,"SCS"
"7","1 - Southern Coastal Streams","ALLARDYCE CREEK","2012",0.00416355798727469,5.28024353095169,12,"90-6400-100",1268.20463341449,5.28024353095169,"SCS"
"8","1 - Southern Coastal Streams","ALLARDYCE CREEK","2011",0.00416355798727469,19.5051976138587,12,"90-6400-100",4684.74263441833,19.5051976138587,"SCS"
"9","1 - Southern Coastal Streams","ALLARDYCE CREEK","2010",0.00416355798727469,2.46089572989245,12,"90-6400-100",591.055952003988,2.46089572989245,"SCS"
"10","1 - Southern Coastal Streams","ALLARDYCE CREEK","2009",0.00416355798727469,3.78543633419187,12,"90-6400-100",909.183046269921,3.78543633419187,"SCS"
"11","1 - Southern Coastal Streams","ALLARDYCE CREEK","2008",0.00416355798727469,1.51309191256799,12,"90-6400-100",363.413195443065,1.51309191256799,"SCS"
"12","1 - Southern Coastal Streams","ALLARDYCE CREEK","2007",0.00416355798727469,0.620051742594183,12,"90-6400-100",148.923527542856,0.620051742594183,"SCS"
"13","1 - Southern Coastal Streams","ALLARDYCE CREEK","2006",0.00416355798727469,20.8927823855104,12,"90-6400-100",5018.01162596178,20.8927823855104,"SCS"
"14","1 - Southern Coastal Streams","ALLARDYCE CREEK","2005",0.00416355798727469,5.59495012854933,12,"90-6400-100",1343.79061025437,5.59495012854933,"SCS"
"15","1 - Southern Coastal Streams","ALLARDYCE CREEK","2004",0.00416355798727469,11.2156129356782,12,"90-6400-100",2693.75687091595,11.2156129356782,"SCS"
"16","1 - Southern Coastal Streams","ALLARDYCE CREEK","2003",0.00416355798727469,2.60584029703121,12,"90-6400-100",625.868621259888,2.60584029703121,"SCS"
"17","1 - Southern Coastal Streams","ALLARDYCE CREEK","2002",0.00416355798727469,7.74805323144388,12,"90-6400-100",1860.92117730188,7.74805323144388,"SCS"
"18","1 - Southern Coastal Streams","ALLARDYCE CREEK","2001",0.00416355798727469,7.07247306532106,12,"90-6400-100",1698.66087777258,7.07247306532106,"SCS"
"19","1 - Southern Coastal Streams","ALLARDYCE CREEK","2000",0.00416355798727469,5.93005202460715,12,"90-6400-100",1424.27511343219,5.93005202460715,"SCS"
"20","1 - Southern Coastal Streams","ALLARDYCE CREEK","1999",0.00416355798727469,0.988109169404661,12,"90-6400-100",237.32326352237,0.988109169404661,"SCS"
"21","1 - Southern Coastal Streams","ALLARDYCE CREEK","1998",0.00416355798727469,24.8970010646789,12,"90-6400-100",5979.74163942785,24.8970010646789,"SCS"
"22","1 - Southern Coastal Streams","ALLARDYCE CREEK","1997",0.00416355798727469,1.15727645441995,12,"90-6400-100",277.953725625295,1.15727645441995,"SCS"
"23","1 - Southern Coastal Streams","ALLARDYCE CREEK","1996",0.00416355798727469,28.3743282114706,12,"90-6400-100",6814.92326951915,28.3743282114706,"SCS"
"24","1 - Southern Coastal Streams","ALLARDYCE CREEK","1995",0.00416355798727469,10.8879624576648,12,"90-6400-100",2615.06204331541,10.8879624576648,"SCS"
