"","Mod","CU_ID","CU_Name","est_sigma","est_Smsy","est_Sgen","est_A","est_B","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.560673496733181,4.95168584523125,3062.26131933984,1.95289804118468,6.16341831962618e-08,NA,NA,2015,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"2","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.666745246872293,1.47590707603035,426.475697123256,4.07730428218874,3.8446083835088e-07,NA,NA,2015,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"3","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.720956192315681,4.76604252454078,2448.26540467624,2.36823725875894,8.00605049556282e-08,NA,NA,2015,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"4","SR_IndivRicker_SurvCap",3,"North_Thompson",0.566925766230323,8.86651818896959,4340.91282942835,2.48395695906814,4.50723865787419e-08,NA,NA,2015,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"5","SR_IndivRicker_SurvCap",4,"South_Thompson",0.669804395381512,6.68943404319508,4111.07224719801,1.96622895347558,4.60395888861956e-08,NA,NA,2015,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"6","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.54080534451539,4.93604387542735,3063.08514587541,1.94561803520019,6.1519105887553e-08,NA,NA,2016,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"7","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.657833101374996,1.64442594233256,493.114312576227,3.94109440631058,3.38770980043721e-07,NA,NA,2016,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"8","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.69812461884237,4.70365403633653,2432.84458738274,2.35202681978431,8.05637001843804e-08,NA,NA,2016,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"9","SR_IndivRicker_SurvCap",3,"North_Thompson",0.566271670874083,8.70397313953389,3935.95074822302,2.6839198862811,4.92006203677112e-08,NA,NA,2016,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"10","SR_IndivRicker_SurvCap",4,"South_Thompson",0.647737823147859,6.70513364664475,4206.6020154962,1.92253852235905,4.45557597476854e-08,NA,NA,2016,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"11","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.540805323079838,4.93604401897068,3063.08668777308,1.94561726778841,6.15190712965592e-08,NA,NA,2017,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"12","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.657832957266161,1.64442552507255,493.113426265387,3.94109613109941,3.38771147697254e-07,NA,NA,2017,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"13","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.698124063719592,4.7036405669051,2432.83087505378,2.35203291031153,8.05641418045705e-08,NA,NA,2017,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"14","SR_IndivRicker_SurvCap",3,"North_Thompson",0.566270538260279,8.70394459734315,3935.92417412494,2.6839283330602,4.92009132396646e-08,NA,NA,2017,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"15","SR_IndivRicker_SurvCap",4,"South_Thompson",0.647737759436544,6.70513444198662,4206.60398873913,1.92253804961159,4.45557393461434e-08,NA,NA,2017,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"16","SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.540805652622437,4.93606606453015,3063.1051681543,1.94561391606248,6.15186532742657e-08,NA,NA,2018,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"17","SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.657832985213185,1.64442581084131,493.114262567903,3.94109427149223,3.38771000746907e-07,NA,NA,2018,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"18","SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.698124716069616,4.70365704817314,2432.84726975561,2.35202620588857,8.0563627338655e-08,NA,NA,2018,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"19","SR_IndivRicker_SurvCap",3,"North_Thompson",0.566272107813156,8.70398476227066,3935.96241964171,2.68391581902877,4.9200491333795e-08,NA,NA,2018,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
"20","SR_IndivRicker_SurvCap",4,"South_Thompson",0.647737822430439,6.70513222774429,4206.60172118856,1.9225386443204,4.45557730761242e-08,NA,NA,2018,"SR_IndivRicker_SurvCap","BernLogistic",FALSE,TRUE
