manUnit,stkName,stk,model,domCycle,minER,cvER,usERScalar,canERScalar,tauCycAge,alpha,beta0,sigma,coef1,covarInit,mu_logCovar1,sig_logCovar1,min_logCovar,max_logCovar,aveGenTime,ageFirstRec,ageMaxRec,larkAlpha,larkBeta0,larkBeta1,larkBeta2,larkBeta3,larkSigma,meanRec2,meanRec3,meanRec4,meanRec5,meanRec6,medianRec,lowQRec,highQRec,meanDBE,sdDBE,medMA,meanForecast,sdForecast
IFCoho,Middle_Fraser,1,rickerSurv,NA,0.05,NA,1,1,0,1.308417064,6.96E-05,0.688167765,0.203645291,0.011066667,-4.582917633,0.447362933,-5.914504,-2.701571,3,2,4,NA,NA,NA,NA,NA,NA,0,0.842285308,0.157714692,0,0,5019,4349,5562,NA,NA,NA,NA,NA
IFCoho,Fraser_Canyon,2,rickerSurv,NA,0.05,NA,1,1,0,2.280128579,0.000419056,0.615845854,0.203645291,0.011066667,-4.582917633,0.447362933,-5.914504,-2.701571,3,2,4,NA,NA,NA,NA,NA,NA,0,0.842285308,0.157714692,0,0,2940,1926,5281,NA,NA,NA,NA,NA
IFCoho,Lower_Thompson,3,rickerSurv,NA,0.05,NA,1,1,0,1.148093377,5.34E-05,0.614108793,0.203645291,0.011066667,-4.582917633,0.447362933,-5.914504,-2.701571,3,2,4,NA,NA,NA,NA,NA,NA,0,0.842285308,0.157714692,0,0,6912,3369,9229,NA,NA,NA,NA,NA
IFCoho,North_Thompson,4,rickerSurv,NA,0.05,NA,1,1,0,1.08217108,2.23E-05,0.652611023,0.203645291,0.011066667,-4.582917633,0.447362933,-5.914504,-2.701571,3,2,4,NA,NA,NA,NA,NA,NA,0,0.842285308,0.157714692,0,0,11119,7640,18107,NA,NA,NA,NA,NA
IFCoho,South_Thompson,5,rickerSurv,NA,0.05,NA,1,1,0,2.553775134,0.000206947,1.014231518,0.203645291,0.011066667,-4.582917633,0.447362933,-5.914504,-2.701571,3,2,4,NA,NA,NA,NA,NA,NA,0,0.842285308,0.157714692,0,0,6619,4110,12420,NA,NA,NA,NA,NA
