"stk","alpha","beta","sigma","gamma"
4,2.14780585013324,5.28874982979753e-05,0.654265879958359,0.199323891031964
5,2.10941519117032,7.13818404274187e-05,0.790311985612794,0.199323891031964
1,3.10821717953643,0.000107012358165818,0.848028053704073,0.444320865333723
2,3.06814156188366,0.000181576132577022,0.745195250435899,0.444320865333723
3,3.02132098112895,7.98767754145011e-05,0.795944792383776,0.444320865333723
4,2.96645563560903,4.85994705417052e-05,0.754078477373212,0.444320865333723
5,3.21283975794717,6.580107234567e-05,0.772068321873545,0.444320865333723
1,2.73227300771958,0.000107534897817945,0.908413605588253,0.293602693323175
2,2.0777154113948,0.000108480911024718,0.856837999932437,0.293602693323175
3,2.45351410197207,9.04567289514392e-05,0.610820916386973,0.293602693323175
4,2.43256137847796,5.55486492946752e-05,0.658470536145186,0.293602693323175
5,2.52046059960574,7.3599190946295e-05,0.72031069171388,0.293602693323175
1,1.88869469729777,9.68531812671248e-05,0.532033326438263,0.242143133732974
2,1.73347927278468,0.000154236098477709,1.09688576597363,0.242143133732974
3,2.29333205473365,9.65506151944867e-05,0.714658190132786,0.242143133732974
4,2.28728550026783,5.15543710540668e-05,0.78317551545757,0.242143133732974
5,2.27578924391393,6.65382079161685e-05,0.640678609825965,0.242143133732974
1,2.11677250465038,0.000105861983537571,0.625416954607592,0.236580763010643
2,2.00017395016706,0.000144882684856922,0.903590518278063,0.236580763010643
3,2.42842805937429,9.21195984349334e-05,0.728068516221596,0.236580763010643
4,2.15524515747097,5.05539703670727e-05,0.538687010069232,0.236580763010643
5,2.21937752055753,7.2148352941965e-05,0.707144086300925,0.236580763010643
1,2.98962906896879,9.31377260419711e-05,0.699359347646802,0.435944325811205
2,2.83317822412461,0.000146883640511561,0.795390611505785,0.435944325811205
3,3.08854722989563,8.4969455629754e-05,0.734522637840426,0.435944325811205
4,3.14128871216206,5.49309768451971e-05,0.655846445402953,0.435944325811205
5,3.10733852658308,6.5639498094351e-05,1.07176715640227,0.435944325811205
1,3.06648801177428,0.000102514140564115,0.975174771643089,0.384264837736992
2,2.50315439636135,0.000150520288081881,0.857890245731556,0.384264837736992
3,3.03974372092113,0.000106246159349737,0.615493559458231,0.384264837736992
4,2.93892106426357,5.15857663656655e-05,0.507834226677421,0.384264837736992
5,3.04227757121883,6.76490124571318e-05,0.651993154696149,0.384264837736992
1,3.26317483243316,9.45861895003868e-05,0.702079960972557,0.451061687054008
2,3.08370971164032,0.000219128466488289,0.843633943588601,0.451061687054008
3,3.21707792480438,9.63865893746841e-05,0.680041497175326,0.451061687054008
4,3.23264099596272,5.46733874958994e-05,0.649887459054576,0.451061687054008
5,3.13750455307095,6.9051054184155e-05,0.921689191643918,0.451061687054008
1,2.28099362072984,0.00010089514719348,0.793868783459771,0.239468409162306
2,1.07937584184487,5.39017030696657e-06,0.807326730994016,0.239468409162306
3,2.19524048589954,9.47599715109748e-05,0.812226685060233,0.239468409162306
4,2.2744341380652,5.39888364956988e-05,0.708685912630997,0.239468409162306
5,2.18111219784375,6.60489902338497e-05,0.693931312868666,0.239468409162306
1,2.12021586762857,8.13058510277171e-05,0.677750183806466,0.30973616351666
2,2.11048119557528,0.000144893854767199,0.862352664550731,0.30973616351666
3,2.55871377283208,8.93972956846025e-05,1.00163180029482,0.30973616351666
4,2.61384209710279,5.45314690789336e-05,0.668753000202175,0.30973616351666
5,2.51378868919217,6.57349201665942e-05,0.689784741751923,0.30973616351666
1,3.49391560352705,0.00010148069328567,0.762687020099133,0.502684823343803
2,2.84574525493775,0.000116016785738769,0.90071608538072,0.502684823343803
3,3.28369213785914,9.15339823245007e-05,0.896418200695418,0.502684823343803
4,3.21504774255725,4.38185943290565e-05,0.574602172715345,0.502684823343803
5,3.45348378696752,7.41457981206579e-05,0.79157254098503,0.502684823343803
1,3.19351052532759,0.000103307479325836,1.11360687689105,0.419159900173756
2,2.93807071112564,0.000215285868940248,0.859793717128424,0.419159900173756
3,3.13056486228536,9.34824004498186e-05,0.826742165208147,0.419159900173756
4,2.97796289901321,5.17486427384667e-05,0.624808905772251,0.419159900173756
5,2.89876838602158,6.49174037644641e-05,0.604783134635229,0.419159900173756
1,3.24989579449349,9.29264239529036e-05,0.486248605980394,0.495140829480856
2,3.23269398229661,0.00015324608404998,0.64902476760334,0.495140829480856
3,3.38804855553696,8.99200093884098e-05,0.956972054172344,0.495140829480856
4,3.44712849355703,5.06127722315292e-05,0.64589045238388,0.495140829480856
5,3.43803366350606,7.04526864785322e-05,0.794995189457947,0.495140829480856
1,1.92276545519821,0.000110505111642836,0.692962637798425,0.166899000474738
2,1.81285686805196,0.000176437775995497,0.86669147412072,0.166899000474738
3,1.98661923686574,9.70700281818856e-05,0.672425683551995,0.166899000474738
4,1.93011800225365,5.12076575999935e-05,0.785313611031988,0.166899000474738
5,2.09042429016915,7.44743670766539e-05,0.814549245643153,0.166899000474738
1,2.97651285247002,0.00011602060551042,0.653893682450033,0.419413120421047
2,2.92465276288812,0.000148834729645661,0.741337133236217,0.419413120421047
3,3.09107866804645,9.89685220998294e-05,0.797364622388373,0.419413120421047
4,3.044586040389,5.39806823378328e-05,0.680963049389865,0.419413120421047
5,2.93775169448361,6.31051638107651e-05,0.651181179260093,0.419413120421047
1,2.65249711868388,8.73748646259256e-05,0.518792765364222,0.376624367562305
2,2.44894344148894,0.00015098763913497,0.580107895398183,0.376624367562305
3,2.81160194503848,9.77540613233424e-05,0.691263899113225,0.376624367562305
4,2.8280592230597,5.14646489471917e-05,0.504214995690661,0.376624367562305
5,2.89851882801105,6.58808254709023e-05,0.786561172110319,0.376624367562305
1,3.12952918114307,0.000109617237396216,0.901762535557818,0.41937464164988
2,2.90039138794152,0.000199318763517028,0.63408707804656,0.41937464164988
3,3.07725496529205,9.41023382390408e-05,0.863077042436971,0.41937464164988
4,2.87388091458138,4.82053049997838e-05,0.424266548767194,0.41937464164988
5,2.98044289987742,7.00159727014525e-05,0.956063206054712,0.41937464164988
1,3.82276196426922,9.45168228211091e-05,0.68017201059084,0.590038405668776
2,3.57953281650236,0.000153154944377719,0.790964750655146,0.590038405668776
3,3.78442267404779,9.79340232160309e-05,1.02583811899068,0.590038405668776
4,3.79873770718264,5.24898206433997e-05,0.63395259467409,0.590038405668776
5,3.69646844783773,6.91248026434671e-05,0.748228407790744,0.590038405668776
1,3.16467908349845,9.63577154577146e-05,0.582982149310649,0.450320482493047
2,2.85598129828031,0.000152321959529057,1.0236230418593,0.450320482493047
3,3.25541930724569,0.000102977431694233,0.856348651725762,0.450320482493047
4,3.16440199507158,5.26751374387457e-05,0.590279603705683,0.450320482493047
5,3.27808009583393,7.33524275840762e-05,0.851363354061284,0.450320482493047
1,4.02464489339795,0.000107722639307822,0.634035799149201,0.632354329048638
2,3.36268423852613,0.000178836759587875,0.652343859942069,0.632354329048638
3,4.02527154402427,0.000101278787155396,0.748901439449692,0.632354329048638
4,3.94486427154947,5.38226668615324e-05,0.77261127518219,0.632354329048638
5,3.98846650141512,7.36078344528461e-05,0.856498624701384,0.632354329048638
1,3.47660103971139,0.000114821225887876,0.531400794137832,0.558951755175355
2,3.39766990726702,0.000157387201135966,0.838185385202609,0.558951755175355
3,3.76103701169705,9.84962422328378e-05,0.78810851869095,0.558951755175355
4,3.75030314503823,5.87965997978109e-05,0.501057209690115,0.558951755175355
5,3.4380526055857,6.6509872541556e-05,0.475580089420657,0.558951755175355
1,3.80991011235177,0.000116048352435108,0.746260032610918,0.567270689486649
2,3.41833478073886,0.000160341777859264,0.787897252600477,0.567270689486649
3,3.85597320939084,0.000104537647851473,0.849566229494867,0.567270689486649
4,3.62402524499431,5.30689118872231e-05,0.611805833390235,0.567270689486649
5,3.6427839782068,7.32061196159298e-05,0.836566220710333,0.567270689486649
1,2.29937094988201,0.000100924071204645,0.761667751259205,0.242040412147911
2,2.08494778533488,0.000150280096715447,0.77073191124358,0.242040412147911
3,2.13672526693111,9.00872527055061e-05,0.81672047134721,0.242040412147911
4,2.38161109688831,5.23829386794885e-05,0.779343232513115,0.242040412147911
5,2.36515291004567,7.58242012872212e-05,0.815830283242831,0.242040412147911
1,3.48851866158771,0.000114112626348121,0.632858094325295,0.50462066491189
2,2.97975723234295,0.000178456663054025,0.691872869683992,0.50462066491189
3,3.22176916794082,8.4307308002399e-05,0.836549854203053,0.50462066491189
4,3.35231641516061,5.58864890636746e-05,0.654798565069871,0.50462066491189
5,3.45735096064907,6.52255187521937e-05,0.865278663989493,0.50462066491189
1,2.77424194230792,9.55001628862347e-05,0.888169394023962,0.381029138828464
2,2.48913818644629,0.000141179450406189,0.73430865130253,0.381029138828464
3,2.60814739921007,7.95746485813244e-05,0.705347181635529,0.381029138828464
4,2.93648204368507,5.23830728439701e-05,0.947797968675266,0.381029138828464
5,3.1000257063064,8.13015078790935e-05,0.979957603886063,0.381029138828464
1,3.0257195206839,0.000106512826739857,0.663163259408502,0.362265715491451
2,2.61444589682392,0.000208049706307611,0.546742742652145,0.362265715491451
3,2.94001183524241,9.07181204714787e-05,0.765357403521665,0.362265715491451
4,2.75283607219378,5.33194974204229e-05,0.603001417490666,0.362265715491451
5,2.86484707592466,7.10279298111565e-05,0.711517387930447,0.362265715491451
1,1.93749964639142,9.44992141734478e-05,0.740176851763703,0.151043094645685
2,1.48213110036724,0.000181384680577997,0.616663734947742,0.151043094645685
3,1.86375790604048,9.70946800660357e-05,0.868224402973264,0.151043094645685
4,1.91216597991018,5.1900161800875e-05,0.661823050320526,0.151043094645685
5,1.85647239142557,6.62327798281535e-05,0.716412285901508,0.151043094645685
1,2.87935553379509,8.46793705688247e-05,0.530320460902964,0.438800290919236
2,2.84154216473615,0.000157690412954714,0.815787750586588,0.438800290919236
3,3.16263207463559,9.54048212522641e-05,0.679721816870806,0.438800290919236
4,3.15688146590382,5.03231744237056e-05,0.592861297764034,0.438800290919236
5,3.11733044889315,7.00916449655481e-05,0.586010131593108,0.438800290919236
1,3.20523519700252,0.000107535737952359,0.709906642738599,0.434187229916462
2,2.59861901806234,0.000121146263049386,0.949684227717758,0.434187229916462
3,3.24655457251458,9.40902652898728e-05,0.83316407628076,0.434187229916462
4,3.17985885839844,5.37439989280637e-05,0.614316755925183,0.434187229916462
5,3.16320767655514,7.33923279062639e-05,0.662481983111955,0.434187229916462
1,2.83713139708715,9.11291064954104e-05,0.559543771729354,0.421902465621339
2,2.75925944213527,0.000217660634985715,0.671316644247978,0.421902465621339
3,2.9957470817165,9.50163293121071e-05,0.71574963902966,0.421902465621339
4,3.012700431947,4.9310582027118e-05,0.630025235720033,0.421902465621339
5,3.10243560374382,7.01069829311721e-05,1.00385557641105,0.421902465621339
1,2.61111616512472,0.000100051388183212,0.487054915124078,0.377750977219171
2,2.71272902430949,0.000245077652786844,0.703882964431108,0.377750977219171
3,2.78423475698743,0.000103343362193087,0.654084646981726,0.377750977219171
4,2.78890583666845,5.1801764020127e-05,0.704931857988698,0.377750977219171
5,2.80082056298219,7.01038222008065e-05,0.684275918657429,0.377750977219171
1,2.59274766406608,6.12809539715031e-05,0.73231878800505,0.426224072166135
2,2.73015509731833,0.000174843524104753,0.683221765540051,0.426224072166135
3,3.02684101297227,8.93622360918309e-05,0.573639526419408,0.426224072166135
4,3.0479597889909,5.39435355366437e-05,0.581277960922719,0.426224072166135
5,2.98375580443369,6.22835808006356e-05,0.813161956968014,0.426224072166135
1,2.37282741048666,9.93231730143294e-05,0.471768690293263,0.341782963563029
2,2.29084636316524,0.00018898342377145,0.541503090054773,0.341782963563029
3,2.55422251648357,8.36552721552524e-05,0.646299763684624,0.341782963563029
4,2.65340808675828,5.28545745938076e-05,0.631462621946569,0.341782963563029
5,2.76422917647774,8.18074984568176e-05,0.661301950557435,0.341782963563029
1,2.76693994128045,8.19930525768962e-05,0.50968868456181,0.441613154422162
2,2.82734784138401,0.000145801427560363,1.14170669646456,0.441613154422162
3,3.19272155802038,8.23142635363988e-05,0.688622950941373,0.441613154422162
4,3.05132518719132,4.86342936639291e-05,0.504677942501253,0.441613154422162
5,3.23881864231217,6.99689151867416e-05,1.0814950213416,0.441613154422162
1,2.24611405746079,0.000120073207263091,0.568283251266518,0.222670711593009
2,1.673147691595,0.000158213253588169,0.735890160098627,0.222670711593009
3,2.05243404566278,9.84756225503908e-05,0.790220519631278,0.222670711593009
4,2.13508775894061,5.17333385474402e-05,0.609362274630667,0.222670711593009
5,2.0839409249609,7.21290980858887e-05,0.825254588654804,0.222670711593009
1,2.59280622250019,0.00011285120967636,0.621091024662868,0.331575044896064
2,2.15211195080446,0.000178440505176062,0.630993458644052,0.331575044896064
3,2.67297397095786,9.01005873021989e-05,0.63480478052083,0.331575044896064
4,2.54300522092997,5.08162718856273e-05,0.598568490414143,0.331575044896064
5,2.79046042020798,6.9300197168334e-05,0.899335811627519,0.331575044896064
1,3.34788062138886,0.000109054019518906,0.569783543370935,0.521702528263315
2,2.9298137957104,0.000143561140263223,0.737273612479267,0.521702528263315
3,3.3556079311245,8.73640942668552e-05,0.576539210024638,0.521702528263315
4,3.32007748415618,5.39623156240623e-05,0.553882729243912,0.521702528263315
5,3.64769121100453,7.49420052775571e-05,0.898751926675606,0.521702528263315
1,4.19743370844098,8.24737775780251e-05,0.519806407176382,0.749637631921791
2,4.18085074424104,0.000154786676758298,0.799883472192734,0.749637631921791
3,4.56982668255538,9.22427482683882e-05,0.944027060547432,0.749637631921791
4,4.51330688189602,5.64299094300239e-05,0.835345939649389,0.749637631921791
5,4.43696869116472,6.33193542071098e-05,0.555302802666439,0.749637631921791
1,3.10705720193077,0.000109105440599817,0.789545131752834,0.426715742035598
2,2.70162592621819,0.000241630540944742,0.610895768887073,0.426715742035598
3,2.89070258558871,9.5683390650898e-05,0.74607561756901,0.426715742035598
4,3.00154031643275,5.43918164126009e-05,0.471114951206291,0.426715742035598
5,3.12770384262709,7.26908283768254e-05,0.760418629837788,0.426715742035598
1,2.60932148927844,8.35788883098916e-05,0.665065807156985,0.389347938636822
2,2.8193354634422,0.00017534243014919,0.714398846055116,0.389347938636822
3,2.87181273947075,9.14044131179598e-05,0.967094631708906,0.389347938636822
4,2.72655720915688,5.00689747606592e-05,0.770069354414623,0.389347938636822
5,2.89300230206726,6.66757744561884e-05,0.634736816242376,0.389347938636822
1,2.4665026035985,0.000104808327612483,0.519875707772353,0.323936165196272
2,2.41848635640074,0.000202320149599107,0.709950252292764,0.323936165196272
3,2.62438656613635,9.08191175483283e-05,0.919408279713089,0.323936165196272
4,2.64879810388953,5.66763368611479e-05,0.694458778565837,0.323936165196272
5,2.70809177235664,6.94858623782468e-05,0.861790768376902,0.323936165196272
1,2.22010228024581,0.000101142573604916,0.682105281829857,0.191745235847102
2,2.13017915097941,0.000403565026603484,0.633635782866707,0.191745235847102
3,2.12389410688619,0.000104832718576091,0.870863962581999,0.191745235847102
4,1.98620275863786,5.54919134015125e-05,0.490651560091708,0.191745235847102
5,2.11621532977668,7.39289421603034e-05,0.695170039283735,0.191745235847102
1,3.47175918285047,0.000101257570600008,0.643767334144471,0.503928710375592
2,3.40208650272564,0.000119544744849066,1.02931317659554,0.503928710375592
3,3.22966770263101,9.24744232999524e-05,0.74819217882968,0.503928710375592
4,3.44377174660268,5.10628953818864e-05,0.564103196292092,0.503928710375592
5,3.4913468685034,7.16022188078237e-05,0.799122227337561,0.503928710375592
1,2.72986904702015,9.01530418581276e-05,0.889581413408085,0.370903370331191
2,2.12904105719684,0.00015803457500849,0.698585274960936,0.370903370331191
3,2.77217239081403,8.88208895103043e-05,0.823457448996126,0.370903370331191
4,2.63999966928036,5.15291201230175e-05,0.489241723711451,0.370903370331191
5,2.9602281696519,7.6048941539656e-05,0.871898061094661,0.370903370331191
1,2.23300175381629,0.000105069577537393,0.576393498745257,0.225578316461694
2,1.6452871201385,0.000159824451676755,0.681790965338172,0.225578316461694
3,2.41732156836079,0.000101517133257085,0.772854273708519,0.225578316461694
4,2.26060832998655,5.07102961662623e-05,0.655888609042136,0.225578316461694
5,2.21965063839475,7.66096393017454e-05,0.850032933838228,0.225578316461694
1,2.99239365816743,0.000105922354845124,0.645577456414846,0.405601117146167
2,2.57664066482004,0.000226465499159087,0.676563055387957,0.405601117146167
3,3.01293217207192,9.48976774417361e-05,0.691018519738149,0.405601117146167
4,3.11022204467865,5.29233237868406e-05,0.609219851079859,0.405601117146167
5,2.98822583812701,7.08020877149934e-05,0.613288944752928,0.405601117146167
1,3.07238637421186,0.000114244142821946,0.614480232547808,0.398894751466894
2,2.82147753626443,0.000143926306796616,0.713083550793296,0.398894751466894
3,2.91528350361984,9.6218584772539e-05,0.553059405996132,0.398894751466894
4,3.13116370991758,5.21247619965558e-05,0.619023155443134,0.398894751466894
5,2.84235539833059,7.10926892972467e-05,0.51527022008452,0.398894751466894
1,2.79533076929246,0.000104559641048682,0.526065552575102,0.427534128133527
2,2.48936497777276,0.000108265658779844,1.11517179891128,0.427534128133527
3,3.13771260658795,9.95807896316729e-05,0.785985505828756,0.427534128133527
4,3.15580297564564,5.3604308818423e-05,0.760173548689053,0.427534128133527
5,3.1229340199008,6.89785008097915e-05,0.768539078789922,0.427534128133527
1,3.17475801641492,9.20918897518382e-05,0.446012726342766,0.52972315039976
2,3.0830318895814,0.000155102341995326,0.664790532980325,0.52972315039976
3,3.5305642874694,9.42791616370111e-05,0.826734738321243,0.52972315039976
4,3.47578415641621,5.38208587585573e-05,0.565099028671208,0.52972315039976
5,3.61138161000481,7.17744636770237e-05,0.819525326598027,0.52972315039976
1,1.48297524145933,0.000101342347875718,0.668634507615561,0.0924041350028287
2,1.37450569566534,0.000171064433284335,0.745844903830922,0.0924041350028287
3,1.6084687166741,0.000103869001789107,0.628598828487315,0.0924041350028287
4,1.59137264955823,4.66118269429485e-05,0.782000456215201,0.0924041350028287
5,1.59571556689342,7.00363579554152e-05,0.689168178759742,0.0924041350028287
1,3.51939322409467,8.33145035482754e-05,0.784222491507725,0.531963827716172
2,3.41585579308913,0.000177849200042188,0.909619421926447,0.531963827716172
3,3.56254633012734,9.47717027904114e-05,1.15854750555441,0.531963827716172
4,3.38054315890897,5.04521787222933e-05,0.457911747136777,0.531963827716172
5,3.37470043152052,6.53842361916964e-05,0.740239137515296,0.531963827716172
1,1.6913903452582,0.000101133018687922,0.564554771299297,0.146895557408317
2,1.25851831780472,0.000156826706307391,0.717772513966024,0.146895557408317
3,1.97744423903662,0.000101667191224758,0.782273921411751,0.146895557408317
4,1.78575470532848,4.91100324962861e-05,0.843353518154728,0.146895557408317
5,1.88537684045043,7.2097536131103e-05,0.905830371355696,0.146895557408317
1,2.95093166263817,0.000106994330468735,0.681929723828609,0.374823204775264
2,2.27626177733975,0.000131944820637909,0.793014358447053,0.374823204775264
3,2.86551773849783,9.01186996473531e-05,1.16552240372816,0.374823204775264
4,2.96710514018739,5.28605013578209e-05,0.583029640934224,0.374823204775264
5,2.98603412559424,6.68662789813582e-05,0.760986073933918,0.374823204775264
1,2.79562237769975,8.8834746743257e-05,0.618282545843851,0.370583347683551
2,2.8006474286109,0.000300204681236974,0.674825181150725,0.370583347683551
3,2.82629880633541,9.88956706693323e-05,0.993952840842387,0.370583347683551
4,2.81679901915499,5.57173658447717e-05,0.644900271341542,0.370583347683551
5,2.87018600969445,7.24335176834651e-05,0.798590618224946,0.370583347683551
1,2.52855904898934,0.000112362935839057,0.440056536880196,0.343916105153915
2,2.49627760464446,0.000183942174753924,0.915722863559179,0.343916105153915
3,2.71725982257412,0.000100815307678583,0.52473411286324,0.343916105153915
4,2.70742817286584,5.69658981213106e-05,0.792021557349412,0.343916105153915
5,2.80201807328594,7.81183545453442e-05,1.049920549653,0.343916105153915
1,2.92173285686272,8.51876230194256e-05,0.567021611833812,0.480893573176997
2,2.69188470830937,0.00010666430264331,0.755038222285048,0.480893573176997
3,3.1533799857147,9.96933146192283e-05,0.573290057715268,0.480893573176997
4,3.3596652572307,5.18753936028834e-05,0.575023379928375,0.480893573176997
5,3.36964133655793,6.64678657303264e-05,0.764546291469941,0.480893573176997
1,2.48566456385483,0.000106247410746337,0.636574846389406,0.30761330847498
2,2.33461676489817,0.000139610847159892,0.881103505859865,0.30761330847498
3,2.49029418571466,9.97225381509145e-05,0.714985597345511,0.30761330847498
4,2.45317164128003,5.35445483892069e-05,0.483986655810356,0.30761330847498
5,2.57536032689961,6.96968674230803e-05,0.971632858417063,0.30761330847498
1,3.73731067369256,8.41642924486337e-05,0.635749302321867,0.620866688660343
2,3.67709615471157,0.000142483925184262,1.0091194868861,0.620866688660343
3,4.01239495149431,8.17550351986067e-05,0.907562169293236,0.620866688660343
4,3.85874826304266,5.12823408836648e-05,0.729172111535218,0.620866688660343
5,3.78059729447761,5.87169738012311e-05,0.597897296407622,0.620866688660343
1,2.3784143971701,8.91205850732214e-05,0.629526907729127,0.313267525504025
2,2.25846618031744,0.000172258547139269,0.644258713016584,0.313267525504025
3,2.69927808190125,9.33304762656336e-05,0.963607085677279,0.313267525504025
4,2.35597659230507,5.18464640662977e-05,0.611634264687498,0.313267525504025
5,2.57172756930161,7.5217256191992e-05,0.801243068187672,0.313267525504025
1,3.18234841249198,9.12976361580913e-05,0.657976721330748,0.514058887338403
2,3.215341633957,0.000217231236259844,0.715313116257447,0.514058887338403
3,3.51555830529468,9.22730714680749e-05,0.688114677373053,0.514058887338403
4,3.4702244052581,5.36099618140519e-05,0.781938297544607,0.514058887338403
5,3.42228276963642,7.45525330325104e-05,1.00396868123552,0.514058887338403
1,2.90470415616767,0.000101488295611702,0.796795550753788,0.386022874191826
2,2.07708490134232,9.22601144541301e-05,0.64093974074092,0.386022874191826
3,2.79770407966018,7.72252128862605e-05,0.672388656307867,0.386022874191826
4,2.90678614325921,5.41700124222908e-05,0.645008072897567,0.386022874191826
5,3.00744058986788,7.59971188761779e-05,0.774191295279015,0.386022874191826
1,2.69560552257951,8.60445022818997e-05,0.643760086494124,0.373828610153189
2,2.43259207578447,0.000147783397614216,0.792221032882998,0.373828610153189
3,2.92429949400088,9.47383334309076e-05,0.726550819725597,0.373828610153189
