"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",2015,19730.6031724954,15285.2687923541,24175.9375526367,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"2",2016,20022.1169774362,15826.2463009435,24217.987653929,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"3",2017,19770.8008148357,15868.7654604118,23672.8361692596,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"4",2018,19742.6481342357,15889.2864967412,23596.0097717302,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
