"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1970,249714.977010907,184592.140124325,314837.813897489,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"2",1971,200967.995400751,157415.105427023,244520.885374479,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"3",1972,262167.747504375,212907.523215001,311427.97179375,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"4",1973,211031.977545164,156371.761786027,265692.193304301,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"5",1974,211032.245452291,156372.419888722,265692.07101586,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"6",1975,259617.074445266,213314.006907056,305920.141983477,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"7",1976,351535.940666146,303846.834610523,399225.046721769,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"8",1977,340380.204369945,292603.660875338,388156.747864552,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"9",1978,361237.71275891,313793.810249993,408681.615267828,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"10",1979,357032.885558091,312380.447686974,401685.323429208,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"11",1980,357028.32476253,312382.523059479,401674.12646558,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"12",1981,356935.589698501,312385.92740035,401485.251996652,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"13",1982,356925.831370993,312388.698683053,401462.964058933,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"14",1983,356610.833779382,312349.689181648,400871.978377116,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"15",1984,334716.498370743,291409.990608808,378023.006132678,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"16",1985,347510.037869264,303368.183492294,391651.892246234,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"17",1986,375983.674873758,330787.451400962,421179.898346554,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"18",1987,378376.8511818,334225.038477853,422528.663885747,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
