"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1967,460799.821508706,305968.692048178,615630.950969235,"Percentile","BinLogistic",FALSE,FALSE
"2",1968,426608.10355786,332400.077126409,520816.12998931,"Percentile","BinLogistic",FALSE,FALSE
"3",1969,662029.868460404,152078.108130829,1171981.62878998,"Percentile","BinLogistic",FALSE,FALSE
"4",1970,573704.891611534,329396.123878519,818013.65934455,"Percentile","BinLogistic",FALSE,FALSE
"5",1971,923475.166142778,-66739.3181900686,1913689.65047562,"Percentile","BinLogistic",FALSE,FALSE
"6",1972,741778.85031726,312925.56777537,1170632.13285915,"Percentile","BinLogistic",FALSE,FALSE
"7",1973,676504.07298894,409293.393253087,943714.752724793,"Percentile","BinLogistic",FALSE,FALSE
"8",1974,769392.497944789,384519.912722374,1154265.0831672,"Percentile","BinLogistic",FALSE,FALSE
"9",1975,1305648.08309687,-124333.203305696,2735629.36949943,"Percentile","BinLogistic",FALSE,FALSE
"10",1976,1405035.59943202,-429964.452232334,3240035.65109637,"Percentile","BinLogistic",FALSE,FALSE
"11",1977,1276180.34407313,-188095.23864675,2740455.92679301,"Percentile","BinLogistic",FALSE,FALSE
"12",1978,1128688.8015994,83911.521187037,2173466.08201176,"Percentile","BinLogistic",FALSE,FALSE
"13",1979,1274393.31216165,-32634.1958552052,2581420.8201785,"Percentile","BinLogistic",FALSE,FALSE
"14",1980,1860501.66426328,-1844423.27886582,5565426.60739237,"Percentile","BinLogistic",FALSE,FALSE
"15",1981,1647099.94420371,-1001149.4087811,4295349.29718852,"Percentile","BinLogistic",FALSE,FALSE
"16",1982,1305805.11158652,-34696.8883214295,2646307.11149446,"Percentile","BinLogistic",FALSE,FALSE
"17",1983,1299700.31746669,294318.020281198,2305082.61465218,"Percentile","BinLogistic",FALSE,FALSE
"18",1984,1142543.82831431,500327.297890356,1784760.35873826,"Percentile","BinLogistic",FALSE,FALSE
"19",1985,1050477.72456093,595933.399949522,1505022.04917234,"Percentile","BinLogistic",FALSE,FALSE
"20",1986,1139534.42131656,583847.224161252,1695221.61847186,"Percentile","BinLogistic",FALSE,FALSE
"21",1987,1363519.30582637,581102.942480098,2145935.66917265,"Percentile","BinLogistic",FALSE,FALSE
"22",1988,1249286.31156211,683850.677371582,1814721.94575263,"Percentile","BinLogistic",FALSE,FALSE
"23",1989,1303918.25412222,669056.664405835,1938779.8438386,"Percentile","BinLogistic",FALSE,FALSE
"24",1990,1290949.27044522,678693.340622532,1903205.20026791,"Percentile","BinLogistic",FALSE,FALSE
"25",1991,1398095.29734365,693315.591844765,2102875.00284252,"Percentile","BinLogistic",FALSE,FALSE
"26",1992,1443376.29701604,657630.200152143,2229122.39387993,"Percentile","BinLogistic",FALSE,FALSE
"27",1993,1413490.10251186,698206.982891486,2128773.22213223,"Percentile","BinLogistic",FALSE,FALSE
"28",1994,1319096.61738862,760865.808962135,1877327.42581509,"Percentile","BinLogistic",FALSE,FALSE
"29",1995,1369961.38697559,803606.892947726,1936315.88100345,"Percentile","BinLogistic",FALSE,FALSE
"30",1996,1313712.39996747,811694.320709539,1815730.47922541,"Percentile","BinLogistic",FALSE,FALSE
"31",1997,1243316.34702704,814483.065322311,1672149.62873178,"Percentile","BinLogistic",FALSE,FALSE
"32",1998,1217693.28990444,808824.716511236,1626561.86329764,"Percentile","BinLogistic",FALSE,FALSE
