"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1967,446546.106055227,150441.787585861,742650.424524592,"Percentile","BinLogistic",FALSE,FALSE
"2",1968,390252.185973172,263068.398731568,517435.973214776,"Percentile","BinLogistic",FALSE,FALSE
"3",1969,579324.773480779,-690999.568386004,1849649.11534756,"Percentile","BinLogistic",FALSE,FALSE
"4",1970,425521.025805015,284820.505715558,566221.545894471,"Percentile","BinLogistic",FALSE,FALSE
"5",1971,588150.425560335,-73402.0205677917,1249702.87168846,"Percentile","BinLogistic",FALSE,FALSE
"6",1972,451404.440766871,337704.806078141,565104.075455601,"Percentile","BinLogistic",FALSE,FALSE
"7",1973,485345.044080107,377144.146996221,593545.941163994,"Percentile","BinLogistic",FALSE,FALSE
"8",1974,467066.027624979,380744.934225208,553387.12102475,"Percentile","BinLogistic",FALSE,FALSE
"9",1975,567024.298022202,371149.009042406,762899.587001998,"Percentile","BinLogistic",FALSE,FALSE
"10",1976,551308.546984951,300330.805736451,802286.28823345,"Percentile","BinLogistic",FALSE,FALSE
"11",1977,544547.016471901,391856.507944362,697237.52499944,"Percentile","BinLogistic",FALSE,FALSE
"12",1978,538300.813530043,307124.359288293,769477.267771793,"Percentile","BinLogistic",FALSE,FALSE
"13",1979,584496.940118954,362486.354074324,806507.526163583,"Percentile","BinLogistic",FALSE,FALSE
"14",1980,559435.08058038,346605.319823662,772264.841337098,"Percentile","BinLogistic",FALSE,FALSE
"15",1981,590118.961026798,372989.300941309,807248.621112286,"Percentile","BinLogistic",FALSE,FALSE
"16",1982,543557.823349011,404090.17258966,683025.474108361,"Percentile","BinLogistic",FALSE,FALSE
"17",1983,606147.889357462,402998.715659427,809297.063055498,"Percentile","BinLogistic",FALSE,FALSE
"18",1984,584827.276051497,385929.904126078,783724.647976916,"Percentile","BinLogistic",FALSE,FALSE
"19",1985,614488.629125834,432845.616994438,796131.641257229,"Percentile","BinLogistic",FALSE,FALSE
"20",1986,584973.09797017,444753.299811599,725192.89612874,"Percentile","BinLogistic",FALSE,FALSE
"21",1987,657623.999236509,441682.737446653,873565.261026365,"Percentile","BinLogistic",FALSE,FALSE
"22",1988,619797.236156603,461988.940411104,777605.531902101,"Percentile","BinLogistic",FALSE,FALSE
"23",1989,642929.204363864,487572.446591621,798285.962136108,"Percentile","BinLogistic",FALSE,FALSE
"24",1990,610299.753944503,480598.528450905,740000.979438101,"Percentile","BinLogistic",FALSE,FALSE
"25",1991,646312.890145856,514352.639173609,778273.141118104,"Percentile","BinLogistic",FALSE,FALSE
"26",1992,619296.075201526,507471.503573654,731120.646829397,"Percentile","BinLogistic",FALSE,FALSE
"27",1993,646650.060192953,526399.07009263,766901.050293276,"Percentile","BinLogistic",FALSE,FALSE
"28",1994,638756.366883829,508650.398566225,768862.335201434,"Percentile","BinLogistic",FALSE,FALSE
"29",1995,664962.800567929,543182.20762441,786743.393511448,"Percentile","BinLogistic",FALSE,FALSE
"30",1996,652105.069157271,516279.054020606,787931.084293936,"Percentile","BinLogistic",FALSE,FALSE
"31",1997,669010.728436512,532565.284221374,805456.172651649,"Percentile","BinLogistic",FALSE,FALSE
"32",1998,646133.333627258,513206.318153958,779060.349100559,"Percentile","BinLogistic",FALSE,FALSE
"33",1999,671063.799490327,545617.312247381,796510.286733273,"Percentile","BinLogistic",FALSE,FALSE
"34",2000,655695.190604955,534633.26670026,776757.114509649,"Percentile","BinLogistic",FALSE,FALSE
"35",2001,663867.623420279,543219.805171042,784515.441669517,"Percentile","BinLogistic",FALSE,FALSE
"36",2002,646717.793836251,531395.055746677,762040.531925825,"Percentile","BinLogistic",FALSE,FALSE
"37",2003,689382.932254819,555776.009557636,822989.854952002,"Percentile","BinLogistic",FALSE,FALSE
"38",2004,749572.072199409,498471.290885296,1000672.85351352,"Percentile","BinLogistic",FALSE,FALSE
"39",2005,782563.408695469,537081.081739067,1028045.73565187,"Percentile","BinLogistic",FALSE,FALSE
"40",2006,791082.483922497,496819.397542498,1085345.5703025,"Percentile","BinLogistic",FALSE,FALSE
"41",2007,855359.790348284,523329.966253426,1187389.61444314,"Percentile","BinLogistic",FALSE,FALSE
"42",2008,826536.861403431,498993.267087115,1154080.45571975,"Percentile","BinLogistic",FALSE,FALSE
"43",2009,858620.973272204,515573.340704539,1201668.60583987,"Percentile","BinLogistic",FALSE,FALSE
"44",2010,825802.324237166,501335.886925378,1150268.76154895,"Percentile","BinLogistic",FALSE,FALSE
"45",2011,885443.014685164,521643.699677609,1249242.32969272,"Percentile","BinLogistic",FALSE,FALSE
"46",2012,840911.117017344,535530.608255236,1146291.62577945,"Percentile","BinLogistic",FALSE,FALSE
"47",2013,882415.401957271,544990.128662275,1219840.67525227,"Percentile","BinLogistic",FALSE,FALSE
"48",2014,872478.643053255,511568.79930869,1233388.48679782,"Percentile","BinLogistic",FALSE,FALSE
"49",2015,929458.72420276,558913.725786797,1300003.72261872,"Percentile","BinLogistic",FALSE,FALSE
"50",2016,892253.160768513,572784.342489511,1211721.97904751,"Percentile","BinLogistic",FALSE,FALSE
"51",2017,985457.219512796,495997.487489536,1474916.95153606,"Percentile","BinLogistic",FALSE,FALSE
"52",2018,958579.801802338,460028.768349411,1457130.83525527,"Percentile","BinLogistic",FALSE,FALSE
