"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1975,315554.187547085,222613.907221033,408494.467873138,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"2",1976,536962.78098122,320065.327639988,753860.234322452,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"3",1977,540470.8220251,308364.902430704,772576.741619497,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"4",1978,521329.48279109,351482.400447154,691176.565135027,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"5",1979,517271.534136263,352421.109411113,682121.958861413,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"6",1980,516599.279363185,354139.521906508,679059.036819862,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"7",1981,511873.686958384,359733.600134882,664013.773781886,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"8",1982,510517.0836529,362126.878337082,658907.288968718,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"9",1983,500508.771070077,365582.154124477,635435.388015677,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"10",1984,480299.92941664,333747.653381776,626852.205451504,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"11",1985,509111.727915215,360573.12727117,657650.32855926,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"12",1986,643304.614533479,474119.901207548,812489.327859409,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"13",1987,703862.783280323,514049.906231577,893675.660329069,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"14",1988,699197.882002023,517288.223159914,881107.540844131,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"15",1989,710161.631762405,459794.523065625,960528.740459185,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"16",1990,854150.281515894,585867.947594239,1122432.61543755,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"17",1991,952729.877650587,572470.20374312,1332989.55155805,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"18",1992,1044018.52601759,655072.577703711,1432964.47433146,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"19",1993,1124085.16093612,659749.239198735,1588421.0826735,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"20",1994,1090437.62978947,677812.20918481,1503063.05039413,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"21",1995,1167923.39896558,635386.707908421,1700460.09002274,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"22",1996,1185573.55725756,610217.19701935,1760929.91749577,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"23",1997,1220557.9164583,608597.915803395,1832517.91711321,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"24",1998,1152221.39240835,671660.798099572,1632781.98671712,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"25",1999,1137897.0193965,683845.93369048,1591948.10510252,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"26",2000,1092509.3588138,684293.694402442,1500725.02322516,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"27",2001,1394007.59042615,625666.650037826,2162348.53081447,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"28",2002,1900612.40834218,209836.702376754,3591388.1143076,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"29",2003,NA,NA,NA,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"30",2004,NA,NA,NA,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"31",2005,NA,NA,NA,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"32",2006,NA,NA,NA,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"33",2007,NA,NA,NA,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"34",2008,2530781.42827665,129749.476774681,4931813.37977861,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"35",2009,NA,NA,NA,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"36",2010,NA,NA,NA,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"37",2011,2600249.15682599,114696.873442937,5085801.44020904,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
"38",2012,NA,NA,NA,"SR_IndivRicker_NoSurv","BernLogistic",FALSE,TRUE
