"","Mod","CU_ID","CU_Name","est_B","est_sigma","est_Smsy","est_Sgen","est_A","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1","SR_HierRicker_Surv",0,"Middle_Fraser",1.17761307545208e-07,0.536844626322309,3.2408624096929,1664.46631650576,2.36871097459733,-39.3824622322829,3368.3150952438,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"2","SR_HierRicker_Surv",1,"Fraser_Canyon",3.2262205048143e-07,0.671169605529237,1.41304853842891,589.462432585733,2.89929388341975,-483.057906440047,1661.98277161151,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"3","SR_HierRicker_Surv",2,"Lower_Thompson",1.23170974983676e-07,0.657379958117957,3.3596720540035,1582.15536296105,2.58036885794641,127.752006964422,3036.55871895767,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"4","SR_HierRicker_Surv",3,"North_Thompson",7.50408005091082e-08,0.471383212806202,5.95739629372282,2551.14201531678,2.82789178522724,964.938317007345,4137.3457136262,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"5","SR_HierRicker_Surv",4,"South_Thompson",8.9016115234021e-08,0.634205342230666,4.37676408294106,2201.20053043101,2.41874180491781,307.115475066009,4095.28558579601,2015,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"6","SR_HierRicker_Surv",0,"Middle_Fraser",1.18010675069743e-07,0.519255860437699,3.23167743806764,1660.95089414374,2.36700228825423,-16.7812126384858,3338.68300092597,2016,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"7","SR_HierRicker_Surv",1,"Fraser_Canyon",3.2200294550369e-07,0.650250550093854,1.55355321568913,564.66058539704,3.29990420438626,-379.574728635479,1508.89589942956,2016,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"8","SR_HierRicker_Surv",2,"Lower_Thompson",1.24417947731467e-07,0.635824044326231,3.33485555682507,1565.66077756793,2.58807806144801,137.678687694203,2993.64286744165,2016,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"9","SR_HierRicker_Surv",3,"North_Thompson",7.78480420155588e-08,0.473641501124022,5.99231221034031,2421.01234704183,2.98848572010016,923.391700283323,3918.63299380034,2016,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"10","SR_HierRicker_Surv",4,"South_Thompson",8.76232227732239e-08,0.615572938309236,4.36495672970883,2236.95039047517,2.37382304961068,355.334641137061,4118.56613981329,2016,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"11","SR_HierRicker_Surv",0,"Middle_Fraser",1.1801079582709e-07,0.51925768325188,3.23167960506859,1660.94862145133,2.36700628894313,-16.7856467782485,3338.6828896809,2017,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"12","SR_HierRicker_Surv",1,"Fraser_Canyon",3.22002577620057e-07,0.650251016414902,1.55355893309264,564.660671572746,3.29991677619507,-379.572900180031,1508.89424332552,2017,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"13","SR_HierRicker_Surv",2,"Lower_Thompson",1.24418333312973e-07,0.635824027359637,3.33485370631554,1565.66075062202,2.58808546295914,137.681965765128,2993.63953547892,2017,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"14","SR_HierRicker_Surv",3,"North_Thompson",7.78480768825756e-08,0.473638597648621,5.99231624687537,2421.00127808406,2.9884902141601,923.385238168344,3918.61731799978,2017,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"15","SR_HierRicker_Surv",4,"South_Thompson",8.7623550404478e-08,0.615572910284077,4.36496384487166,2236.93840510996,2.37383581842721,355.325091699546,4118.55171852037,2017,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"16","SR_HierRicker_Surv",0,"Middle_Fraser",1.18011471113396e-07,0.51925493664394,3.23166516476521,1660.93003919504,2.3670092504721,-16.7877432864875,3338.64782167657,2018,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"17","SR_HierRicker_Surv",1,"Fraser_Canyon",3.2200249314537e-07,0.650250418247788,1.55355328652502,564.660940153358,3.29989747081975,-379.576437465148,1508.89831777186,2018,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"18","SR_HierRicker_Surv",2,"Lower_Thompson",1.24418555787565e-07,0.635822756787693,3.33485015355717,1565.65092307292,2.58808756565769,137.677401854611,2993.62444429122,2018,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"19","SR_HierRicker_Surv",3,"North_Thompson",7.78478974520468e-08,0.473640932807553,5.99231970175808,2421.00016936894,2.98848328844569,923.377166823171,3918.6231719147,2018,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"20","SR_HierRicker_Surv",4,"South_Thompson",8.76226785480456e-08,0.615574131212902,4.36497731367384,2236.964265455,2.37381949361818,355.327516946669,4118.60101396333,2018,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
