"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",2015,14416.2817167948,5713.20730244362,23119.356131146,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE
"2",2016,14855.9720313754,6467.44902719539,23244.4950355554,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE
"3",2017,14504.4368915316,5133.25396770746,23875.6198153557,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE
"4",2018,14697.6924209942,5899.29241220007,23496.0924297884,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE
