"","z.value","Pr...z.2..","Mod","CU_ID","CU_Name","est_sigma","est_Smsy","est_Sgen","est_A","est_B","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",-3.0693497985961,0.0021452524814072,"SR_IndivRicker_SurvCap",0,"Middle_Fraser",0.560047040016631,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"2",-2.1160573747533,0.0343399281615079,"SR_IndivRicker_SurvCap",1,"Fraser_Canyon",0.668665932167116,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"3",-1.71244808221217,0.0868141245991717,"SR_IndivRicker_SurvCap",2,"Lower_Thompson",0.717158973156074,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"4",-2.86419781639073,0.00418066837583107,"SR_IndivRicker_SurvCap",3,"North_Thompson",0.572326320675443,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"5",-2.13609484556525,0.0326716838156656,"SR_IndivRicker_SurvCap",4,"South_Thompson",0.668420832471538,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"6",6.77333135798452,1.25850256381349e-11,"SR_IndivRicker_SurvCap",0,"Middle_Fraser",NA,4910.13219527028,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"7",8.27437410523603,1.29132128226346e-16,"SR_IndivRicker_SurvCap",1,"Fraser_Canyon",NA,1491.04727507995,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"8",5.98506892778058,2.1629824329663e-09,"SR_IndivRicker_SurvCap",2,"Lower_Thompson",NA,4684.59915127507,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"9",10.2097411915205,1.79342557700227e-24,"SR_IndivRicker_SurvCap",3,"North_Thompson",NA,9019.41309893269,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"10",8.46943990764237,2.46575782969266e-17,"SR_IndivRicker_SurvCap",4,"South_Thompson",NA,6608.1345411432,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"11",2.49789121849658,0.01249345252028,"SR_IndivRicker_SurvCap",0,"Middle_Fraser",NA,NA,3026.62322294243,NA,NA,651.747378454051,5401.49906743081,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"12",1.05178123187205,0.292899931750832,"SR_IndivRicker_SurvCap",1,"Fraser_Canyon",NA,NA,425.048381075998,NA,NA,-367.031570214007,1217.128332366,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"13",1.8506419482278,0.064221080679949,"SR_IndivRicker_SurvCap",2,"Lower_Thompson",NA,NA,2376.60879262184,NA,NA,-140.438461170017,4893.6560464137,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
"14",2.57898082460392,0.00990922871052845,"SR_IndivRicker_SurvCap",3,"North_Thompson",NA,NA,4489.61159311119,NA,NA,1077.55104634486,7901.67213987752,2015,"SR_IndivRicker_SurvCap","BinLogistic",FALSE,TRUE
