"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",2015,21474.7965861782,17795.3446147001,25154.2485576563,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"2",2016,21472.0403920144,17798.1412290042,25145.9395550247,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"3",2017,21641.1202304771,18107.8413276052,25174.399133349,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"4",2018,21488.9925966765,18123.6517098053,24854.3334835476,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
