"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1967,189141.905183465,NA,NA,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"2",1968,291012.019480209,212236.113404958,369787.92555546,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"3",1969,296207.744087524,229140.811391039,363274.67678401,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"4",1970,290265.9159512,213160.594215373,367371.237687027,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"5",1971,188815.894170106,NA,NA,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"6",1972,279890.37357102,218709.757697609,341070.989444431,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"7",1973,190733.16595333,NA,NA,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"8",1974,189563.951714201,NA,NA,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"9",1975,275925.84598908,219807.822495852,332043.869482307,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"10",1976,490155.439399816,361709.444529141,618601.434270491,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"11",1977,480755.843176775,366860.11685699,594651.569496559,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"12",1978,489402.219090877,379749.464546548,599054.973635206,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"13",1979,486173.61036086,376210.790852534,596136.429869185,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"14",1980,485768.844554754,376790.412453152,594747.276656357,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"15",1981,549446.298023893,419230.001044776,679662.595003009,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"16",1982,628149.820372712,476527.064313549,779772.576431875,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"17",1983,614007.741954738,473052.208652526,754963.27525695,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"18",1984,598332.888380094,460554.60681381,736111.169946378,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"19",1985,718366.06550677,537240.085745945,899492.045267595,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"20",1986,799177.911798516,605489.105018147,992866.718578885,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"21",1987,805854.981933412,621558.454741941,990151.509124883,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"22",1988,788952.69934967,631632.046952191,946273.351747148,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"23",1989,805990.121261606,608142.823037324,1003837.41948589,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"24",1990,921803.874145143,692543.252187765,1151064.49610252,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"25",1991,942896.339498436,701702.56089491,1184090.11810196,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"26",1992,997011.472576799,760923.94876272,1233098.99639088,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"27",1993,1073675.39882425,780921.964815435,1366428.83283306,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"28",1994,1067367.77456448,770017.473621598,1364718.07550735,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"29",1995,1078074.48130627,762959.766754192,1393189.19585834,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"30",1996,1027230.59906998,735790.267008635,1318670.93113133,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"31",1997,1023955.85582072,740326.914516074,1307584.79712536,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"32",1998,1008172.37215025,746006.305347959,1270338.43895254,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
