"","Mod","CU_ID","CU_Name","est_sigma","est_Smsy","est_Sgen","est_A","est_B","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1","SR_HierRicker_SurvCap",0,"Middle_Fraser",0.557062468687303,4.74213198393919,2809.16332886443,2.04525683115785,6.83203965290142e-08,NA,NA,2015,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"2","SR_HierRicker_SurvCap",1,"Fraser_Canyon",0.676602746047348,1.52518490637362,629.062455238568,2.930668142694,3.01383007658992e-07,NA,NA,2015,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"3","SR_HierRicker_SurvCap",2,"Lower_Thompson",0.713330526306354,4.64969453017911,2396.00896201687,2.36080736775747,8.1805449050816e-08,NA,NA,2015,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"4","SR_HierRicker_SurvCap",3,"North_Thompson",0.575845996008328,8.92268546828933,4517.32806714242,2.40284995487728,4.33838860583081e-08,NA,NA,2015,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"5","SR_HierRicker_SurvCap",4,"South_Thompson",0.668731597677607,6.48330951254255,3774.81097645344,2.08296467929573,5.1104923215341e-08,NA,NA,2015,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"6","SR_HierRicker_SurvCap",0,"Middle_Fraser",0.538429339782426,4.72869713891658,2809.63825158146,2.03873368750726,6.82418655419908e-08,NA,NA,2016,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"7","SR_HierRicker_SurvCap",1,"Fraser_Canyon",0.661239189326344,1.70466145728719,641.417511985171,3.19501649347834,2.87099783203295e-07,NA,NA,2016,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"8","SR_HierRicker_SurvCap",2,"Lower_Thompson",0.691847614927578,4.59902995836203,2387.22276684958,2.3436324465574,8.20984103250867e-08,NA,NA,2016,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"9","SR_HierRicker_SurvCap",3,"North_Thompson",0.573331878906568,8.83196472885042,4264.89076804843,2.51780380406589,4.58220762312814e-08,NA,NA,2016,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"10","SR_HierRicker_SurvCap",4,"South_Thompson",0.647033755170133,6.4935059349425,3842.69724461685,2.04749016775289,4.99613695915721e-08,NA,NA,2016,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"11","SR_HierRicker_SurvCap",0,"Middle_Fraser",0.53842928146722,4.72869172135988,2809.63489076558,2.03873427633435,6.82419683888846e-08,NA,NA,2017,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"12","SR_HierRicker_SurvCap",1,"Fraser_Canyon",0.661239050311984,1.70466006870332,641.417758205453,3.19501665833652,2.87100027300549e-07,NA,NA,2017,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"13","SR_HierRicker_SurvCap",2,"Lower_Thompson",0.691847886727808,4.59903509868728,2387.22629055988,2.34363150471336,8.20982850407334e-08,NA,NA,2017,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"14","SR_HierRicker_SurvCap",3,"North_Thompson",0.573331560754954,8.83195564833683,4264.88141595549,2.51780698967707,4.58221768003011e-08,NA,NA,2017,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"15","SR_HierRicker_SurvCap",4,"South_Thompson",0.647033653303869,6.49350445671696,3842.69482128372,2.04749045625539,4.99613897141195e-08,NA,NA,2017,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"16","SR_HierRicker_SurvCap",0,"Middle_Fraser",0.53842911891093,4.72868536300045,2809.62863394928,2.03873586274617,6.82421265982256e-08,NA,NA,2018,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"17","SR_HierRicker_SurvCap",1,"Fraser_Canyon",0.661239031959264,1.70466116817189,641.416463758058,3.19501926701733,2.87100004023499e-07,NA,NA,2018,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"18","SR_HierRicker_SurvCap",2,"Lower_Thompson",0.691846921447008,4.59901651286449,2387.20944488424,2.34363760500864,8.20988339508984e-08,NA,NA,2018,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"19","SR_HierRicker_SurvCap",3,"North_Thompson",0.573331107959995,8.8319411118283,4264.87084490516,2.51780958715262,4.5822295807046e-08,NA,NA,2018,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
"20","SR_HierRicker_SurvCap",4,"South_Thompson",0.647033652828628,6.4935015850838,3842.69145427432,2.04749213964921,4.99614628584949e-08,NA,NA,2018,"SR_HierRicker_SurvCap","BernLogistic",FALSE,TRUE
