"","z.value","Pr...z.2..","Mod","CU_ID","CU_Name","est_sigma","est_Smsy","est_Sgen","est_A","est_B","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",-3.09140010186919,0.00199215002800132,"SR_HierRicker_SurvCap",0,"Middle_Fraser",0.557062293396179,NA,NA,NA,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"2",-2.01284046722525,0.044131415167832,"SR_HierRicker_SurvCap",1,"Fraser_Canyon",0.676603043559653,NA,NA,NA,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"3",-1.7359623145505,0.0825704982131212,"SR_HierRicker_SurvCap",2,"Lower_Thompson",0.713329868184313,NA,NA,NA,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"4",-2.84537523467388,0.00443591333774886,"SR_HierRicker_SurvCap",3,"North_Thompson",0.575845977090514,NA,NA,NA,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"5",-2.12744554237399,0.0333830815370344,"SR_HierRicker_SurvCap",4,"South_Thompson",0.668731403669632,NA,NA,NA,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"6",6.68969940948403,2.23629465725165e-11,"SR_HierRicker_SurvCap",0,"Middle_Fraser",NA,4742.11865148634,NA,NA,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"7",6.76157327614883,1.36501248158164e-11,"SR_HierRicker_SurvCap",1,"Fraser_Canyon",NA,1525.18454980223,NA,NA,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"8",6.34790207591746,2.18270937671496e-10,"SR_HierRicker_SurvCap",2,"Lower_Thompson",NA,4649.68578061152,NA,NA,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"9",10.8935502010457,1.23721274969482e-27,"SR_HierRicker_SurvCap",3,"North_Thompson",NA,8922.67931640651,NA,NA,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"10",8.7768478116206,1.6812025823949e-18,"SR_HierRicker_SurvCap",4,"South_Thompson",NA,6483.30408131006,NA,NA,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"11",2.55419238272366,0.0106434430957129,"SR_HierRicker_SurvCap",0,"Middle_Fraser",NA,NA,2809.15149608087,NA,NA,653.504580225905,4964.79841193583,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"12",1.12442509257589,0.26083273197329,"SR_HierRicker_SurvCap",1,"Fraser_Canyon",NA,NA,629.060960575792,NA,NA,-467.46337961305,1725.58530076463,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"13",2.16277323324796,0.0305586252841751,"SR_HierRicker_SurvCap",2,"Lower_Thompson",NA,NA,2396.00037968025,NA,NA,224.639706272617,4567.36105308789,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"14",2.9806409406169,0.00287645839446953,"SR_HierRicker_SurvCap",3,"North_Thompson",NA,NA,4517.32385521193,NA,NA,1546.8369926169,7487.81071780695,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"15",2.76779168730089,0.00564375166125931,"SR_HierRicker_SurvCap",4,"South_Thompson",NA,NA,3774.80693371098,NA,NA,1101.69333776383,6447.92052965814,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"16",4.89023015487708,1.00718144020983e-06,"SR_HierRicker_SurvCap",0,"Middle_Fraser",NA,NA,NA,2.04525986844518,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"17",3.38503606137181,0.000711689040395219,"SR_HierRicker_SurvCap",1,"Fraser_Canyon",NA,NA,NA,2.93066932379155,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"18",3.68932651087527,0.00022484849717056,"SR_HierRicker_SurvCap",2,"Lower_Thompson",NA,NA,NA,2.36081076151292,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
"19",4.19313118623779,2.75130226411487e-05,"SR_HierRicker_SurvCap",3,"North_Thompson",NA,NA,NA,2.40285177968415,NA,NA,NA,2015,"SR_HierRicker_SurvCap","BinLogistic",FALSE,TRUE
