"stk","alpha","beta","sigma","SREP","stkName","alpha_nBC"
1,1.60608267957164,0.000227793999445503,0.685247,6019.9113361619,"Kyuquot",1.37129967957164
1,1.63796522925989,0.000334070619520589,0.685247,4200.25631488798,"Kyuquot",1.40318222925989
1,1.4394517207885,0.000244914450376557,0.685247,4918.73272049209,"Kyuquot",1.2046687207885
1,1.31618871035602,0.000113906908443174,0.685247,9493.76754348059,"Kyuquot",1.08140571035602
1,1.90210281496089,0.000286046931644715,0.685247,5828.83307076262,"Kyuquot",1.66731981496089
1,1.70287461634423,0.000111176148758779,0.685247,13205.0950921999,"Kyuquot",1.46809161634423
1,1.78479696408931,0.000160444945909511,0.685247,9660.72165940023,"Kyuquot",1.55001396408931
1,1.08675772164986,0.000328365473773723,0.685247,2594.59288413786,"Kyuquot",0.85197472164986
1,1.56449049673816,0.000334956593926283,0.685247,3969.79047688431,"Kyuquot",1.32970749673816
1,1.75375097950985,0.000552694878510662,0.685247,2748.29392956018,"Kyuquot",1.51896797950985
1,1.38231644655917,0.000202639458199656,0.685247,5662.93187296491,"Kyuquot",1.14753344655917
1,1.46021415175343,0.000246874126461598,0.685247,4963.78931772769,"Kyuquot",1.22543115175343
1,1.39503619748938,0.000335085917851447,0.685247,3462.55433510563,"Kyuquot",1.16025319748938
1,1.31145607472494,0.000158609551737707,0.685247,6788.19820703762,"Kyuquot",1.07667307472494
1,1.52444565115392,0.000467761318319067,0.685247,2757.09555417794,"Kyuquot",1.28966265115392
1,1.52391827002014,0.000249238059202691,0.685247,5172.30504098797,"Kyuquot",1.28913527002014
1,1.49468381182502,0.000240729916974089,0.685247,5233.66944857391,"Kyuquot",1.25990081182502
1,1.32191089225968,0.000189051156921665,0.685247,5750.44294867837,"Kyuquot",1.08712789225968
1,1.30698721815839,0.000180273560671605,0.685247,5947.65097091289,"Kyuquot",1.07220421815839
1,1.39618919212329,0.000190952521354212,0.685247,6082.17259393458,"Kyuquot",1.16140619212329
1,1.55705618454881,0.000329687040273128,0.685247,4010.69202918433,"Kyuquot",1.32227318454881
1,1.4221521810066,0.000221157686425925,0.685247,5368.88045898555,"Kyuquot",1.1873691810066
1,1.84606464221113,0.000295523822464568,0.685247,5452.29020379335,"Kyuquot",1.61128164221113
1,1.15673866496198,0.000111767923237462,0.685247,8248.83954408981,"Kyuquot",0.921955664961975
1,1.54206360980914,0.000287452496762852,0.685247,4547.81441988184,"Kyuquot",1.30728060980914
1,1.78785876446011,0.000344550878373055,0.685247,4507.53680209326,"Kyuquot",1.55307576446011
1,1.28702578948071,0.00028632867694399,0.685247,3674.94726938074,"Kyuquot",1.05224278948071
1,1.61675528276474,9.77443598649946e-05,0.685247,14138.6396583243,"Kyuquot",1.38197228276474
1,1.37378307425031,0.000157922676558814,0.685247,7212.39089324909,"Kyuquot",1.13900007425031
1,1.29387776209259,0.000120511287314593,0.685247,8788.34494007058,"Kyuquot",1.05909476209259
1,1.74964601438206,0.00035560888120662,0.685247,4259.9133329909,"Kyuquot",1.51486301438206
1,1.89186573219425,0.000403548791272134,0.685247,4106.27603906463,"Kyuquot",1.65708273219425
1,1.4983978919122,0.000303407632366975,0.685247,4164.74325993173,"Kyuquot",1.2636148919122
1,1.6850280563224,0.000184883419168285,0.685247,7844.10556039288,"Kyuquot",1.4502450563224
1,1.2505313932589,0.000149309138304903,0.685247,6802.98878414696,"Kyuquot",1.0157483932589
1,1.50464412989501,0.000152244770528209,0.685247,8340.91788827462,"Kyuquot",1.26986112989501
1,1.4285099155571,0.000177067776860986,0.685247,6741.63835294709,"Kyuquot",1.1937269155571
1,1.80219341322427,0.000273816827749938,0.685247,5724.30272494319,"Kyuquot",1.56741041322427
1,1.54605932540556,0.000196575134154599,0.685247,6670.61137231269,"Kyuquot",1.31127632540556
1,1.79794536630588,0.000345661420838278,0.685247,4522.23555210468,"Kyuquot",1.56316236630588
1,1.80009603276917,0.000115376193119302,0.685247,13567.0365822401,"Kyuquot",1.56531303276917
1,1.7838072714165,0.000227274002974515,0.685247,6815.66853728623,"Kyuquot",1.5490242714165
1,1.54056300969009,0.00036639820374999,0.685247,3563.82754152661,"Kyuquot",1.30578000969009
1,1.75057206350004,0.000219327434425705,0.685247,6911.07825826276,"Kyuquot",1.51578906350004
1,1.66085980007761,0.000306555046258313,0.685247,4651.94364758868,"Kyuquot",1.42607680007761
1,1.71689141542216,0.000219488632681972,0.685247,6752.55204477791,"Kyuquot",1.48210841542216
1,0.771581446891545,0.000125880858958135,0.685247,4264.33733718065,"Kyuquot",0.536798446891545
1,1.562934074396,0.000177643977332368,0.685247,7476.47679555758,"Kyuquot",1.328151074396
1,1.38546405892689,0.000267310225949226,0.685247,4304.66531851069,"Kyuquot",1.15068105892689
1,1.50192133473644,0.000165638164603269,0.685247,7650.03849065488,"Kyuquot",1.26713833473644
1,1.65004914423174,0.000327888170806239,0.685247,4316.30741893422,"Kyuquot",1.41526614423174
1,1.48329424965964,0.000156488273472944,0.685247,7978.30547907157,"Kyuquot",1.24851124965964
1,1.27328400354935,0.000183516173207306,0.685247,5658.90725269332,"Kyuquot",1.03850100354935
1,1.40473525204239,0.00023421889460968,0.685247,4995.12327556703,"Kyuquot",1.16995225204239
1,1.68704959277661,0.000334959643031388,0.685247,4335.64646664172,"Kyuquot",1.45226659277661
1,1.52643268090924,0.000338972230232645,0.685247,3810.48819256595,"Kyuquot",1.29164968090924
1,1.77845621619929,0.000327126157747133,0.685247,4718.89263405385,"Kyuquot",1.54367321619929
1,1.26206291635896,0.000384297584768797,0.685247,2673.13654072793,"Kyuquot",1.02727991635896
1,1.53742925643165,0.000202346697308902,0.685247,6437.69467827308,"Kyuquot",1.30264625643165
1,1.88914169045954,0.000272877337174141,0.685247,6062.64597709624,"Kyuquot",1.65435869045954
1,1.88040250060471,0.000323008293344077,0.685247,5094.66640490172,"Kyuquot",1.64561950060471
1,1.344815734542,0.00024837253979733,0.685247,4469.22488068842,"Kyuquot",1.110032734542
1,1.29763485532334,6.38302993765623e-05,0.685247,16651.2121312972,"Kyuquot",1.06285185532334
1,1.6768391640011,0.000248001361342518,0.685247,5814.71067817834,"Kyuquot",1.4420561640011
1,1.47769079006498,0.000237020383889388,0.685247,5243.88565097006,"Kyuquot",1.24290779006498
1,1.67931986625876,0.000411882714882194,0.685247,3507.15583360162,"Kyuquot",1.44453686625876
1,1.46174816435891,0.000261329421320755,0.685247,4695.09004442686,"Kyuquot",1.22696516435891
1,1.35680281959185,0.000201036896430889,0.685247,5581.16365459098,"Kyuquot",1.12201981959185
1,1.77340328373833,0.000241064797567433,0.685247,6382.60044296982,"Kyuquot",1.53862028373833
1,1.2486775991378,0.0001785938419715,0.685247,5677.09719408803,"Kyuquot",1.0138945991378
1,1.55756973303531,0.000480348481473891,0.685247,2753.80642190541,"Kyuquot",1.32278673303531
1,1.58562297753787,0.000292455910080344,0.685247,4618.95257020711,"Kyuquot",1.35083997753787
1,1.64174163141395,0.000132659237624701,0.685247,10605.8097167292,"Kyuquot",1.40695863141395
1,1.47037955120998,0.000259342365508247,0.685247,4764.34518821681,"Kyuquot",1.23559655120998
1,1.57127530787232,0.000307050795477366,0.685247,4352.67495658009,"Kyuquot",1.33649230787232
1,1.56769438429108,0.000281867593681141,0.685247,4728.85643533369,"Kyuquot",1.33291138429108
1,1.88551019576307,0.000250127060959537,0.685247,6599.55460009228,"Kyuquot",1.65072719576307
1,1.92056257380291,0.000295659275433755,0.685247,5701.76454410144,"Kyuquot",1.68577957380291
1,1.64741786893866,0.000312788016670264,0.685247,4516.26914603903,"Kyuquot",1.41263486893866
1,1.52196925632312,0.000371518809898026,0.685247,3464.65972120341,"Kyuquot",1.28718625632312
1,1.31616811808204,0.000242629170163729,0.685247,4456.94603559955,"Kyuquot",1.08138511808204
1,1.95752965542006,0.00020626015402807,0.685247,8352.29985906835,"Kyuquot",1.72274665542006
1,1.44819466672492,0.000155111923720953,0.685247,7822.81360205328,"Kyuquot",1.21341166672492
1,1.19122378668174,0.000204901728070043,0.685247,4667.80244212873,"Kyuquot",0.956440786681742
1,1.98421262931096,0.000417726820207937,0.685247,4187.97535777119,"Kyuquot",1.74942962931096
1,1.72456544008275,0.000265206619716536,0.685247,5617.44062676524,"Kyuquot",1.48978244008275
1,1.3108949386349,0.00021607398483318,0.685247,4980.29385381914,"Kyuquot",1.0761119386349
1,1.60937555911875,0.000475202172342951,0.685247,2892.64788572287,"Kyuquot",1.37459255911875
1,1.99988380637678,0.000497415711652206,0.685247,3548.54252696172,"Kyuquot",1.76510080637678
1,1.63239739234365,0.000201920041052951,0.685247,6921.62296053191,"Kyuquot",1.39761439234365
1,1.51798955960773,0.000229978891182385,0.685247,5579.67104289619,"Kyuquot",1.28320655960773
1,1.67332187300535,0.000253922139705711,0.685247,5665.27548433775,"Kyuquot",1.43853887300535
1,1.46136188183004,0.000217328414365193,0.685247,5643.89560110133,"Kyuquot",1.22657888183004
1,1.45283113936568,0.000316653676858643,0.685247,3846.62559882236,"Kyuquot",1.21804813936568
1,1.38516744161253,0.000180077633114539,0.685247,6388.26944643825,"Kyuquot",1.15038444161253
1,1.49511014968775,0.000246742382173482,0.685247,5107.86650670184,"Kyuquot",1.26032714968775
1,1.32376815718576,0.000185743389808526,0.685247,5862.84743865365,"Kyuquot",1.08898515718576
1,1.2448236005744,0.000158735265566294,0.685247,6363.0510647463,"Kyuquot",1.0100406005744
1,1.31046419387857,0.000191958687270027,0.685247,5603.71197144841,"Kyuquot",1.07568119387857
1,1.70237961920465,0.000375720709975549,0.685247,3906.08390817786,"Kyuquot",1.46759661920465
1,1.65429415721525,0.000182438352604227,0.685247,7780.77162478368,"Kyuquot",1.41951115721525
1,1.88690605487338,0.000278367000715286,0.685247,5935.053546678,"Kyuquot",1.65212305487338
1,1.69046444165895,0.000247618838105256,0.685247,5878.71848845433,"Kyuquot",1.45568144165895
1,1.73700253018876,0.000176277682737627,0.685247,8521.89288433454,"Kyuquot",1.50221953018876
1,1.59166305403587,0.000212524719264026,0.685247,6384.57520957914,"Kyuquot",1.35688005403587
1,1.68141756737168,0.00041030286468182,0.685247,3525.77252536005,"Kyuquot",1.44663456737168
1,1.80897886648751,0.000474047246964388,0.685247,3320.7573223303,"Kyuquot",1.57419586648751
1,1.77680832345046,0.000279075144565473,0.685247,5525.48427718789,"Kyuquot",1.54202532345046
1,1.54030934218041,0.000274650695072159,0.685247,4753.40629244504,"Kyuquot",1.30552634218041
1,1.45565420830428,0.000214668339808598,0.685247,5687.24391027029,"Kyuquot",1.22087120830428
1,1.52118805006135,0.000224702056089473,0.685247,5724.93671152311,"Kyuquot",1.28640505006135
1,1.00111983380311,0.00011755606166289,0.685247,6518.90530324751,"Kyuquot",0.766336833803107
1,1.35321405929727,0.000160020084569051,0.685247,6989.31676176342,"Kyuquot",1.11843105929727
1,1.82984663319697,0.000227487434918858,0.685247,7011.65597900349,"Kyuquot",1.59506363319697
1,1.3946554607383,0.000179090830684227,0.685247,6476.44804765789,"Kyuquot",1.1598724607383
1,1.40111181377217,0.000243692326466828,0.685247,4786.071152433,"Kyuquot",1.16632881377217
1,1.22149056345532,0.000188090820163321,0.685247,5245.91026079079,"Kyuquot",0.986707563455318
1,1.40640984617371,0.000187425821262246,0.685247,6251.1495923199,"Kyuquot",1.17162684617371
1,1.73323288386814,0.000207812842688022,0.685247,7210.57401691811,"Kyuquot",1.49844988386814
1,1.8348048417031,0.000243691839231996,0.685247,6565.75881550089,"Kyuquot",1.6000218417031
1,1.57686243451823,0.000215440886048836,0.685247,6229.45560209962,"Kyuquot",1.34207943451823
1,1.50721875022977,0.000129961444532377,0.685247,9790.87109110097,"Kyuquot",1.27243575022977
1,1.40698528828972,0.000201245749765705,0.685247,5824.73065719117,"Kyuquot",1.17220228828972
1,1.2732325742478,0.000182402835138234,0.685247,5693.16575293803,"Kyuquot",1.0384495742478
1,1.50857861546582,0.00020977777835522,0.685247,6072.11891294266,"Kyuquot",1.27379561546582
1,1.62373787083604,0.000189767576961084,0.685247,7319.24227035304,"Kyuquot",1.38895487083604
1,1.38272943370972,0.000155989973330665,0.685247,7359.10398084576,"Kyuquot",1.14794643370972
1,1.54368916175092,0.000270287537409408,0.685247,4842.64340966748,"Kyuquot",1.30890616175092
1,1.38366268866903,0.000131762135846041,0.685247,8719.34627722987,"Kyuquot",1.14887968866903
1,1.57985304555212,0.000313792800107876,0.685247,4286.49110205749,"Kyuquot",1.34507004555212
1,1.48471197627971,0.000231324260723272,0.685247,5403.36310757727,"Kyuquot",1.24992897627971
1,1.67473209965444,0.000412027384584983,0.685247,3494.78979681129,"Kyuquot",1.43994909965444
1,1.4985635504989,0.000279099260261726,0.685247,4528.06843455547,"Kyuquot",1.2637805504989
1,1.48574699157087,0.000271019069234215,0.685247,4615.77849523858,"Kyuquot",1.25096399157087
1,1.59954794088657,0.000316216993402584,0.685247,4315.91270981776,"Kyuquot",1.36476494088657
1,1.73950614052802,0.000327756889618165,0.685247,4590.97333478181,"Kyuquot",1.50472314052802
1,1.38629360275273,0.000166076946599521,0.685247,6933.59690390682,"Kyuquot",1.15151060275273
1,1.52329035961976,0.000348462545823258,0.685247,3697.69254992846,"Kyuquot",1.28850735961976
1,1.42193427081646,0.000267344380731974,0.685247,4440.53197439986,"Kyuquot",1.18715127081646
1,1.66135749469689,0.000218923061391059,0.685247,6516.32809093887,"Kyuquot",1.42657449469689
1,1.35319428276723,0.000358129451474968,0.685247,3122.92462449268,"Kyuquot",1.11841128276723
1,1.85262175065395,0.000243238849494552,0.685247,6651.23500631502,"Kyuquot",1.61783875065395
1,1.74434416534834,0.000331870367500607,0.685247,4548.64704166629,"Kyuquot",1.50956116534834
1,1.68720737130072,0.00021182088033814,0.685247,6856.85173710044,"Kyuquot",1.45242437130072
1,1.65348178168042,0.000386299640333902,0.685247,3672.53456527723,"Kyuquot",1.41869878168042
1,1.49692910454734,0.000282275341708425,0.685247,4471.32964894634,"Kyuquot",1.26214610454734
1,1.597126206406,0.000262164964245465,0.685247,5196.51132761751,"Kyuquot",1.362343206406
1,1.86561390641473,0.000336359540229963,0.685247,4848.47525151141,"Kyuquot",1.63083090641473
1,1.63000517296241,0.00035087167383684,0.685247,3976.44574070464,"Kyuquot",1.39522217296241
1,1.82678796494694,0.000267469867833939,0.685247,5952.0908947222,"Kyuquot",1.59200496494694
1,1.45618129172475,0.000196376222113833,0.685247,6219.68524792552,"Kyuquot",1.22139829172475
1,1.71551124284796,0.000181913705693071,0.685247,8139.72887422942,"Kyuquot",1.48072824284796
1,1.42142408678472,0.000160649619583524,0.685247,7386.51663079577,"Kyuquot",1.18664108678472
1,1.63809493221639,0.000328142038382391,0.685247,4276.53810872317,"Kyuquot",1.40331193221639
1,1.56668281963725,0.000258922583859222,0.685247,5144.00791072521,"Kyuquot",1.33189981963725
1,1.42143547813509,0.000161333833692303,0.685247,7355.26114378638,"Kyuquot",1.18665247813509
1,1.6190665264321,0.000382470171628536,0.685247,3619.32414373099,"Kyuquot",1.3842835264321
1,1.91857510776558,0.000509728976011944,0.685247,3303.30859536251,"Kyuquot",1.68379210776558
1,1.90148848117358,0.000279295378894925,0.685247,5967.5369057954,"Kyuquot",1.66670548117358
1,1.42834710159063,0.000289314386955911,0.685247,4125.49169831822,"Kyuquot",1.19356410159063
1,1.46252287030838,0.000200353805259409,0.685247,6127.85900781252,"Kyuquot",1.22773987030838
1,1.65477780457824,0.000199526734999251,0.685247,7116.814719509,"Kyuquot",1.41999480457824
1,1.9615646565798,0.000266721040136487,0.685247,6474.11113759967,"Kyuquot",1.7267816565798
1,1.55741482139435,0.000272354476423756,0.685247,4856.28816813154,"Kyuquot",1.32263182139435
1,1.51948690871043,0.000148532239881022,0.685247,8649.32697264586,"Kyuquot",1.28470390871043
1,1.68100286326266,0.000410089335350131,0.685247,3526.5971060376,"Kyuquot",1.44621986326266
1,1.32180677657092,0.000149223056190005,0.685247,7284.55645075929,"Kyuquot",1.08702377657092
1,1.62433155899871,0.00018364147494094,0.685247,7566.63798004015,"Kyuquot",1.38954855899871
1,1.40081035892579,0.000343561585911183,0.685247,3393.93985457744,"Kyuquot",1.16602735892579
1,1.64263292691501,0.000388353142637747,0.685247,3625.17969431816,"Kyuquot",1.40784992691501
1,1.58783271391064,0.000220985515518954,0.685247,6122.79818762416,"Kyuquot",1.35304971391064
1,1.51673902780214,0.000184160607989364,0.685247,6961.07621384576,"Kyuquot",1.28195602780214
1,1.87246703557289,0.000387667095785034,0.685247,4224.45973201968,"Kyuquot",1.63768403557289
1,1.49152635306068,0.000163797272202585,0.685247,7672.55361558361,"Kyuquot",1.25674335306068
1,1.43877804853348,0.00028308566794689,0.685247,4253.11198996964,"Kyuquot",1.20399504853348
1,1.34050736242664,0.000349374939624864,0.685247,3164.86455386267,"Kyuquot",1.10572436242664
1,1.34200751606235,0.000277343935975033,0.685247,3992.24346539175,"Kyuquot",1.10722451606235
1,1.56715506907602,0.000189045952957564,0.685247,7047.87406570457,"Kyuquot",1.33237206907602
1,1.41211484451368,0.000215602140322111,0.685247,5460.6686313723,"Kyuquot",1.17733184451368
1,1.38218588172641,0.000214645959338956,0.685247,5345.5601272908,"Kyuquot",1.14740288172641
1,1.69141955088645,0.000237877513482993,0.685247,6123.47308309407,"Kyuquot",1.45663655088645
1,1.16142651736155,0.00021714138560075,0.685247,4267.46617093683,"Kyuquot",0.92664351736155
1,1.71012591574494,0.000200067837167955,0.685247,7374.21334997689,"Kyuquot",1.47534291574494
1,1.48335537069875,0.000284278017874585,0.685247,4392.0820189818,"Kyuquot",1.24857237069875
1,1.52084643854139,0.000282406346621267,0.685247,4553.94665852224,"Kyuquot",1.28606343854139
1,1.80816114928202,0.000396796317327999,0.685247,3965.20350762588,"Kyuquot",1.57337814928202
1,1.92776866753628,0.000376660073354765,0.685247,4494.73089212116,"Kyuquot",1.69298566753628
1,1.43457525715185,0.000162675942440243,0.685247,7375.35150652395,"Kyuquot",1.19979225715185
1,1.73040307810527,0.000292078172647275,0.685247,5120.61570554755,"Kyuquot",1.49562007810527
1,1.69981233859838,0.000343992067122334,0.685247,4258.90443013434,"Kyuquot",1.46502933859838
1,1.17394133229979,0.000182457987982105,0.685247,5147.2579670883,"Kyuquot",0.939158332299791
1,1.51197726428401,0.000325411808509376,0.685247,3924.85530913734,"Kyuquot",1.27719426428401
1,1.56452150702194,0.000279317502069675,0.685247,4760.67019491761,"Kyuquot",1.32973850702194
1,1.61631484011872,0.0003253290864397,0.685247,4246.56723823184,"Kyuquot",1.38153184011872
1,1.70826380043453,0.000296773748037426,0.685247,4964.99710698371,"Kyuquot",1.47348080043453
1,1.92256444693598,0.000369238470213991,0.685247,4570.97941597967,"Kyuquot",1.68778144693598
1,1.65370034257079,0.000286990502464323,0.685247,4944.12647940215,"Kyuquot",1.41891734257079
1,1.53331342138346,0.000210042130241832,0.685247,6182.23791526203,"Kyuquot",1.29853042138346
1,1.60483104958317,0.000228082257888637,0.685247,6006.81553342088,"Kyuquot",1.37004804958317
1,1.18649322667894,0.000206645856652834,0.685247,4605.51322970786,"Kyuquot",0.951710226678942
1,1.41823549958814,0.000179934656535599,0.685247,6577.1237313252,"Kyuquot",1.18345249958814
1,1.5132305299433,0.000435010162682933,0.685247,2938.89117913579,"Kyuquot",1.2784475299433
1,1.3659859098027,0.000144255400948123,0.685247,7841.66764202822,"Kyuquot",1.1312029098027
1,1.8188645893461,0.000204958109141422,0.685247,7728.80661312638,"Kyuquot",1.5840815893461
1,1.32237980143439,0.000165141224386478,0.685247,6585.8588942583,"Kyuquot",1.08759680143439
1,1.79188586471229,0.000268483813283377,0.685247,5799.61542437126,"Kyuquot",1.55710286471229
1,1.60782364777732,0.000344484174611684,0.685247,3985.78729872009,"Kyuquot",1.37304064777732
1,1.68311117528003,0.000434875579104514,0.685247,3330.44264813029,"Kyuquot",1.44832817528003
1,1.34154334730913,0.000154129119826287,0.685247,7180.73488356076,"Kyuquot",1.10676034730913
1,1.66340112717456,0.000269245607107352,0.685247,5306.00347587083,"Kyuquot",1.42861812717456
1,1.45577263970251,0.000135478613097622,0.685247,9012.41614292805,"Kyuquot",1.22098963970251
1,1.72751826357445,0.0003534518680012,0.685247,4223.30562861639,"Kyuquot",1.49273526357445
1,1.51438895149521,0.000336712652895018,0.685247,3800.29066473534,"Kyuquot",1.27960595149521
1,1.72912959500776,0.000413036393505059,0.685247,3617.95381352868,"Kyuquot",1.49434659500776
1,1.41542452509995,0.000120400507449739,0.685247,9805.95140425643,"Kyuquot",1.18064152509995
1,1.3868697996212,0.000345161718379542,0.685247,3337.81742955156,"Kyuquot",1.1520867996212
1,1.63725864643719,0.000430350661196416,0.685247,3258.91365552495,"Kyuquot",1.40247564643719
1,1.42333037982339,0.000247084489244424,0.685247,4810.28729669729,"Kyuquot",1.18854737982339
1,1.59790221032311,0.000326611997641636,0.685247,4173.51236380101,"Kyuquot",1.36311921032311
1,1.77595956755786,0.000411234283135265,0.685247,3747.68503201599,"Kyuquot",1.54117656755786
1,1.33794783962741,9.48264128901028e-05,0.685247,11633.5186158091,"Kyuquot",1.10316483962741
1,1.51791787162908,0.000324638054463271,0.685247,3952.50912204518,"Kyuquot",1.28313487162908
1,1.5605849770386,0.00017444874543115,0.685247,7599.95134250972,"Kyuquot",1.3258019770386
1,1.85778361468882,0.000198904686967126,0.685247,8159.69014826211,"Kyuquot",1.62300061468882
1,1.93954971119986,0.000374294755592074,0.685247,4554.61019886103,"Kyuquot",1.70476671119986
1,1.87464465386972,0.000255539075027837,0.685247,6417.26379298778,"Kyuquot",1.63986165386972
1,1.69128800964997,0.00046479198853532,0.685247,3133.67064316189,"Kyuquot",1.45650500964997
1,1.99003070345518,0.000376650925405836,0.685247,4660.14440708973,"Kyuquot",1.75524770345518
1,1.58872022941052,0.000304028947019582,0.685247,4453.31683934463,"Kyuquot",1.35393722941052
1,1.62666104575526,0.000227190255591178,0.685247,6126.48655257428,"Kyuquot",1.39187804575526
1,1.47278779173732,0.000152461834004744,0.685247,8120.09641507264,"Kyuquot",1.23800479173732
1,1.48027361594375,0.000359156038694965,0.685247,3467.82590784045,"Kyuquot",1.24549061594375
1,1.06510018009537,0.000100057911865371,0.685247,8298.36606237167,"Kyuquot",0.830317180095373
1,1.58017482953917,0.000146859049361894,0.685247,9161.10948140362,"Kyuquot",1.34539182953917
1,1.86124631187531,0.000339350081605348,0.685247,4792.87732650918,"Kyuquot",1.62646331187531
1,0.954703226424871,0.000220548043963424,0.685247,3264.23310534671,"Kyuquot",0.719920226424871
1,1.2132519864006,0.000157060026457536,0.685247,6229.90463245046,"Kyuquot",0.978468986400598
1,1.33408790766129,0.000202026784076544,0.685247,5441.38200628284,"Kyuquot",1.09930490766129
1,1.76339887474068,0.000369240919155708,0.685247,4139.88752448118,"Kyuquot",1.52861587474068
1,1.73555420123954,0.00015961315839597,0.685247,9402.55312482706,"Kyuquot",1.50077120123954
1,1.55737688418873,0.000234303498690276,0.685247,5644.78930780739,"Kyuquot",1.32259388418873
1,1.21743870613131,0.00016340104643828,0.685247,6013.76629801744,"Kyuquot",0.982655706131309
1,1.67394490082036,0.000434079855630443,0.685247,3315.43120961042,"Kyuquot",1.43916190082036
1,1.75385808713097,0.000184176806178019,0.685247,8247.91741508803,"Kyuquot",1.51907508713097
1,1.3050585527419,0.000115101138943282,0.685247,9298.56613555573,"Kyuquot",1.0702755527419
1,1.51286262777026,0.000204621828484698,0.685247,6246.05711538656,"Kyuquot",1.27807962777026
1,1.3895460139522,0.000152872815116293,0.685247,7553.74991344113,"Kyuquot",1.1547630139522
1,1.18537595887377,0.000215964207904701,0.685247,4401.62269524423,"Kyuquot",0.950592958873775
1,1.51241377074612,0.000265496162834991,0.685247,4812.23817739387,"Kyuquot",1.27763077074612
1,1.19974509655788,0.000154325505204033,0.685247,6252.77134380421,"Kyuquot",0.964962096557884
1,1.39029633039178,0.000198884121898742,0.685247,5809.98281491814,"Kyuquot",1.15551333039178
1,1.17802796057861,0.00022941729941703,0.685247,4111.48140517513,"Kyuquot",0.943244960578615
1,1.6885850235119,0.000270024331556536,0.685247,5383.96675266841,"Kyuquot",1.4538020235119
1,1.44568537210774,0.000157237955230906,0.685247,7701.08190690673,"Kyuquot",1.21090237210774
1,1.25904931760549,0.000242383543397499,0.685247,4225.80800349855,"Kyuquot",1.02426631760549
1,1.21297309943036,0.000216304257020907,0.685247,4522.28778528297,"Kyuquot",0.978190099430357
1,1.87271001164127,0.000434886603323354,0.685247,3766.33126687374,"Kyuquot",1.63792701164127
1,1.7503911922954,0.000228131168761244,0.685247,6643.58228875595,"Kyuquot",1.5156081922954
1,1.80403845801277,0.000381486712328403,0.685247,4113.52586420331,"Kyuquot",1.56925545801277
1,1.26308596481259,0.000262077000826211,0.685247,3923.66732514038,"Kyuquot",1.02830296481259
1,1.25665437579309,0.000264906032704838,0.685247,3857.48623902302,"Kyuquot",1.02187137579309
1,1.78777578722999,0.000302294477958379,0.685247,5137.35082995401,"Kyuquot",1.55299278722999
1,1.77534671638537,0.000426260027588911,0.685247,3614.14070444133,"Kyuquot",1.54056371638537
1,0.991339397972172,9.17079926459778e-05,0.685247,8249.62335499723,"Kyuquot",0.756556397972172
1,1.77067256037956,0.000266744568025824,0.685247,5757.90379443029,"Kyuquot",1.53588956037956
1,1.73115478136189,0.00031373802157843,0.685247,4769.49454144441,"Kyuquot",1.49637178136189
1,1.66146264544844,0.000415737726789911,0.685247,3431.68193193446,"Kyuquot",1.42667964544844
