"stk","alpha","beta","sigma","SREP","stkName","alpha_nBC"
1,0.508968172208101,7.15988234116307e-05,0.685247,5469.03780746337,"Kyuquot",0.391576672208101
1,1.18948313895816,0.000267502359850164,0.685247,4007.78385491131,"Kyuquot",1.07209163895816
1,0.674117249188614,0.000109409078756369,0.685247,5088.47853868073,"Kyuquot",0.556725749188614
1,1.38430930988392,0.00016217025931696,0.685247,7812.26974181342,"Kyuquot",1.26691780988392
1,1.56856016055751,0.000276640997825832,0.685247,5245.67461787113,"Kyuquot",1.45116866055751
1,0.824460194379081,0.000115771502419008,0.685247,6107.45027580287,"Kyuquot",0.707068694379081
1,1.40895394322195,0.000159515623681937,0.685247,8096.77706427828,"Kyuquot",1.29156244322195
1,0.853849870637332,0.000238813209351803,0.685247,3083.82594344869,"Kyuquot",0.736458370637332
1,0.734723008083247,0.000171949438299054,0.685247,3590.19205988673,"Kyuquot",0.617331508083247
1,1.64673850295866,0.000499455116705677,0.685247,3062.03090489087,"Kyuquot",1.52934700295866
1,0.730585017142623,0.000162255807685954,0.685247,3779.17762012845,"Kyuquot",0.613193517142623
1,1.01966409964425,0.000137035953079622,0.685247,6584.20348359237,"Kyuquot",0.902272599644245
1,0.880747307722324,0.000129625857826544,0.685247,5888.91615084849,"Kyuquot",0.763355807722324
1,0.156675365292207,6.95348027680832e-06,0.685247,5649.52566605091,"Kyuquot",0.0392838652922074
1,1.42948343653378,0.000240354003419986,0.685247,5458.99763625355,"Kyuquot",1.31209193653378
1,0.445779580575351,7.7276299617905e-05,0.685247,4249.53164423084,"Kyuquot",0.328388080575351
1,0.566375014452388,7.87881848376873e-05,0.685247,5698.61477805772,"Kyuquot",0.448983514452388
1,1.63429814825661,0.000202141880209612,0.685247,7504.16809561507,"Kyuquot",1.51690664825661
1,1.40124690417032,0.000307643374847621,0.685247,4173.19373383622,"Kyuquot",1.28385540417032
1,1.04111221811241,0.000123445481863532,0.685247,7482.82322016105,"Kyuquot",0.923720718112407
1,0.96911290673663,0.000132375957345331,0.685247,6434.10951517981,"Kyuquot",0.85172140673663
1,0.989591724135589,0.000166866160924133,0.685247,5226.94487189731,"Kyuquot",0.872200224135589
1,1.06375436903579,0.000277336456156586,0.685247,3412.32769088771,"Kyuquot",0.946362869035785
1,0.844547359143288,0.000120791788871578,0.685247,6019.9113361619,"Kyuquot",0.727155859143288
1,0.908312458519788,0.000188303022298029,0.685247,4200.25631488798,"Kyuquot",0.790920958519788
1,0.51128544157701,8.00803710955864e-05,0.685247,4918.73272049209,"Kyuquot",0.39389394157701
1,0.264759420712032,1.55225962756198e-05,0.685247,9493.76754348059,"Kyuquot",0.147367920712032
1,1.68266254985927,0.000508030779791285,0.685247,3081.05554254475,"Kyuquot",1.56527104985927
1,1.43658762992178,0.000226322509824284,0.685247,5828.83307076262,"Kyuquot",1.31919612992178
1,1.03813123268846,6.97260963483963e-05,0.685247,13205.0950921999,"Kyuquot",0.920739732688461
1,1.20197592817863,0.00011226743367803,0.685247,9660.72165940023,"Kyuquot",1.08458442817863
1,0.761362993476327,0.000162218005515936,0.685247,3969.79047688431,"Kyuquot",0.643971493476327
1,1.1398839590197,0.000372046253139793,0.685247,2748.29392956018,"Kyuquot",1.0224924590197
1,0.397014893118344,4.93778486817542e-05,0.685247,5662.93187296491,"Kyuquot",0.279623393118344
1,0.552810303506868,8.77190339146368e-05,0.685247,4963.78931772769,"Kyuquot",0.435418803506868
1,0.422454394978756,8.81034246555584e-05,0.685247,3462.55433510563,"Kyuquot",0.305062894978756
1,0.25529414944988,2.03150593491673e-05,0.685247,6788.19820703762,"Kyuquot",0.137902649449881
1,0.681273302307831,0.000204520224717405,0.685247,2757.09555417794,"Kyuquot",0.563881802307831
1,0.680218540040277,0.000108815515631841,0.685247,5172.30504098797,"Kyuquot",0.562827040040277
1,0.621749623650048,9.63679744404717e-05,0.685247,5233.66944857391,"Kyuquot",0.504358123650049
1,0.276203784519351,2.76174002484193e-05,0.685247,5750.44294867837,"Kyuquot",0.158812284519351
1,0.246356436316789,2.16833396827579e-05,0.685247,5947.65097091289,"Kyuquot",0.128964936316789
1,0.424760384246585,5.05360345336316e-05,0.685247,6082.17259393458,"Kyuquot",0.307368884246585
1,0.746494369097611,0.000156856438868869,0.685247,4010.69202918433,"Kyuquot",0.629102869097611
1,0.476686362013204,6.69217474216389e-05,0.685247,5368.88045898555,"Kyuquot",0.359294862013204
1,1.32451128442226,0.000221396833129392,0.685247,5452.29020379335,"Kyuquot",1.20711978442226
1,0.716509219618276,0.000131737503843405,0.685247,4547.81441988184,"Kyuquot",0.599117719618276
1,1.20809952892021,0.000241974292570101,0.685247,4507.53680209326,"Kyuquot",1.09070802892021
1,0.206433578961427,2.42294847883441e-05,0.685247,3674.94726938074,"Kyuquot",0.0890420789614274
1,0.865892565529476,5.29401048203944e-05,0.685247,14138.6396583243,"Kyuquot",0.748501065529476
1,0.379948148500621,3.64035522182218e-05,0.685247,7212.39089324909,"Kyuquot",0.262556648500621
1,0.22013752418519,1.16911688020707e-05,0.685247,8788.34494007058,"Kyuquot",0.10274602418519
1,1.13167402876411,0.000238099334300771,0.685247,4259.9133329909,"Kyuquot",1.01428252876411
1,1.41611346438851,0.000316277315999522,0.685247,4106.27603906463,"Kyuquot",1.29872196438851
1,0.629177783824407,0.000122885434199081,0.685247,4164.74325993173,"Kyuquot",0.511786283824407
1,1.00243811264479,0.00011282951329896,0.685247,7844.10556039288,"Kyuquot",0.885046612644792
1,0.1334447865178,2.35974025934152e-06,0.685247,6802.98878414696,"Kyuquot",0.0160532865178004
1,0.641670259790011,6.28562427795895e-05,0.685247,8340.91788827462,"Kyuquot",0.524278759790011
1,0.4894018311142,5.51809977987883e-05,0.685247,6741.63835294709,"Kyuquot",0.3720103311142
1,1.23676882644854,0.000195548240586743,0.685247,5724.30272494319,"Kyuquot",1.11937732644854
1,0.724500650811129,9.10125199814548e-05,0.685247,6670.61137231269,"Kyuquot",0.607109150811129
1,1.22827273261175,0.000245648688532985,0.685247,4522.23555210468,"Kyuquot",1.11088123261175
1,1.23257406553833,8.21979478553304e-05,0.685247,13567.0365822401,"Kyuquot",1.11518256553833
1,1.199996542833,0.000158840623910982,0.685247,6815.66853728623,"Kyuquot",1.082605042833
1,0.713508019380186,0.000167268621288232,0.685247,3563.82754152661,"Kyuquot",0.596116519380186
1,1.13352612700008,0.00014702982501829,0.685247,6911.07825826276,"Kyuquot",1.01613462700008
1,0.954101600155223,0.000179862475459893,0.685247,4651.94364758868,"Kyuquot",0.836710100155224
1,1.06616483084432,0.000140505889410812,0.685247,6752.55204477791,"Kyuquot",0.948773330844317
1,0.758250148792008,8.57166639202035e-05,0.685247,7476.47679555758,"Kyuquot",0.640858648792008
1,0.40331011785378,6.64206382373767e-05,0.685247,4304.66531851069,"Kyuquot",0.28591861785378
1,0.63622466947288,6.78209881043965e-05,0.685247,7650.03849065488,"Kyuquot",0.51883316947288
1,0.932480288463476,0.000188839373416256,0.685247,4316.30741893422,"Kyuquot",0.815088788463476
1,0.598970499319279,6.036106295786e-05,0.685247,7978.30547907157,"Kyuquot",0.481578999319279
1,0.178950007098695,1.08781615159706e-05,0.685247,5658.90725269332,"Kyuquot",0.0615585070986953
1,0.441852504084785,6.49555548852703e-05,0.685247,4995.12327556703,"Kyuquot",0.324461004084785
1,1.00648118555321,0.000205065079081939,0.685247,4335.64646664172,"Kyuquot",0.889089685553215
1,0.685247361818482,0.000149024438109095,0.685247,3810.48819256595,"Kyuquot",0.567855861818482
1,1.18929443239857,0.000227151371205862,0.685247,4718.89263405385,"Kyuquot",1.07190293239857
1,0.156507832717924,1.46331218484156e-05,0.685247,2673.13654072793,"Kyuquot",0.0391163327179241
1,0.707240512863309,9.16242602890166e-05,0.685247,6437.69467827308,"Kyuquot",0.58984901286331
1,1.87368389810283,0.000361752133330512,0.685247,4854.96072112505,"Kyuquot",1.75629239810283
1,1.41066538091909,0.000213318390320807,0.685247,6062.64597709624,"Kyuquot",1.29327388091909
1,1.39318700120942,0.000250417868377397,0.685247,5094.66640490172,"Kyuquot",1.27579550120942
1,0.322013469084006,4.57846661438274e-05,0.685247,4469.22488068842,"Kyuquot",0.204621969084006
1,0.227651710646685,6.62175280557762e-06,0.685247,16651.2121312972,"Kyuquot",0.110260210646685
1,0.986060328002207,0.000149391582157678,0.685247,5814.71067817834,"Kyuquot",0.868668828002207
