"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",2015,12525.2467809061,10147.3480039442,14903.145557868,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"2",2016,12525.2393107874,10147.3396771723,14903.1389444025,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"3",2017,12520.3806949593,10158.3127933379,14882.4485965807,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
"4",2018,12520.3064947593,10158.6267066295,14881.9862828892,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE
