"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",2015,15202.5520299399,11867.3476119149,18537.7564479649,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"2",2016,15855.4969770949,12814.9247944782,18896.0691597117,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"3",2017,15752.5110912377,12822.4969109848,18682.5252714905,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
"4",2018,15744.7624835185,12828.0335337004,18661.4914333367,"SR_IndivRicker_Surv","BinLogistic",FALSE,TRUE
