"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,3,2015,6692.88216724594,5386.02319348718,7999.74114100471,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,6888,13209.9117437571,1.97372543153451,666.764782529981,0.0996229674852244
"2",1,3,2016,6692.8806931487,5386.02230135543,7999.73908494196,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,28287,13114.3322521285,1.95944509597389,666.764485608809,0.0996229450633052
"3",1,3,2017,6642.69344712899,5377.93518208155,7907.45171217643,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,10011,12494.5081142428,1.88094004543337,645.284829105838,0.0971420455033543
"4",1,3,2018,6642.33417817294,5378.039329135,7906.62902721087,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,15982,16541.1294104589,2.49025853965823,645.048392366293,0.0971117042689536
"5",2,3,2015,7128.6706287066,5430.37812107238,8826.96313634082,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,4884,11508.1827312929,1.61435186596367,866.475769201132,0.121548015658333
"6",2,3,2016,7128.6604649833,5430.3697176216,8826.951212345,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,31674,11318.417984934,1.587734195019,866.474871102908,0.121548062971875
"7",2,3,2017,7127.12395193884,5431.26107281812,8822.98683105955,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,17566,13954.5921750292,1.95795558897682,865.236162816693,0.121400465131705
"8",2,3,2018,7126.80897709974,5431.49980520165,8822.11814899783,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,19991,22322.1884367018,3.13214350327456,864.953659131678,0.121366190943379
"9",3,3,2015,6085.15342864721,4846.18386786674,7324.12298942767,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,4098,9247.28974723395,1.51964775509197,632.12732692881,0.103880261088066
"10",3,3,2016,6784.45629352829,5538.7198700515,8030.19271700507,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,29783,9209.1066368138,1.35738314735676,635.579807896318,0.0936817602469633
"11",3,3,2017,6643.69596252971,5483.01603463747,7804.37589042195,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,8489,10118.8768331672,1.52307945610959,592.183636679715,0.0891346684164382
"12",3,3,2018,6643.04269905629,5483.11145463164,7802.97394348094,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,15129,15639.0991364001,2.35420722775451,591.801655318699,0.0890859327763722
"13",4,3,2015,6792.03114352046,5269.72280076784,8314.33948627309,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,8712,15895.7512762164,2.34035311975576,776.687929975829,0.11435282223592
"14",4,3,2016,6792.03143878692,5269.72323324307,8314.33964433077,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,31601,15580.854502853,2.29399033901348,776.687859971352,0.114352806957865
