"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,3,2015,10577.4655720156,7330.27692648813,13824.6542175431,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE,6888,13209.9117437571,1.24887305506397,1656.72890077933,0.156628153455065
"2",1,3,2016,10577.4353342732,7330.42204889367,13824.4486196527,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE,28287,13114.3322521285,1.23984045637559,1656.63943131608,0.156620142686972
"3",1,3,2017,10316.5332522594,7383.49964398613,13249.5668605327,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE,10011,12494.5081142428,1.21111499461375,1496.44571850679,0.145053157094128
"4",1,3,2018,10302.3727306338,7405.23240553876,13199.5130557288,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE,15982,16541.1294104589,1.60556503273021,1478.13281892603,0.143474989458579
"5",1,3,2015,11843.8631268282,7720.00034432578,15967.7259093306,"SR_HierRicker_Surv","BernLogistic",FALSE,TRUE,6888,13209.9117437571,1.11533809554373,2104.01162372571,0.177645722615605
"6",1,3,2016,11843.8488927258,7720.00473474276,15967.6930507089,"SR_HierRicker_Surv","BernLogistic",FALSE,TRUE,28287,13114.3322521285,1.10726946712255,2104.00212141994,0.177645133813904
"7",1,3,2017,11485.4724664796,7803.42348427735,15167.5214486818,"SR_HierRicker_Surv","BernLogistic",FALSE,TRUE,10011,12494.5081142428,1.08785321202137,1878.59641949092,0.163562833394414
"8",1,3,2018,11478.7293011495,7823.7408990833,15133.7177032158,"SR_HierRicker_Surv","BernLogistic",FALSE,TRUE,15982,16541.1294104589,1.44102443541398,1864.7900010542,0.162456135355283
"9",2,3,2015,14126.4850159454,7737.77341901052,20515.1966128802,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE,4884,11508.1827312929,0.814652952826052,3259.54673313003,0.230740111885638
"10",2,3,2016,14117.4042801484,7760.95587509745,20473.8526851994,"SR_HierRicker_Surv","BinLogistic",FALSE,TRUE,31674,11318.417984934,0.801735061228625,3243.08592094437,0.229722536564652
