"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,3,2015,11635.2696185569,8890.56895239273,14379.970284721,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,6888,13209.9117437571,1.13533353130802,1400.35748273681,0.120354536563846
"2",1,3,2016,11635.2641367468,8890.56451528672,14379.9637582068,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,28287,13114.3322521285,1.12711942745765,1400.35694972451,0.120354547457317
"3",1,3,2017,11497.7100519133,8884.72283979891,14110.6972640277,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,10011,12494.5081142428,1.08669535566898,1333.1567408747,0.115949761722583
"4",1,3,2018,11496.1370557691,8886.21826387073,14106.0558476675,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,15982,16541.1294104589,1.43884239812173,1331.59122035632,0.115829448961561
"5",2,3,2015,13173.2547290294,9738.38625630461,16608.1232017543,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,4884,11508.1827312929,0.873602079972893,1752.48391465553,0.13303347963003
"6",2,3,2016,13173.2377947603,9738.37451318014,16608.1010763404,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,31674,11318.417984934,0.859197879919543,1752.48126611232,0.133033449590455
"7",2,3,2017,13168.8257269686,9742.29423989036,16595.3572140468,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,17566,13954.5921750292,1.05966867998348,1748.2303505501,0.132755219546256
"8",2,3,2018,13167.8789652954,9743.41896481499,16592.3389657757,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,19991,22322.1884367018,1.69520000111887,1747.17346963284,0.132684502510815
"9",3,3,2015,10779.7842205221,8221.16228276819,13338.406158276,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,4098,9247.28974723395,0.857836257021671,1305.41935599689,0.121098839206047
"10",3,3,2016,11824.7480028657,9174.2704596063,14475.2255461251,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,29783,9209.1066368138,0.778799398903215,1352.28446084664,0.114360531025178
"11",3,3,2017,11515.3357068431,9061.25158716662,13969.4198265197,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,8489,10118.8768331672,0.878730511274105,1252.08373452883,0.108731848241712
"12",3,3,2018,11512.5763748438,9063.27036915681,13961.8823805307,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,15129,15639.0991364001,1.35843608130785,1249.64592126885,0.108546156879312
"13",4,3,2015,10902.3710650999,7912.49303455821,13892.2490956417,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,8712,15895.7512762164,1.45800864612845,1525.44797476619,0.139918919073427
"14",4,3,2016,10902.37102787,7912.4930335344,13892.2490222055,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,31601,15580.854502853,1.42912532173262,1525.44795629365,0.13991891785687
"15",4,3,2017,10902.2499710924,7912.78203119,13891.7179109948,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,17918,17022.9990522191,1.56142072483717,1525.23874484817,0.139901281743895
"16",4,3,2018,10902.249615592,7912.78351105438,13891.7157201297,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,23969,23853.2059463843,2.18791596114899,1525.23780843758,0.139901200414292
"17",5,3,2015,9961.19425806074,7117.34610063038,12805.0424154911,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,7926,13742.3654431005,1.3795901462297,1450.94293746447,0.14565953638444
"18",5,3,2016,9961.20408511415,7117.35762019939,12805.0505500289,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,29710,13635.0557498404,1.36881602197232,1450.9420739361,0.145659305997391
"19",5,3,2017,9790.45915023454,7144.29328410728,12436.6250163618,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,8841,12768.8769982575,1.30421636026657,1350.08462557514,0.137897988731488
"20",5,3,2018,9790.45107817012,7144.30026751115,12436.6018888291,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,19107,17121.1204254712,1.74875705815499,1350.07694421376,0.13789731784923
"21",6,3,2015,9449.59397877302,6773.10327723873,12126.0846803073,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,5922,12084.0296816782,1.27878824305287,1365.55648037464,0.1445095401392
"22",6,3,2016,9449.60803040526,6773.11752125071,12126.0985395598,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,33097,11883.4922013316,1.25756456385228,1365.55638222171,0.144509314865534
"23",6,3,2017,9449.57541161728,6773.18583641116,12125.9649868234,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,16396,14757.0080509882,1.56165831883261,1365.50488530924,0.144504364040579
"24",6,3,2018,9449.58373410678,6773.19350399933,12125.9739642142,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,23116,23235.1996462103,2.45885959635941,1365.50521944258,0.144504272131481
"25",7,3,2015,15554.6266665546,11980.1104866479,19129.1428464613,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,9714,18266.7295616174,1.17435988360262,1823.73274485036,0.117246963488473
"26",7,3,2016,15554.6553325462,11980.1345443524,19129.17612074,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,44041,18896.4698851217,1.21484336882626,1823.73509601725,0.117246898566843
"27",7,3,2017,15550.2982343957,11983.7626240401,19116.8338447514,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,20262,20542.1483175498,1.32101314122147,1819.66102569166,0.117017757361511
"28",7,3,2018,15549.238789751,11984.9495573551,19113.5280221469,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,22597,27218.4520543457,1.75046845844867,1818.51491448772,0.116952021837002
"29",8,3,2015,14134.673645526,11434.0269673719,16835.32032368,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,8928,16117.5757733877,1.14028637502284,1377.88095824187,0.0974823326520889
"30",8,3,2016,14355.6393324564,11656.9026420172,17054.3760228956,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,42150,16887.4712290448,1.17636496974846,1376.90647471388,0.0959139779724654
"31",8,3,2017,14124.3568369215,11580.1076652156,16668.6060086273,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,11185,16145.9120697178,1.14312547156214,1298.08631209482,0.0919041006314417
"32",8,3,2018,14120.7700327438,11582.0327738878,16659.5072915998,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,17735,20296.5202657036,1.43735222786287,1295.27411166122,0.0917282916340743
"33",9,3,2015,16254.5636855216,12728.5270385105,19780.6003325326,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,6924,14438.1912100937,0.888254615099527,1798.99828929135,0.110676504401885
