"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,4,2015,10138.4559635538,8312.48815093304,11964.4237761747,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,10066,19703.6303887849,1.94345474889039,931.616230928984,0.09188936010355
"2",1,4,2016,10138.4426561627,8312.46968975956,11964.4156225658,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,45201,19706.5373221922,1.94374402366556,931.618860409747,0.0918897400720081
"3",1,4,2017,10135.0750328511,8313.64788861263,11956.5021770895,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,21919,21524.9376385869,2.12380644137489,929.299563386952,0.0916914339928211
"4",1,4,2018,10134.8892208437,8313.76825692739,11956.0101847601,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,27513,30095.5470952986,2.96949936397954,929.143348936917,0.0916777015210004
"5",2,4,2015,10197.3983288631,8697.9224860417,11696.8741716845,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,9280,17546.28680079,1.72066307845662,765.038695317043,0.0750229294418801
"6",2,4,2016,10523.0692838267,9056.58294316385,11989.5556244896,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,43310,17720.9430170398,1.68400896535726,748.207316664729,0.0711016241064454
"7",2,4,2017,10333.4142214565,8948.03005220188,11718.7983907111,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,12842,17281.8252172966,1.67242160692758,706.828657782972,0.0684022378891285
"8",2,4,2018,10332.8170531658,8947.93677064857,11717.697335683,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,22651,23268.5547740407,2.25190813447254,706.571572712878,0.0683813106413605
"9",3,4,2015,10828.9461217299,8979.66277915304,12678.2294643067,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,7276,15784.8194353977,1.45765056524966,943.511909477984,0.0871286918294558
"10",3,4,2016,11160.0304450488,9334.04324255568,12986.0176475419,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,46697,15815.473161411,1.41715322725017,931.626123720973,0.0834788156097096
"11",3,4,2017,11144.8435115651,9334.95419745391,12954.7328256763,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,20397,19065.549300574,1.71070587763655,923.41291536285,0.0828556196778013
"12",3,4,2018,11144.1636312373,9335.17117287257,12953.1560896021,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,26660,29392.6317714425,2.6374910441062,922.955335900383,0.0828196145032651
"13",4,4,2015,10680.2208619315,8821.90897628402,12538.532747579,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,11104,20246.4853069655,1.89569912164755,948.118309003833,0.0887732867382262
"14",4,4,2016,11217.6284805515,9345.31164701088,13089.9453140922,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,46624,20237.2297695353,1.80405598247628,955.263690581969,0.0851573656801122
"15",4,4,2017,11207.6475141336,9346.66673089583,13068.6282973714,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,20749,22064.565752989,1.96870625393635,949.479991447844,0.0847171531983394
"16",4,4,2018,11207.6238993256,9346.72178250026,13068.5260161509,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,30638,30947.2719185508,2.76126966755309,949.439855523124,0.0847137505729699
"17",5,4,2015,13050.3988020874,11061.9474549257,15038.850149249,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,12106,22609.3485729284,1.73246418870449,1014.51599344984,0.0777383135056049
"18",5,4,2016,13507.3726138528,11537.286693529,15477.4585341766,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,59064,23453.2338824756,1.73632834104411,1005.14587771622,0.0744146109277666
"19",5,4,2017,13487.1870308714,11533.6064097608,15440.767651982,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,23093,25464.4691410789,1.88804893732044,996.72480668908,0.0739016078302787
"20",5,4,2018,13485.922527768,11533.6257888844,15438.2192666517,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,29266,34176.0757080767,2.53420376972409,996.069764736544,0.0738599649141983
