"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,4,2015,13857.4528014625,11674.1923936878,16040.7132092372,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,10066,19703.6303887849,1.42187966800835,1113.90837131361,0.0803833422543606
"2",1,4,2016,13857.4326796447,11674.1796010242,16040.6857582651,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,45201,19706.5373221922,1.4220915069744,1113.90463194921,0.0803831891303671
"3",1,4,2017,13796.4835353968,11658.0719251281,15934.8951456655,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,21919,21524.9376385869,1.56017564790054,1091.02633176974,0.0790800299924658
"4",1,4,2018,13790.2553996909,11657.493904794,15923.0168945877,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,27513,30095.5470952986,2.18237778946235,1088.14361984533,0.0789067053732536
"5",2,4,2015,14183.7663428724,12560.7239150853,15806.8087706595,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,9280,17546.28680079,1.23706823537793,828.082871319939,0.058382438860188
"6",2,4,2016,14183.7532834671,12560.7198097553,15806.786757179,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,43310,17720.9430170398,1.24938319659689,828.078302914214,0.0583821705274188
"7",2,4,2017,13878.0742065726,12379.7222752317,15376.4261379134,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,12842,17281.8252172966,1.24526104703432,764.465271092284,0.0550843913725608
"8",2,4,2018,14326.166693696,12712.6890348514,15939.6443525406,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,22651,23268.5547740407,1.62419963913163,823.202887165603,0.0574614902064375
"9",3,4,2015,16862.3168680842,14564.5005342423,19160.1332019262,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,7276,15784.8194353977,0.9361002736981,1172.35527236834,0.0695251596527219
"10",3,4,2016,16862.2199357641,14564.5305381118,19159.9093334163,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,46697,15815.473161411,0.937923548717749,1172.29050900625,0.0695217185798808
"11",3,4,2017,17036.6404226438,14859.4676523149,19213.8131929728,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,20397,19065.549300574,1.11909090217303,1110.8024338413,0.0652007911351407
"12",3,4,2018,17586.0708683839,15379.484955463,19792.6567813047,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,26660,29392.6317714425,1.67135865603069,1125.80913924535,0.0640170932820088
"13",4,4,2015,24231.0700553138,20652.4585081227,27809.6816025049,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,11104,20246.4853069655,0.835558861443078,1825.82221795463,0.0753504576474216
"14",4,4,2016,25173.73239883,21327.7018971639,29019.7629004961,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,46624,20237.2297695353,0.803902633463916,1962.26046003374,0.0779487296101129
"15",4,4,2017,24828.6445012551,21271.0973437572,28386.1916587531,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,20749,22064.565752989,0.888673795779454,1815.0750803561,0.0731040746209219
"16",4,4,2018,25139.5546428678,21729.6934547545,28549.4158309811,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,30638,30947.2719185508,1.23101909951021,1739.72509597619,0.0692027015072742
"17",5,4,2015,18266.9133608946,16206.7922323799,20327.0344894094,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,12106,22609.3485729284,1.23772134493887,1051.08220842589,0.057540219721851
"18",5,4,2016,18266.9105518547,16206.7913522056,20327.0297515037,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,59064,23453.2338824756,1.28391901936008,1051.08122431074,0.0575401746960447
"19",5,4,2017,18542.9966372209,16531.6631833325,20554.3300911094,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,23093,25464.4691410789,1.37326612517227,1026.19053769819,0.0553411381005346
"20",5,4,2018,19092.7839654336,17005.941455904,21179.6264749631,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,29266,34176.0757080767,1.78999960246503,1064.71556608652,0.0557653387800402
