"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,4,2015,16111.1592700859,13566.4072190729,18655.9113210989,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,10066,19703.6303887849,1.22298029946046,1298.3428831699,0.0805865587574801
"2",1,4,2016,16111.1361828691,13566.3960063117,18655.8763594264,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,45201,19706.5373221922,1.22316248205673,1298.33682477415,0.0805862982000404
"3",1,4,2017,16033.753648738,13549.2516998049,18518.2555976711,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,21919,21524.9376385869,1.34247650987709,1267.60303516995,0.0790584078401205
"4",1,4,2018,16025.5313927713,13549.2395883077,18501.8231972349,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,27513,30095.5470952986,1.87797498614454,1263.41418595081,0.0788375845384262
"5",2,4,2015,16305.0111728524,14339.8822929286,18270.1400527763,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,9280,17546.28680079,1.07612847453943,1002.61677547135,0.061491327104436
"6",2,4,2016,16304.9930806141,14339.8790954524,18270.1070657759,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,43310,17720.9430170398,1.08684149262897,1002.60917610293,0.0614909292598831
"7",2,4,2017,15966.2138694487,14147.4516319514,17784.976106946,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,12842,17281.8252172966,1.08239970719453,927.93991709046,0.0581189707640124
"8",2,4,2018,16594.8298137211,14640.8655875959,18548.7940398464,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,22651,23268.5547740407,1.40215687869251,996.920523533296,0.060074163744
"9",3,4,2015,19677.7874379997,16978.8516347215,22376.7232412778,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,7276,15784.8194353977,0.80216434317792,1377.00806289702,0.069977789283255
"10",3,4,2016,19677.6552474131,16978.9102036321,22376.400291194,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,46697,15815.473161411,0.803727525589726,1376.91073662295,0.0699733133501241
"11",3,4,2017,19887.6719063022,17336.2057679447,22439.1380446597,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,20397,19065.549300574,0.95866169707538,1301.7684379375,0.0654560495602798
"12",3,4,2018,20583.1858485248,17996.5391912625,23169.832505787,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,26660,29392.6317714425,1.42799234228112,1319.71768227665,0.064116298224613
"13",4,4,2015,28390.7463591017,24133.6099614723,32647.8827567311,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,11104,20246.4853069655,0.713136775302658,2172.00836613744,0.0765040953367231
"14",4,4,2016,29612.5593999859,25053.7227034299,34171.396096542,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,46624,20237.2297695353,0.683400225430867,2325.93709007961,0.078545628517362
"15",4,4,2017,29214.2101638507,24984.2640360167,33444.1562916847,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,20749,22064.565752989,0.755268262576253,2158.13577950714,0.0738728094103187
"16",4,4,2018,29588.0020151614,25541.1609805514,33634.8430497714,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,30638,30947.2719185508,1.0459399016768,2064.71481357653,0.0697821641528394
"17",5,4,2015,20955.7978683994,18514.3931506173,23397.2025861816,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,12106,22609.3485729284,1.07890659734901,1245.61465192967,0.0594400967098469
"18",5,4,2016,20955.7945246049,18514.3931180806,23397.1959311291,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,59064,23453.2338824756,1.1191765530502,1245.61296251238,0.0594400255762129
"19",5,4,2017,21300.0009559439,18921.5770398947,23678.4248719931,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,23093,25464.4691410789,1.19551492949454,1213.48158982103,0.0569709641014075
"20",5,4,2018,22020.6905021231,19549.9665180524,24491.4144861939,"SR_IndivRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,29266,34176.0757080767,1.55199836738914,1260.57346126058,0.0572449561079406
