"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,4,2015,13858.406953701,11675.3455881097,16041.4683192924,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,10066,19703.6303887849,1.42178177149884,1113.80681917927,0.0803704800198423
"2",1,4,2016,13858.3957073456,11675.3421050818,16041.4493096093,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,45201,19706.5373221922,1.4219926850369,1113.80285829781,0.0803702594310717
"3",1,4,2017,13797.4620529876,11659.2282539174,15935.6958520577,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,21919,21524.9376385869,1.56006500006471,1090.93561177048,0.0790678465054565
"4",1,4,2018,13791.2620963167,11658.6710012744,15923.8531913589,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,27513,30095.5470952986,2.18221848624981,1088.056681144,0.0788946416611571
"5",2,4,2015,14181.2382280916,12553.0489126015,15809.4275435818,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,9280,17546.28680079,1.23728876975161,830.708834433771,0.0585780184404644
"6",2,4,2016,14181.2330951059,12553.0499209159,15809.4162692958,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,43310,17720.9430170398,1.24960522813461,830.705701117334,0.0585778186950486
"7",2,4,2017,13875.708339213,12372.4554631194,15378.9612153066,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,12842,17281.8252172966,1.24547336934561,766.965753108976,0.0552739892162131
"8",2,4,2018,14323.7823724577,12705.8524848573,15941.7122600581,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,22651,23268.5547740407,1.62447000163744,825.474432449177,0.0576296407600014
"9",3,4,2015,16848.4305179173,14544.0889921373,19152.7720436974,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,7276,15784.8194353977,0.936871800528333,1175.68445192861,0.069780057595177
"10",3,4,2016,16848.3288818343,14544.1205525963,19152.5372110722,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,46697,15815.473161411,0.938696844792905,1175.61649450917,0.0697764450560262
"11",3,4,2017,17022.6548722994,14838.9073129401,19206.4024316587,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,20397,19065.549300574,1.12001032997497,1114.15691804047,0.0654514190881888
"12",3,4,2018,17571.9329122893,15358.9718774772,19784.8939471014,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,26660,29392.6317714425,1.67270339114977,1129.06175245516,0.0642537026570096
"13",4,4,2015,24218.5675785863,20636.4239693004,27800.7111878722,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,11104,20246.4853069655,0.835990206326945,1827.62429045199,0.0754637649200998
"14",4,4,2016,22787.0447441364,19572.9474530043,26001.1420352685,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,46624,20237.2297695353,0.888102428233605,1639.84555670006,0.0719639415779015
"15",4,4,2017,22731.361032956,19730.8433891576,25731.8786767544,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,20749,22064.565752989,0.970666284390088,1530.87634887673,0.0673464447050601
"16",4,4,2018,23224.1864437082,20235.3655156622,26213.0073717543,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,30638,30947.2719185508,1.33254493084449,1524.90863675818,0.0656603683601284
"17",5,4,2015,18256.079755295,16186.8748601587,20325.2846504314,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,12106,22609.3485729284,1.23845583914973,1055.71678323283,0.0578282302325409
"18",5,4,2016,18256.0684342615,16186.8701398773,20325.2667286456,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,59064,23453.2338824756,1.28468152751118,1055.71341550212,0.057828081621388
"19",5,4,2017,18531.6252052561,16511.7508370387,20551.4995734736,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,23093,25464.4691410789,1.3741087928897,1030.54814704974,0.055610241176119
"20",5,4,2018,19081.5730680762,16986.6623286506,21176.4838075018,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,29266,34176.0757080767,1.79105127161942,1068.83200991102,0.0560138310451561
