"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,3,2015,11646.1061313523,8896.35805956487,14395.8542031398,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,6888,13209.9117437571,1.13427712187809,1402.93268968749,0.120463670334471
"2",1,3,2016,11646.0957372263,8896.34924907032,14395.8422253823,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,28287,13114.3322521285,1.12607113560033,1402.93188171223,0.120463708470798
"3",1,3,2017,11507.887368418,8890.1459163458,14125.6288204903,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,10011,12494.5081142428,1.08573430676185,1335.58237350624,0.116057998375235
"4",1,3,2018,11506.2598926741,8891.63650323983,14120.8832821085,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,15982,16541.1294104589,1.43757655091646,1333.99152522159,0.115936154551047
"5",2,3,2015,13186.9155562344,9745.62959187014,16628.2015205986,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,4884,11508.1827312929,0.87269708236299,1755.7581450838,0.133143959070378
"6",2,3,2016,13186.9130876033,9745.62981320521,16628.1963620014,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,31674,11318.417984934,0.858306861487864,1755.7567726521,0.133143879920058
"7",2,3,2017,13182.4367746327,9749.60341002857,16615.2701392368,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,17566,13954.5921750292,1.05857455746592,1751.44559418577,0.13286205154089
"8",2,3,2018,13181.4617990103,9750.74020314209,16612.1833948785,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,19991,22322.1884367018,1.69345318274016,1750.36816115726,0.132790140262643
"9",3,3,2015,11835.1322602755,9179.27999488576,14490.9845256652,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,4098,9247.28974723395,0.781342324181064,1355.02666601518,0.114491890433984
"10",3,3,2016,11696.8366403799,9076.6903861353,14316.9828946246,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,29783,9209.1066368138,0.787316000039021,1336.80931339012,0.114288106647158
"11",3,3,2017,11364.4418025683,8956.66976185313,13772.2138432836,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,8489,10118.8768331672,0.890398051128246,1228.45512281389,0.108096389084087
"12",3,3,2018,11362.3877131661,8958.57963038809,13766.1957959442,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,15129,15639.0991364001,1.37639196366081,1226.43269529492,0.107937937540522
"13",4,3,2015,10913.6857982437,7916.45992402823,13910.9116724592,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,8712,15895.7512762164,1.45649705975358,1529.19687459974,0.140117362994436
"14",4,3,2016,10913.6851953447,7916.45931096741,13910.911079722,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,31601,15580.854502853,1.42764375405469,1529.19687978433,0.140117371209921
"15",4,3,2017,10913.559819804,7916.75752779714,13910.3621118108,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,17918,17022.9990522191,1.55980260641709,1528.98076122798,0.140099178130078
"16",4,3,2018,10913.5603534343,7916.75992700354,13910.3607798651,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,23969,23853.2059463843,2.18564842030475,1528.97980940346,0.140099084064928
"17",5,3,2015,12516.3159844089,9736.16142607098,15296.4705427468,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,7926,13742.3654431005,1.09795609668363,1418.44620323363,0.113327771925903
"18",5,3,2016,12516.3246587937,9736.17058548602,15296.4787321015,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,29710,13635.0557498404,1.08938175714871,1418.44595576925,0.11332767361325
"19",5,3,2017,12124.7535692986,9544.362757784,14705.1443808132,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,8841,12768.8769982575,1.05312466148507,1316.52592424214,0.108581664502918
"20",5,3,2018,12124.5189896171,9544.64201050636,14704.3959687279,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,19107,17121.1204254712,1.412107188758,1316.26376485242,0.108562143040859
"21",6,3,2015,12350.2968834822,9205.04661725057,15495.5471497138,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,5922,12084.0296816782,0.978440420961852,1604.71952358757,0.129933680034347
"22",6,3,2016,12541.8764758934,9299.25780924777,15784.4951425389,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,33097,11883.4922013316,0.947505122074259,1654.39727890081,0.131909868677204
"23",6,3,2017,12538.093019122,9304.50002571202,15771.6860125319,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,16396,14757.0080509882,1.17697388498252,1649.7923435765,0.131582397822411
"24",6,3,2018,12538.062426926,9304.53332914369,15771.5915247084,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,23116,23235.1996462103,1.85317307053055,1649.75974376651,0.131580118808754
"25",7,3,2015,15558.7319788187,11982.3963266198,19135.0676310177,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,9714,18266.7295616174,1.17405001811749,1824.66104704027,0.117275691201848
"26",7,3,2016,15558.7390466841,11982.4020763291,19135.076017039,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,44041,18896.4698851217,1.21452450795805,1824.66171956885,0.117275681152177
"27",7,3,2017,15554.3426524654,11986.0251191571,19122.6601857737,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,20262,20542.1483175498,1.320669653262,1820.57017005527,0.117045780122807
"28",7,3,2018,15553.2926809272,11987.2304557022,19119.3549061522,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,22597,27218.4520543457,1.75001220723656,1819.41950266581,0.116979699410977
"29",8,3,2015,14364.8540496668,11661.4189685045,17068.289130829,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,8928,16117.5757733877,1.12201458627152,1379.30361283788,0.096019326619603
"30",8,3,2016,14815.8447614137,12063.4327651754,17568.2567576519,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,42150,16887.4712290448,1.13982506573142,1404.29183481544,0.0947831093960145
"31",8,3,2017,14541.6850719376,11959.8622050041,17123.5079388712,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,11185,16145.9120697178,1.11031919546078,1317.25656476201,0.0905848640130458
"32",8,3,2018,14536.6570847187,11962.3224671527,17110.9917022848,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,17735,20296.5202657036,1.39623024381856,1313.43602937046,0.0903533750377292
"33",9,3,2015,16966.2608444593,13389.6136904845,20542.907998434,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,6924,14438.1912100937,0.850994296413215,1824.81997651773,0.107555812871618
"34",9,3,2016,17234.4519164334,13650.6190409654,20818.2847919014,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,45537,14948.8394856998,0.867381194260424,1828.48616095306,0.106094825052694
"35",9,3,2017,17207.1502069911,13658.7447540218,20755.5556599604,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,18740,18078.5538479503,1.05064195003105,1810.4109453925,0.105212712367498
"36",9,3,2018,17201.8720677677,13661.7352789806,20742.0088565547,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,21744,26474.2996755259,1.53903595906475,1806.19223917706,0.10499974840305
"37",10,3,2015,15483.8716939779,11868.0079234498,19099.735464506,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,10752,18797.4203745899,1.21400000891901,1844.82845435109,0.11914516542194
"38",10,3,2016,16634.7123117158,12992.1691526482,20277.2554707834,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,45464,19410.6095577494,1.16687377539307,1858.44038727938,0.111720620859219
"39",10,3,2017,16618.1087746512,13000.209145305,20236.0084039975,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,19092,21054.0722113567,1.26693551575929,1845.86715782972,0.111075645421538
"40",10,3,2018,16617.7693492283,13000.5790324191,20234.9596660376,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,25722,28158.3974235153,1.69447516280654,1845.50526367819,0.111056136650728
