"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,4,2015,18690.5896005126,15145.6837346367,22235.4954663885,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,9353.0916412,18609.0764460634,0.995638813103737,1808.62544177343,0.0967666339281147
"2",1,4,2016,20137.557993439,16858.7594645568,23416.3565223211,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,44255.646939664,18618.0799352005,0.924545068536437,1672.85639228681,0.0830714624301439
"3",1,4,2017,21405.4280145809,18264.5465788457,24546.309450316,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,21372.044237167,20681.8785066828,0.966197849096723,1602.49052843629,0.0748637461182609
"4",1,4,2018,21403.7624717026,18264.6124663251,24542.91247708,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,26426.023005057,29238.0803753358,1.3660252684074,1601.60714560073,0.0748282993570957
"5",2,4,2015,17087.4624452082,14380.5807802979,19794.3441101185,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,8125.240946117,15713.9296484246,0.91961750896671,1381.06207393381,0.0808231227054489
"6",2,4,2016,18756.248355748,16209.405622547,21303.0910889489,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,41317.556634203,15866.6498098326,0.845939417568554,1299.40955775558,0.0692787562368447
"7",2,4,2017,19306.3889060661,16846.4972804762,21766.2805316559,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,11918.598300687,15875.6684604985,0.822301287814129,1255.04674774993,0.0650068096036125
"8",2,4,2018,19295.0670606119,16843.796031895,21746.3380893288,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,20502.156316767,21613.2354571146,1.12014305984118,1250.64848403923,0.0648170063421159
"9",3,4,2015,22181.008060093,18536.4839852264,25825.5321349596,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,9978.189467204,18393.1921357393,0.82923156990468,1859.45105860539,0.0838307733159714
"10",3,4,2016,23978.9151485187,20606.3367524271,27351.4935446103,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,44484.618440815,18418.7727027184,0.768123686523668,1720.70326331202,0.0717590121427291
"11",3,4,2017,24771.4658266588,21504.3178005868,28038.6138527308,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,19807.453215864,20639.3849662838,0.833191911641819,1666.91225820001,0.0672916277891839
"12",3,4,2018,24762.3602933157,21502.9597596282,28021.7608270032,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,28191.603709475,29177.8148095882,1.17831315205701,1662.95945596302,0.0671567425828917
"13",4,4,2015,18402.4558025806,14222.5844007636,22582.3272043976,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,6891.989887872,14979.6761470191,0.814004190947084,2132.58744990662,0.115886024821076
"14",4,4,2016,20518.4290508985,17247.3353157461,23789.5227860509,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,45549.099004543,15095.3829066362,0.735698764714891,1668.92537507776,0.0813378729403591
"15",4,4,2017,21478.9080441666,18389.1284703709,24568.6876179622,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,19982.952213864,18442.8495748429,0.858649310147389,1576.41814989574,0.0733937752633508
"16",4,4,2018,21476.5623692575,18389.2869885425,24563.8377499725,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,25001.584800376,28337.9867600534,1.3194842951504,1575.14050036479,0.0733423009363692
"17",5,4,2015,22520.4947604402,18736.6436721792,26304.3458487012,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,10980.580217331,20751.6276275728,0.92145522770776,1930.53626952093,0.0857235282819867
"18",5,4,2016,23867.4775583356,20239.4361123587,27495.5190043124,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,56989.498117075,21602.831268375,0.905115809392699,1851.04155406982,0.077554972013511
"19",5,4,2017,23812.3802754553,20225.650330944,27399.1102199667,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,22151.460433194,24021.9077700499,1.00879909913124,1829.96425740374,0.0768492790823596
"20",5,4,2018,23810.3184716091,20225.8626124452,27394.774330773,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,26819.747457225,32350.7207029807,1.35868492231866,1828.80400977751,0.0768072049081633
