"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,4,2015,23481.7029568132,19363.3216331547,27600.0842804717,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,10066,19703.6303887849,0.839105682625453,2101.21496105026,0.0894830739028914
"2",1,4,2016,23481.6785106356,19363.3244931312,27600.0325281401,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,45201,19706.5373221922,0.839230352006839,2101.201029339,0.089482573760104
"3",1,4,2017,23350.6020188528,19335.7234829875,27365.480554718,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,21919,21524.9376385869,0.9218151044332,2048.40741625778,0.0877239659433164
"4",1,4,2018,23335.9158919846,19336.8607255798,27334.9710583893,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,27513,30095.5470952986,1.28966641954841,2040.33426857386,0.0874332200209322
"5",2,4,2015,23281.581032868,19748.0542660893,26815.1077996467,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,9280,17546.28680079,0.753655294115072,1802.81977896874,0.0774354532204489
"6",2,4,2016,23281.5725692814,19748.0756562457,26815.0694823171,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,43310,17720.9430170398,0.761157476124334,1802.8045474672,0.0774348271407528
"7",2,4,2017,22833.8980005357,19499.4124121191,26168.3835889523,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,12842,17281.8252172966,0.756849540840163,1701.2681573554,0.0745062519467982
"8",2,4,2018,24052.594616673,20548.6976749592,27556.4915583869,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,22651,23268.5547740407,0.967403107434868,1787.70252128259,0.0743247266988556
"9",3,4,2015,28934.3326470873,24535.8662677793,33332.7990263954,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,7276,15784.8194353977,0.545539433306636,2244.11549964696,0.0775589168417493
"10",3,4,2016,28934.0689298929,24536.007275668,33332.1305841179,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,46697,15815.473161411,0.546603839222606,2243.90900725762,0.0775524870938337
"11",3,4,2017,29260.7449998394,25075.40964937,33446.0803503087,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,20397,19065.549300574,0.651574295209459,2135.37517881087,0.0729774713125929
"12",3,4,2018,30434.4090039623,26198.2672140083,34670.5507939163,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,26660,29392.6317714425,0.965769756449544,2161.29683160918,0.071014910502379
"13",4,4,2015,42052.4371255514,35309.2822761428,48795.59197496,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,11104,20246.4853069655,0.481458072133078,3440.3851272493,0.0818117893376243
"14",4,4,2016,39540.8622449592,33454.4782577273,45627.2462321911,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,46624,20237.2297695353,0.511805474654647,3105.29795266933,0.0785338957312497
"15",4,4,2017,39446.598901682,33685.5468048197,45207.6509985443,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,20749,22064.565752989,0.559352805243958,2939.31229431749,0.0745137065338264
"16",4,4,2018,40408.0223568801,34701.5514260008,46114.4932877593,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,30638,30947.2719185508,0.765869500992334,2911.46476065268,0.0720516518957271
"17",5,4,2015,29812.8795091431,25673.3402773836,33952.4187409026,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,12106,22609.3485729284,0.758375203777094,2112.00981212218,0.0708421946117102
"18",5,4,2016,29812.835043543,25673.310426048,33952.3596610379,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,59064,23453.2338824756,0.786682442250833,2112.00235586477,0.0708420501700055
"19",5,4,2017,30378.973375688,26338.5084202939,34419.4383310822,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,23093,25464.4691410789,0.83822678357715,2061.4617119358,0.067858175667831
"20",5,4,2018,31658.6836288504,27489.8047602208,35827.56249748,"SR_HierRicker_SurvCap_LowAggPrior","BinLogistic",FALSE,TRUE,29266,34176.0757080767,1.07951663779641,2126.97901460695,0.0671846953443334
