"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,4,2015,14594.3438966299,11358.055263442,17830.6325298177,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,10066,19703.6303887849,1.35008675472796,1651.16766999382,0.113137505987858
"2",1,4,2016,14594.3467692241,11358.0580140354,17830.6355244128,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,45201,19706.5373221922,1.35028567114414,1651.16773223913,0.113137487984117
"3",1,4,2017,14593.8027327002,11358.956221855,17828.6492435453,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,21919,21524.9376385869,1.47493686414962,1650.43189328836,0.113091284260699
"4",1,4,2018,14593.7879653644,11358.9759369867,17828.599993742,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,27513,30095.5470952986,2.06221627768779,1650.41430019269,0.113090193177374
"5",2,4,2015,15608.2452132261,12680.3282972805,18536.1621291716,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,9280,17546.28680079,1.12416780753301,1493.83516119672,0.095708078697462
"6",2,4,2016,15608.2382275496,12680.3221690608,18536.1542860384,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,43310,17720.9430170398,1.13535831262244,1493.83472371879,0.0957080935042415
"7",2,4,2017,15370.2251133592,12603.6676894427,18136.7825372756,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,12842,17281.8252172966,1.12437033874513,1411.50888975328,0.0918339763629394
"8",2,4,2018,15369.5571772016,12604.1452391641,18134.9691152391,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,22651,23268.5547740407,1.51393787769995,1410.92445818239,0.0917999420487714
"9",3,4,2015,16998.9958106367,13527.6878112606,20470.3038100127,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,7276,15784.8194353977,0.928573641127719,1771.07550988575,0.104187066672347
"10",3,4,2016,16998.9917500139,13527.6842340257,20470.2992660021,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,46697,15815.473161411,0.930377130243509,1771.07526325928,0.104187077051663
"11",3,4,2017,16986.0413823045,13532.9705751525,20439.1121894564,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,20397,19065.549300574,1.12242451737083,1761.7708199755,0.103718740601377
"12",3,4,2018,16985.5818528724,13533.4134642522,20437.7502414926,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,26660,29392.6317714425,1.7304459762426,1761.31040235725,0.103694440238407
"13",4,4,2015,14055.9847900287,10655.7227820545,17456.2467980029,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,11104,20246.4853069655,1.44041741716513,1734.82755508889,0.123422697235669
"14",4,4,2016,14055.9819542595,10655.7197076083,17456.2442009107,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,46624,20237.2297695353,1.4397592310086,1734.82767686288,0.123422730799477
"15",4,4,2017,14055.3630676198,10656.8900357687,17453.8360994709,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,20749,22064.565752989,1.56983250072142,1733.91481216893,0.123363217572334
"16",4,4,2018,14055.3595931444,10656.8871679002,17453.8320183886,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,30638,30947.2719185508,2.20181288948634,1733.9145026756,0.123363226048043
"17",5,4,2015,19385.3230822053,15671.3368924907,23099.3092719199,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,12106,22609.3485729284,1.16631270353614,1894.8909131197,0.0977487403786996
"18",5,4,2016,19385.3198532453,15671.3334191389,23099.3062873516,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,59064,23453.2338824756,1.20984508174361,1894.89103780936,0.0977487630926112
"19",5,4,2017,19372.2237107097,15676.2072274894,23068.2401939299,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,23093,25464.4691410789,1.31448353691069,1885.72269552054,0.0973415712971582
"20",5,4,2018,19371.6725650746,15676.7247182658,23066.6204118834,"SR_HierRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE,29266,34176.0757080767,1.76422947441787,1885.17747286164,0.0973161954151778
