"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,4,2015,16390.1102966683,12738.2325198751,20041.9880734614,"ThreshAbund_Subpop1000_ST","BernLogistic",FALSE,FALSE,9353.0916412,18609.0764460634,1.13538445496893,1863.20294734346,0.113678487430448
"2",1,4,2016,18187.899067835,13539.5779402862,22836.2201953839,"ThreshAbund_Subpop1000_ST","BernLogistic",FALSE,FALSE,44255.646939664,18618.0799352005,1.02365203731124,2371.59241201472,0.130393972562166
"3",1,4,2017,20165.7369618024,14169.8000492098,26161.673874395,"ThreshAbund_Subpop1000_ST","BernLogistic",FALSE,FALSE,21372.044237167,20681.8785066828,1.0255949755696,3059.15148601663,0.151700455669496
"4",1,4,2018,20050.6820221591,14363.6530153499,25737.7110289682,"ThreshAbund_Subpop1000_ST","BernLogistic",FALSE,FALSE,26426.023005057,29238.0803753358,1.45820877030633,2901.54541163732,0.144710559392976
"5",1,4,2015,12013.7229107974,6193.7212694225,17833.7245521722,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,9353.0916412,18609.0764460634,1.5489849886032,2969.3885925382,0.247166395844659
"6",1,4,2016,11772.0677754939,3955.54926289562,19588.5862880922,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,44255.646939664,18618.0799352005,1.58154712411341,3988.01964928485,0.338769681362756
"7",1,4,2017,11159.825295671,538.335208796942,21781.3153825451,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,21372.044237167,20681.8785066828,1.85324393157888,5419.12759534391,0.48559251168977
"8",1,4,2018,11348.8465294969,1472.01903421099,21225.6740247828,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,26426.023005057,29238.0803753358,2.57630414679967,5039.19770167648,0.444027301680312
"9",2,4,2015,15157.0249784775,12142.490713073,18171.559243882,"ThreshAbund_Subpop1000_ST","BernLogistic",FALSE,FALSE,8125.240946117,15713.9296484246,1.03674234691424,1538.02768643086,0.101472926818739
"10",2,4,2016,16303.6353184678,12789.9790212516,19817.291615684,"ThreshAbund_Subpop1000_ST","BernLogistic",FALSE,FALSE,41317.556634203,15866.6498098326,0.973197050835637,1792.68178429399,0.109955954563296
"11",2,4,2017,17201.8387991637,13329.281524224,21074.3960741034,"ThreshAbund_Subpop1000_ST","BernLogistic",FALSE,FALSE,11918.598300687,15875.6684604985,0.922905315289339,1975.79452803048,0.114859495609652
"12",2,4,2018,17093.2963938511,13496.1870474402,20690.4057402621,"ThreshAbund_Subpop1000_ST","BernLogistic",FALSE,FALSE,20502.156316767,21613.2354571146,1.26442758372162,1835.25987061783,0.107367229136565
"13",2,4,2015,11245.2760089462,7149.99081381199,15340.5612040805,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,8125.240946117,15713.9296484246,1.39738052102263,2089.43122200726,0.185805241271535
"14",2,4,2016,11580.2423506898,6464.16771330646,16696.3169880732,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,41317.556634203,15866.6498098326,1.37014833794799,2610.2421619303,0.225404795761878
