"","iCombn","nCUs","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel","Agg_Escp","Gen_Mean","status","se","cv"
"1",1,3,2015,6629.32317104211,5529.59410541983,7729.05223666439,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,6146.059547386,12173.7384713401,1.8363471137622,561.086257970553,0.0846370351081182
"2",1,3,2016,7162.45192489273,6118.85023935538,8206.05361043009,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,27424.098789792,12030.6184071365,1.67967876549714,532.449839559873,0.0743390455033103
"3",1,3,2017,7548.86175802047,6533.50320230717,8564.22031373378,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,9482.51543766,11691.876759306,1.54882645014444,518.040079445563,0.0686249259890286
"4",1,3,2018,7548.09886713525,6533.45030142248,8562.74743284801,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,15192.900499599,15808.7988018175,2.0944080198326,517.67783964937,0.0685838710861832
"5",2,3,2015,9470.78649977821,7722.61172860229,11218.9612709541,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,7999.008068473,14827.6222642455,1.56561678004174,891.925903661186,0.0941765400035228
"6",2,3,2016,10125.2472329843,8506.64066715658,11743.853798812,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,30591.160596404,14519.8277586198,1.4340220465254,825.81967644271,0.0815604456306505
"7",2,3,2017,10706.5580147972,9153.7837290363,12259.332300558,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,17371.370352837,16199.0192964671,1.5129997216733,792.231778449424,0.0739950016947097
"8",2,3,2018,10705.0654177458,9153.73208432066,12256.3987511709,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,22882.347892307,22995.5361181396,2.14809860760121,791.496598686283,0.0739366428694793
"9",3,3,2015,8349.06897078476,7071.24089411563,9626.89704745389,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,6771.15737339,11941.4217488723,1.43026986489846,651.953100341391,0.0780869223410082
"10",3,3,2016,9089.30821242468,7883.49259195683,10295.1238328925,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,27653.070290943,11818.822343058,1.30029943608934,615.212051259107,0.067685244782231
"11",3,3,2017,9283.39324729862,8132.71123146363,10434.0752631336,"ThreshAbund_Subpop1000_ST","BinLogistic",FALSE,FALSE,7917.924416357,11402.652055614,1.22828493330626,587.082661140301,0.0632400939506829
