"","z.value","Pr...z.2..","Mod","CU_ID","CU_Name","est_B","est_sigma","est_Smsy","est_Sgen","est_A","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",-15.819792749086,0.0000000000000000000000000000000000000000000000000000000227239440654612,"SR_IndivRicker_NoSurv_LowAggPrior",0,"Southern Coastal Streams",0.0000375948527524383,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"2",-11.8668501427454,0.0000000000000000000000000000000175968947944725,"SR_IndivRicker_NoSurv_LowAggPrior",1,"North East Vancouver Island",0.0000331311789203663,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"3",-5.67324036691423,0.0000000140121402888196,"SR_IndivRicker_NoSurv_LowAggPrior",2,"Loughborough",0.0000186130810830626,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"4",-4.06735415419891,0.0000475499497431308,"SR_IndivRicker_NoSurv_LowAggPrior",3,"Georgia Strait",0.000000532233466893404,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"5",-7.62035686183052,0.0000000000000252975350139342,"SR_IndivRicker_NoSurv_LowAggPrior",4,"Howe Sound-Burrard Inlet",0.00000920451611211701,NA,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"6",-0.535367368231486,0.592395850099174,"SR_IndivRicker_NoSurv_LowAggPrior",0,"Southern Coastal Streams",NA,0.868418373111105,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"7",-2.40500659235693,0.0161721740467005,"SR_IndivRicker_NoSurv_LowAggPrior",1,"North East Vancouver Island",NA,0.53058532170277,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"8",0.853858126938966,0.393183602924715,"SR_IndivRicker_NoSurv_LowAggPrior",2,"Loughborough",NA,1.25233676758379,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"9",-0.0425335285757224,0.966073383987379,"SR_IndivRicker_NoSurv_LowAggPrior",3,"Georgia Strait",NA,0.988916495397157,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"10",0.404333700221019,0.685967346969227,"SR_IndivRicker_NoSurv_LowAggPrior",4,"Howe Sound-Burrard Inlet",NA,1.11243490047869,NA,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"11",7.69893021744603,0.000000000000013721007143247,"SR_IndivRicker_NoSurv_LowAggPrior",0,"Southern Coastal Streams",NA,NA,19089.0470760536,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"12",8.30415261094086,0.000000000000000100534354929721,"SR_IndivRicker_NoSurv_LowAggPrior",1,"North East Vancouver Island",NA,NA,14914.2487961704,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"13",2.01873375138532,0.0435148999854574,"SR_IndivRicker_NoSurv_LowAggPrior",2,"Loughborough",NA,NA,30283.6485248597,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"14",NA,NA,"SR_IndivRicker_NoSurv_LowAggPrior",3,"Georgia Strait",NA,NA,34986.7072173435,34319.0937424505,1.03812660593728,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"15",2.72992618393557,0.00633485082183822,"SR_IndivRicker_NoSurv_LowAggPrior",4,"Howe Sound-Burrard Inlet",NA,NA,49671.1792161576,NA,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"16",1.83251820215676,0.0668742524149233,"SR_IndivRicker_NoSurv_LowAggPrior",0,"Southern Coastal Streams",NA,NA,NA,2936.61936416664,NA,-204.290203330386,6077.52893166366,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"17",2.16676123059796,0.0302530650355055,"SR_IndivRicker_NoSurv_LowAggPrior",1,"North East Vancouver Island",NA,NA,NA,5528.30178690069,NA,527.53319767543,10529.0703761259,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"18",1.00262943480609,0.316039688338798,"SR_IndivRicker_NoSurv_LowAggPrior",2,"Loughborough",NA,NA,NA,8869.98031611629,NA,-8469.58783944084,26209.5484716734,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"19",1.30644645993655,0.191400775043896,"SR_IndivRicker_NoSurv_LowAggPrior",4,"Howe Sound-Burrard Inlet",NA,NA,NA,20639.0613207339,NA,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"20",2.13924978715875,0.0324154439645709,"SR_IndivRicker_NoSurv_LowAggPrior",0,"Southern Coastal Streams",NA,NA,NA,NA,7.25911160081959,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"21",2.22761397058422,0.0259062682367205,"SR_IndivRicker_NoSurv_LowAggPrior",1,"North East Vancouver Island",NA,NA,NA,NA,3.24007207250643,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
"22",1.56441187790599,0.117720873050544,"SR_IndivRicker_NoSurv_LowAggPrior",2,"Loughborough",NA,NA,NA,NA,4.02704575131719,NA,NA,1970,"SR_IndivRicker_NoSurv_LowAggPrior","BinLogistic",FALSE,TRUE
