"","z.value","Pr...z.2..","Mod","CU_ID","CU_Name","est_B","est_sigma","est_Smsy","est_Sgen","est_A","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",-5.11771124224224,3.09265597820282e-07,"SR_IndivRicker_Surv_LowAggPrior",0,"Middle_Fraser",0.000108757295307748,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE
"2",-3.41397426116314,0.000640226237588734,"SR_IndivRicker_Surv_LowAggPrior",1,"Fraser_Canyon",0.000379149236010066,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE
"3",-6.69486157150216,2.15875886283873e-11,"SR_IndivRicker_Surv_LowAggPrior",2,"Lower_Thompson",0.000121833222692697,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE
"4",-12.1729981383203,4.3288482472425e-34,"SR_IndivRicker_Surv_LowAggPrior",3,"North_Thompson",7.74635717049781e-05,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE
"5",-6.0249521759225,1.69159635212956e-09,"SR_IndivRicker_Surv_LowAggPrior",4,"South_Thompson",8.35117071379908e-05,NA,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE
"6",-3.32558631603142,0.000882327759388025,"SR_IndivRicker_Surv_LowAggPrior",0,"Middle_Fraser",NA,0.535738731080364,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE
"7",-2.19107515055868,0.0284463546250292,"SR_IndivRicker_Surv_LowAggPrior",1,"Fraser_Canyon",NA,0.662872827292371,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE
"8",-2.19874983197191,0.0278957154960192,"SR_IndivRicker_Surv_LowAggPrior",2,"Lower_Thompson",NA,0.661170866095385,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE
"9",-4.05566171769427,4.99925692153491e-05,"SR_IndivRicker_Surv_LowAggPrior",3,"North_Thompson",NA,0.46603783486506,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE
"10",-2.44037870575865,0.0146718720918158,"SR_IndivRicker_Surv_LowAggPrior",4,"South_Thompson",NA,0.632592152849123,NA,NA,NA,NA,NA,2015,"SR_IndivRicker_Surv_LowAggPrior","BinLogistic",FALSE,TRUE
