"CU_Name","NME","Year","Props","SiteEsc","Area","Rabcode","CUEsc","Escape"
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1953",0.00416327933586554,25,12,"90-6400-100",28327.751068493,25
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1954",0.00416327933586554,25,12,"90-6400-100",49645.4954090487,25
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1955",0.00416327933586554,25,12,"90-6400-100",23599.7215250521,25
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1956",0.00416327933586554,25,12,"90-6400-100",28481.6804834721,25
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1957",0.00416327933586554,25,12,"90-6400-100",31055.0116576208,25
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1958",0.00416327933586554,208.234670056009,12,"90-6400-100",50016.982589211,208.234670056009
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1959",0.00416327933586554,36.2361551590193,12,"90-6400-100",8703.7530359432,36.2361551590193
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1960",0.00416327933586554,40.1501918818105,12,"90-6400-100",9643.88613944957,40.1501918818105
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1961",0.00416327933586554,62.3219260327438,12,"90-6400-100",14969.4317880275,62.3219260327438
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1962",0.00416327933586554,40.7130082043146,12,"90-6400-100",9779.07195743097,40.7130082043146
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1963",0.00416327933586554,63.1303831175647,12,"90-6400-100",15163.619354991,63.1303831175647
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1964",0.00416327933586554,30.3828419435183,12,"90-6400-100",7297.8148936052,30.3828419435183
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1965",0.00416327933586554,8.59160639989117,12,"90-6400-100",2063.66321036323,8.59160639989117
"1 - Southern Coastal Streams","ALLARDYCE CREEK","1966",0.00416327933586554,66.7900759989352,12,"90-6400-100",16042.6602710888,66.7900759989352
