"","retroYear","LRP","LRP_lwr","LRP_upr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1",1967,174785.011764177,NA,NA,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"2",1968,170593.147060933,86024.6210643012,255161.673057564,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"3",1969,198500.215344418,144303.922275793,252696.508413043,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"4",1970,171011.465656172,87944.9378946103,254077.993417734,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"5",1971,180670.020930151,NA,NA,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"6",1972,187742.601319867,135615.730473067,239869.472166667,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"7",1973,182851.653373359,NA,NA,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"8",1974,182690.644431192,NA,NA,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"9",1975,187931.364730794,138044.257485927,237818.471975661,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"10",1976,219138.40387199,128350.436975561,309926.370768419,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"11",1977,237429.207943675,163713.916160773,311144.499726578,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"12",1978,256453.562445835,193654.310137271,319252.814754398,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"13",1979,250371.809983457,187147.59662737,313596.023339543,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"14",1980,250489.051796724,187538.981388125,313439.122205323,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"15",1981,246037.794516752,168405.093541028,323670.495492477,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"16",1982,249688.325734917,159907.306852102,339469.344617732,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"17",1983,250840.749434853,164438.712536773,337242.786332933,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"18",1984,231532.002420171,136622.731800587,326441.273039755,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"19",1985,211375.04634481,81311.7217777508,341438.37091187,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"20",1986,247288.106805733,125519.276835175,369056.936776291,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"21",1987,266068.310750788,153525.484958572,378611.136543004,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"22",1988,316618.408080303,230706.433786496,402530.38237411,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"23",1989,206309.037039611,62884.4674619551,349733.606617267,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"24",1990,234140.231576937,87312.4839258035,380967.97922807,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"25",1991,213392.964159096,49881.007852809,376904.920465383,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"26",1992,273850.391751363,136662.372454873,411038.411047854,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"27",1993,201405.166530278,8192.6052351394,394617.727825417,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"28",1994,159706.375183534,-60324.1453825884,379736.895749657,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"29",1995,126844.999154903,-118140.441479409,371830.439789214,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"30",1996,116819.764937884,-124676.562747309,358316.092623076,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"31",1997,124660.381025331,-110092.80474812,359413.566798782,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"32",1998,147093.305191342,-67160.4959752799,361347.106357963,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
