"","Mod","CU_ID","CU_Name","est_B","est_sigma","est_Smsy","est_Sgen","est_A","low_Sgen","up_Sgen","retroYr","BMmodel","LRPmodel","useGenMean","integratedModel"
"1","SR_IndivRicker_NoSurv",0,"Southern Coastal Streams",0.000047405620584887,1.11550664293811,920.390555766969,530.822332485101,1.0922544460357,NA,NA,1969,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"2","SR_IndivRicker_NoSurv",1,"North East Vancouver Island",0.0000331473547022692,0.572543784346941,14929.3292272758,5520.81366441888,3.24723159699438,114.992582645738,10926.634746192,1969,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"3","SR_IndivRicker_NoSurv",2,"Loughborough",0.0000180048637488109,1.2653192981471,28499.8993702203,9932.6560678143,3.43119608891237,-9055.49482650787,28920.8069621365,1969,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"4","SR_IndivRicker_NoSurv",3,"Georgia Strait",0.00000615420551102833,0.613857516272873,96932.2582563807,25141.4083745833,4.50064868846297,-3515.94545301777,53798.7622021843,1969,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"5","SR_IndivRicker_NoSurv",4,"Howe Sound-Burrard Inlet",0.00000716776641010408,1.00232132358607,43602.3525651386,26520.9902225057,1.98828153410539,-3239.8686781036,56281.849123115,1969,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"6","SR_IndivRicker_NoSurv",0,"Southern Coastal Streams",0.0000867864115909856,0.742108271610646,6188.0450642834,1938.78138287686,3.69562251642666,293.173767655473,3584.38899809826,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"7","SR_IndivRicker_NoSurv",1,"North East Vancouver Island",0.0000330867958215551,0.5317422341857,14999.7096271105,5521.62210524308,3.26105749909014,467.062815417963,10576.1813950682,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"8","SR_IndivRicker_NoSurv",2,"Loughborough",0.0000186270852853343,1.2515736181184,30262.5900682646,8862.79817976202,4.02746787832206,-8454.2867787692,26179.8831382932,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"9","SR_IndivRicker_NoSurv",3,"Georgia Strait",0.0000052528306838026,0.680926939810097,109723.570452181,30690.2810270486,4.20060690081665,-9718.7335991021,71099.2956531994,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"10","SR_IndivRicker_NoSurv",4,"Howe Sound-Burrard Inlet",0.00000929232211093891,1.11259648507447,49358.7756299966,20419.7237794104,2.92227089656518,-10346.7485564634,51186.1961152842,1970,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"11","SR_IndivRicker_NoSurv",0,"Southern Coastal Streams",0.0000443104490751872,1.04768540737316,1117.31310817144,646.104293617089,1.10548578026476,NA,NA,1971,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"12","SR_IndivRicker_NoSurv",1,"North East Vancouver Island",0.000025103005227187,0.675761778448937,12728.061894306,7618.67473425821,2.02275123728686,2815.70197250672,12421.6474960097,1971,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"13","SR_IndivRicker_NoSurv",2,"Loughborough",0.000021126665896761,1.20621151017871,26842.2811311218,7765.8528799063,4.07270945472664,-5437.94465053204,20969.6504103446,1971,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"14","SR_IndivRicker_NoSurv",3,"Georgia Strait",0.00000508716650316049,0.682921041385393,106777.986915278,33618.3725330792,3.76859149737437,-9119.43434580676,76356.1794119651,1971,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"15","SR_IndivRicker_NoSurv",4,"Howe Sound-Burrard Inlet",0.00000915391908756304,1.04567210142597,48700.631133254,20931.700628343,2.8180192290487,-7851.44785954573,49714.8491162318,1971,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
"16","SR_IndivRicker_NoSurv",0,"Southern Coastal Streams",0.0000899341169027618,0.73077670504723,6150.21551505564,1821.65768732625,3.89061172712201,308.69986685165,3334.61550780085,1972,"SR_IndivRicker_NoSurv","BinLogistic",FALSE,TRUE
